collection_no,source_database,collection.authorizer,occurrence.genus_reso,occurrence.genus_name,occurrence.species_reso,occurrence.species_name,original.genus_reso,original.genus_name,original.species_reso,original.species_name,collection.reference_no,10_my_bin
43598,PaleoDB,"D. Bottjer",,Stenoscisma,,calvatum,,,,,11454,"Permian 3"
43598,PaleoDB,"D. Bottjer",,Stenoscisma,,sp.,,,,,11454,"Permian 3"
43598,PaleoDB,"D. Bottjer",,Taphrosestria,,peculiaris,,,,,11454,"Permian 3"
43599,PaleoDB,"D. Bottjer",,Oncosarina,"n. sp.",spinicostata,,,,,11454,"Permian 2"
43599,PaleoDB,"D. Bottjer",,Spyridiophora,,reticulata,,,,,11454,"Permian 2"
43600,PaleoDB,"D. Bottjer",,Petasmatherus,,mundus,,,,,11454,"Permian 2"
43601,PaleoDB,"D. Bottjer",,Glyptosteges,,angustus,,,,,11454,"Permian 2"
43601,PaleoDB,"D. Bottjer",,Limbella,"n. sp.",limbata,,,,,11454,"Permian 2"
43602,PaleoDB,"D. Bottjer",,Institella,,leonardensis,,,,,11454,"Permian 2"
43602,PaleoDB,"D. Bottjer",,Limbella,,sp.,,,,,11454,"Permian 2"
43602,PaleoDB,"D. Bottjer",,Texarina,,wordensis,,,,,11454,"Permian 2"
43602,PaleoDB,"D. Bottjer","n. gen.",Xestosia,,schucherti,,,,,11454,"Permian 2"
43603,PaleoDB,"D. Bottjer",,Antiquatonia,,sp.,,,,,11454,"Permian 1"
43603,PaleoDB,"D. Bottjer",,Beecheria,,sp.,,,,,11454,"Permian 1"
43603,PaleoDB,"D. Bottjer",,Composita,,sp.,,,,,11454,"Permian 1"
43603,PaleoDB,"D. Bottjer",,Composita,,strongyle,,,,,11454,"Permian 1"
43603,PaleoDB,"D. Bottjer",,Enteletes,,wolfcampensis,,,,,11454,"Permian 1"
43603,PaleoDB,"D. Bottjer",,Hystriculina,,sulcata,,,,,11454,"Permian 1"
43603,PaleoDB,"D. Bottjer",,Limbella,,wolfcampensis,,,,,11454,"Permian 1"
43603,PaleoDB,"D. Bottjer",,Meekella,,magnifica,,,,,11454,"Permian 1"
43603,PaleoDB,"D. Bottjer",,Phricodothyris,,catatona,,Neophricadothyris,,catatona,11454,"Permian 1"
43603,PaleoDB,"D. Bottjer",,Parenteletes,,superbus,,,,,11454,"Permian 1"
43603,PaleoDB,"D. Bottjer",,Rhynchopora,,molina,,,,,11454,"Permian 1"
43603,PaleoDB,"D. Bottjer",,Stenoscisma,,peneleve,,,,,11454,"Permian 1"
43603,PaleoDB,"D. Bottjer",,Teguliferina,,boesei,,,,,11454,"Permian 1"
43604,PaleoDB,"D. Bottjer",,Acritosia,,teguliferoides,,,,,11454,"Permian 2"
43604,PaleoDB,"D. Bottjer",,Cartorhium,,zoyei,,,,,11454,"Permian 2"
43604,PaleoDB,"D. Bottjer",,Chonetinella,,biplicata,,,,,11454,"Permian 2"
43604,PaleoDB,"D. Bottjer",,Derbyia,,sp.,,,,,11454,"Permian 2"
43604,PaleoDB,"D. Bottjer",,Enteletes,,stehlii,,,,,11454,"Permian 2"
43604,PaleoDB,"D. Bottjer",,Meekella,,enormis,,,,,11454,"Permian 2"
43604,PaleoDB,"D. Bottjer",,Oncosarina,,sp.,,,,,11454,"Permian 2"
43604,PaleoDB,"D. Bottjer",,Pontisia,,stehlii,,,,,11454,"Permian 2"
43604,PaleoDB,"D. Bottjer",,Reticulatia,,sp.,,,,,11454,"Permian 2"
43604,PaleoDB,"D. Bottjer",,Scacchinella,,titan,,,,,11454,"Permian 2"
43604,PaleoDB,"D. Bottjer",,Stenoscisma,,hadrum,,,,,11454,"Permian 2"
43605,PaleoDB,"D. Bottjer",,Acosarina,"n. sp.",minuta,,Acosarina,"n. sp.",dorsisulcata,11454,"Permian 2"
43605,PaleoDB,"D. Bottjer","n. gen.",Antronaria,"n. sp.",dissona,,,,,11454,"Permian 2"
43605,PaleoDB,"D. Bottjer",,Derbyia,,sp.,,,,,11454,"Permian 2"
43605,PaleoDB,"D. Bottjer",,Dielasma,,sp.,,,,,11454,"Permian 2"
43605,PaleoDB,"D. Bottjer",,Elliottella,"n. sp.",varicostata,,,,,11454,"Permian 2"
43605,PaleoDB,"D. Bottjer",,Enteletes,"n. sp.",stehlii,,,,,11454,"Permian 2"
43605,PaleoDB,"D. Bottjer",,Meekella,,hessensis,,,,,11454,"Permian 2"
43605,PaleoDB,"D. Bottjer",,Orthotichia,"n. sp.",newelli,,,,,11454,"Permian 2"
43605,PaleoDB,"D. Bottjer",,Rhipidomella,,hessensis,,,,,11454,"Permian 2"
43605,PaleoDB,"D. Bottjer",,Scacchinella,"n. sp.",titan,,,,,11454,"Permian 2"
43605,PaleoDB,"D. Bottjer",,Planispina,,conida,,Teguliferina,,conida,11454,"Permian 2"
43606,PaleoDB,"D. Bottjer",,Derbyia,,nasuta,,,,,11454,"Permian 1"
43606,PaleoDB,"D. Bottjer",,Enteletes,,wolfcampensis,,,,,11454,"Permian 1"
43606,PaleoDB,"D. Bottjer",,Meekella,"n. sp.",magnifica,,,,,11454,"Permian 1"
43606,PaleoDB,"D. Bottjer",,Parenteletes,"n. sp.",superbus,,,,,11454,"Permian 1"
43606,PaleoDB,"D. Bottjer",,Tropidelasma,"n. sp.",strobilum,,,,,11454,"Permian 1"
43607,PaleoDB,"D. Bottjer",,Acosarina,"n. sp.",minuta,,Acosarina,"n. sp.",dorsisulcata,11454,"Permian 2"
43607,PaleoDB,"D. Bottjer",,Chonosteges,"n. sp.",variabilis,,,,,11454,"Permian 2"
43607,PaleoDB,"D. Bottjer",,Scacchinella,"n. sp.",titan,,,,,11454,"Permian 2"
43607,PaleoDB,"D. Bottjer",,Spyridiophora,,reticulata,,,,,11454,"Permian 2"
43608,PaleoDB,"D. Bottjer",,Enteletes,,leonardensis,,,,,11454,"Permian 2"
43609,PaleoDB,"D. Bottjer",,Agelesia,,triagonalis,,,,,11454,"Permian 2"
43609,PaleoDB,"D. Bottjer",,Chonosteges,,variabilis,,,,,11454,"Permian 2"
43609,PaleoDB,"D. Bottjer",,Derbyia,,crenulata,,,,,11454,"Permian 2"
43609,PaleoDB,"D. Bottjer",,Diplanus,,lamellatus,,,,,11454,"Permian 2"
43609,PaleoDB,"D. Bottjer",,Echinauris,,sp.,,,,,11454,"Permian 2"
43609,PaleoDB,"D. Bottjer",,Enteletes,,sp.,,,,,11454,"Permian 2"
43609,PaleoDB,"D. Bottjer",,Eolyttonia,,sp.,,,,,11454,"Permian 2"
43609,PaleoDB,"D. Bottjer",,Institella,,leonardensis,,,,,11454,"Permian 2"
43609,PaleoDB,"D. Bottjer",,Meekella,,hessensis,,,,,11454,"Permian 2"
43609,PaleoDB,"D. Bottjer",,Rhipidomella,,sp.,,,,,11454,"Permian 2"
43610,PaleoDB,"D. Bottjer",,Chonetinetes,,reversus,,,,,11454,"Permian 3"
43610,PaleoDB,"D. Bottjer",,Hustedia,,consuta,,,,,11454,"Permian 3"
43610,PaleoDB,"D. Bottjer",,Megousia,,auriculata,,,,,11454,"Permian 3"
43611,PaleoDB,"D. Bottjer",,Chonetinetes,"n. sp.",reversus,,,,,11454,"Permian 3"
43611,PaleoDB,"D. Bottjer",,Megousia,,auriculata,,,,,11454,"Permian 3"
43611,PaleoDB,"D. Bottjer",,Peniculauris,"n. sp.",costata,,,,,11454,"Permian 3"
43612,PaleoDB,"D. Bottjer",,Acosarina,,minuta,,Acosarina,,dorsisulcata,11454,"Permian 2"
43612,PaleoDB,"D. Bottjer",,Acritosia,,peculiaris,,,,,11454,"Permian 2"
43612,PaleoDB,"D. Bottjer",,Antronaria,,voluminosa,,,,,11454,"Permian 2"
43612,PaleoDB,"D. Bottjer",,Costatumulus,,fragosa,,Cancrinella,,fragosa,11454,"Permian 2"
43612,PaleoDB,"D. Bottjer",,Cartorhium,,zoyei,,,,,11454,"Permian 2"
43612,PaleoDB,"D. Bottjer",,Chonosteges,,variabilis,,,,,11454,"Permian 2"
43612,PaleoDB,"D. Bottjer",,Composita,,apheles,,,,,11454,"Permian 2"
43612,PaleoDB,"D. Bottjer",,Dielasma,,hessense,,,,,11454,"Permian 2"
43612,PaleoDB,"D. Bottjer",,Enteletes,,sp.,,,,,11454,"Permian 2"
43612,PaleoDB,"D. Bottjer",,Eolyttonia,,gigantea,,,,,11454,"Permian 2"
43612,PaleoDB,"D. Bottjer",,Geyerella,,hessi,,,,,11454,"Permian 2"
43612,PaleoDB,"D. Bottjer",,Glyptosteges,,intricatus,,,,,11454,"Permian 2"
43612,PaleoDB,"D. Bottjer",,Hustedia,,hessensis,,,,,11454,"Permian 2"
43612,PaleoDB,"D. Bottjer",,Kochiproductus,,elongatus,,,,,11454,"Permian 2"
43612,PaleoDB,"D. Bottjer",,Kochiproductus,informal,"sp. 4",,,,,11454,"Permian 2"
43612,PaleoDB,"D. Bottjer",,Limbella,,limbata,,,,,11454,"Permian 2"
43612,PaleoDB,"D. Bottjer",,Megousia,,sp.,,,,,11454,"Permian 2"
43612,PaleoDB,"D. Bottjer",,Nudauris,,enigmatica,,,,,11454,"Permian 2"
43612,PaleoDB,"D. Bottjer",,Oncosarina,,spinicostata,,,,,11454,"Permian 2"
43612,PaleoDB,"D. Bottjer",,Rhamnaria,,grandis,,,,,11454,"Permian 2"
43612,PaleoDB,"D. Bottjer",,Spyridiophora,,reticulata,,,,,11454,"Permian 2"
43612,PaleoDB,"D. Bottjer",,Stenoscisma,,hadrum,,,,,11454,"Permian 2"
43612,PaleoDB,"D. Bottjer",,Tautosia,,podistra,,,,,11454,"Permian 2"
43612,PaleoDB,"D. Bottjer",,Torynechus,,alectorius,,,,,11454,"Permian 2"
43613,PaleoDB,"D. Bottjer",,Acosarina,,mesoplatys,,,,,11454,"Permian 3"
43613,PaleoDB,"D. Bottjer",?,Acritosia,,vestibula,,,,,11454,"Permian 3"
43613,PaleoDB,"D. Bottjer",,Anteridocus,,erugatus,,,,,11454,"Permian 3"
43613,PaleoDB,"D. Bottjer",,Bothrostegium,,derbyoideum,,,,,11454,"Permian 3"
43613,PaleoDB,"D. Bottjer",,Cenorhynchia,,atmeta,,,,,11454,"Permian 3"
43613,PaleoDB,"D. Bottjer",,Chondronia,,ovalis,,,,,11454,"Permian 3"
43613,PaleoDB,"D. Bottjer",,Cleiothyridina,,nana,,,,,11454,"Permian 3"
43613,PaleoDB,"D. Bottjer",,Collemataria,,sp.,,,,,11454,"Permian 3"
43613,PaleoDB,"D. Bottjer",,Composita,,crassa,,,,,11454,"Permian 3"
43613,PaleoDB,"D. Bottjer",,Composita,,sp.,,,,,11454,"Permian 3"
43613,PaleoDB,"D. Bottjer",,Cooperina,,subcuneata,,,,,11454,"Permian 3"
43613,PaleoDB,"D. Bottjer",,Coscinophora,,magnifica,,,,,11454,"Permian 3"
43613,PaleoDB,"D. Bottjer",,Cyclacantharia,,sp.,,,,,11454,"Permian 3"
43613,PaleoDB,"D. Bottjer",,Cyclacantharia,,transitoria,,,,,11454,"Permian 3"
43613,PaleoDB,"D. Bottjer",,Derbyia,,cincinnata,,,,,11454,"Permian 3"
43613,PaleoDB,"D. Bottjer",,Derbyia,,laqueata,,,,,11454,"Permian 3"
43613,PaleoDB,"D. Bottjer",,Dielasma,,sp.,,,,,11454,"Permian 3"
43613,PaleoDB,"D. Bottjer",,Dyoros,,transversus,,Dyoros,,transversus,11454,"Permian 3"
43613,PaleoDB,"D. Bottjer",,Echinauris,,bella,,,,,11454,"Permian 3"
43613,PaleoDB,"D. Bottjer",,Echinauris,,lappacea,,,,,11454,"Permian 3"
43613,PaleoDB,"D. Bottjer",,Edriosteges,,compactus,,,,,11454,"Permian 3"
43613,PaleoDB,"D. Bottjer",,Goniarina,,striata,,,,,11454,"Permian 3"
43613,PaleoDB,"D. Bottjer",,Heterelasma,,glansfagea,,,,,11454,"Permian 3"
43613,PaleoDB,"D. Bottjer",,Hustedia,,consuta,,,,,11454,"Permian 3"
43613,PaleoDB,"D. Bottjer",,Kutorginella,,sullivanensis,,,,,11454,"Permian 3"
43613,PaleoDB,"D. Bottjer",,Meekella,,calathica,,,,,11454,"Permian 3"
43613,PaleoDB,"D. Bottjer",,Megousia,,auriculata,,,,,11454,"Permian 3"
43613,PaleoDB,"D. Bottjer",,Permophricodothyris,,cordata,,Neophricadothyris,,cordata,11454,"Permian 3"
43613,PaleoDB,"D. Bottjer",,Neospirifer,,bakeri,,,,,11454,"Permian 3"
43613,PaleoDB,"D. Bottjer",,Paucispinifera,,sulcata,,,,,11454,"Permian 3"
43613,PaleoDB,"D. Bottjer",,Peniculauris,,costata,,,,,11454,"Permian 3"
43613,PaleoDB,"D. Bottjer",,Petasmatherus,,pumilus,,,,,11454,"Permian 3"
43613,PaleoDB,"D. Bottjer",,Reticulariina,,venustula,,,,,11454,"Permian 3"
43613,PaleoDB,"D. Bottjer",,Stenoscisma,,calvatum,,,,,11454,"Permian 3"
43613,PaleoDB,"D. Bottjer",,Stenoscisma,,sp.,,,,,11454,"Permian 3"
43613,PaleoDB,"D. Bottjer",,Taphrosestria,,peculiaris,,,,,11454,"Permian 3"
43613,PaleoDB,"D. Bottjer",,Texarina,,wordensis,,,,,11454,"Permian 3"
43614,PaleoDB,"D. Bottjer",,Limbella,,wolfcampensis,,,,,11454,"Permian 1"
43615,PaleoDB,"D. Bottjer",,Acritosia,"n. sp.",peculiaris,,,,,11454,"Permian 2"
43615,PaleoDB,"D. Bottjer",,Scacchinella,"n. sp.",titan,,,,,11454,"Permian 2"
43616,PaleoDB,"D. Bottjer",,Peniculauris,informal,"sp. 1",,,,,11454,"Permian 2"
43663,PaleoDB,"D. Bottjer",,Paryphella,,transversa,,,,,33589,"Permian 4"
43787,PaleoDB,"D. Bottjer",,Peltichia,,sp.,,,,,11539,"Permian 4"
43787,PaleoDB,"D. Bottjer",,Paryphella,,orbicularis,,,,,11539,"Permian 4"
43787,PaleoDB,"D. Bottjer",,Leptodus,,nobilis,,,,,11539,"Permian 4"
43787,PaleoDB,"D. Bottjer",,Leptodus,,deminutus,,,,,11539,"Permian 4"
44242,PaleoDB,"D. Bottjer",,Composita,,crassa,,,,,11454,"Permian 3"
44242,PaleoDB,"D. Bottjer",,Dielasma,,bellulum,,,,,11454,"Permian 3"
44242,PaleoDB,"D. Bottjer",,Dyoros,,angulatus,,Dyoros,,angulatus,11454,"Permian 3"
44242,PaleoDB,"D. Bottjer",,Dyoros,,transversus,,Dyoros,,transversus,11454,"Permian 3"
44242,PaleoDB,"D. Bottjer",,Echinauris,,bella,,,,,11454,"Permian 3"
44242,PaleoDB,"D. Bottjer",,Echinauris,,sp.,,,,,11454,"Permian 3"
44242,PaleoDB,"D. Bottjer",,Heterelasma,,glansfagea,,,,,11454,"Permian 3"
44242,PaleoDB,"D. Bottjer",,Holotricharina,,sparsa,,,,,11454,"Permian 3"
44242,PaleoDB,"D. Bottjer",,Hustedia,,connorsi,,,,,11454,"Permian 3"
44242,PaleoDB,"D. Bottjer",,Kutorginella,,sullivanensis,,,,,11454,"Permian 3"
44242,PaleoDB,"D. Bottjer",,Meekella,,calathica,,,,,11454,"Permian 3"
44242,PaleoDB,"D. Bottjer",,Megousia,,auriculata,,,,,11454,"Permian 3"
44242,PaleoDB,"D. Bottjer",,Neophricadothyris,,crassibecca,,,,,11454,"Permian 3"
44242,PaleoDB,"D. Bottjer",,Neospirifer,,bakeri,,,,,11454,"Permian 3"
44242,PaleoDB,"D. Bottjer",,Petasmatherus,,pumilus,,,,,11454,"Permian 3"
44242,PaleoDB,"D. Bottjer",,Reticulariina,,pristina,,,,,11454,"Permian 3"
44242,PaleoDB,"D. Bottjer",,Rhamnaria,,vinnula,,,,,11454,"Permian 3"
44242,PaleoDB,"D. Bottjer",,Rhynchopora,,sphenoides,,,,,11454,"Permian 3"
44242,PaleoDB,"D. Bottjer",,Spiriferella,,sp.,,,,,11454,"Permian 3"
44242,PaleoDB,"D. Bottjer",,Stenoscisma,,camurum,,,,,11454,"Permian 3"
44242,PaleoDB,"D. Bottjer",,Waagenoconcha,,platys,,,,,11454,"Permian 3"
44330,PaleoDB,"D. Bottjer",,Lingula,,fuyuanensis,,Lingula,,fuyungensis,33589,"Permian 4"
44450,PaleoDB,"D. Bottjer",,Ombonia,,sp.,,,,,11624,"Permian 4"
44450,PaleoDB,"D. Bottjer",,Orbicoelia,,extima,,Crurithyris,,extima,11624,"Permian 4"
44450,PaleoDB,"D. Bottjer",,Spinomarginifera,,sp.,,,,,11624,"Permian 4"
44450,PaleoDB,"D. Bottjer",?,Araxathyris,,sp.,,,,,11624,"Permian 4"
44509,PaleoDB,"T. Olszewski",,Acritosia,,peculiaris,,,,,11407,"Permian 2"
44509,PaleoDB,"T. Olszewski",,Allorhynchus,,sp.,,,,,11407,"Permian 2"
44509,PaleoDB,"T. Olszewski",,Antronaria,,titania,,,,,11407,"Permian 2"
44509,PaleoDB,"T. Olszewski",,Cartorhium,,zoyei,,,,,11407,"Permian 2"
44509,PaleoDB,"T. Olszewski",,Chonosteges,,variabilis,,,,,11407,"Permian 2"
44509,PaleoDB,"T. Olszewski",,Composita,,discina,,,,,11407,"Permian 2"
44509,PaleoDB,"T. Olszewski",,Compressoproductus,,concentricus,,,,,11407,"Permian 2"
44509,PaleoDB,"T. Olszewski",,Coscinophora,,monilifera,,,,,11407,"Permian 2"
44509,PaleoDB,"T. Olszewski",,Dielasma,,hessense,,,,,11407,"Permian 2"
44509,PaleoDB,"T. Olszewski",,Enteletes,,stehlii,,,,,11407,"Permian 2"
44509,PaleoDB,"T. Olszewski",,Eolyttonia,,gigantea,,,,,11407,"Permian 2"
44509,PaleoDB,"T. Olszewski",,Eolyttonia,,sp.,,,,,11407,"Permian 2"
44509,PaleoDB,"T. Olszewski",,Geyerella,,hessi,,,,,11407,"Permian 2"
44509,PaleoDB,"T. Olszewski",,Hustedia,,sp.,,,,,11407,"Permian 2"
44509,PaleoDB,"T. Olszewski",,Limbella,,limbata,,,,,11407,"Permian 2"
44509,PaleoDB,"T. Olszewski",,Martinia,,sp.,,,,,11407,"Permian 2"
44509,PaleoDB,"T. Olszewski",,Nudauris,,enigmatica,,,,,11407,"Permian 2"
44509,PaleoDB,"T. Olszewski",,Oncosarina,,rotunda,,,,,11407,"Permian 2"
44509,PaleoDB,"T. Olszewski",,Peniculauris,,sp.,,,,,11407,"Permian 2"
44509,PaleoDB,"T. Olszewski",,Spyridiophora,,reticulata,,,,,11407,"Permian 2"
44509,PaleoDB,"T. Olszewski",,Stenoscisma,,pansum,,,,,11407,"Permian 2"
44519,PaleoDB,"T. Olszewski",,Acosarina,,mesoplatys,,,,,11407,"Permian 2"
44519,PaleoDB,"T. Olszewski",,Anemonaria,,sublaevis,,,,,11407,"Permian 2"
44519,PaleoDB,"T. Olszewski",,Cartorhium,,latum,,,,,11407,"Permian 2"
44519,PaleoDB,"T. Olszewski",,Chonosteges,,variabilis,,,,,11407,"Permian 2"
44519,PaleoDB,"T. Olszewski",,Collemataria,,gregaria,,,,,11407,"Permian 2"
44519,PaleoDB,"T. Olszewski",,Crurithyris,,sp.,,,,,11407,"Permian 2"
44519,PaleoDB,"T. Olszewski",,Dyoros,,vagabundus,,Dyoros,,vagabundus,11407,"Permian 2"
44519,PaleoDB,"T. Olszewski",,Dyoros,,giganteus,,Dyoros,,giganteus,11407,"Permian 2"
44519,PaleoDB,"T. Olszewski",,Dyoros,,lateralis,,Dyoros,,lateralis,11407,"Permian 2"
44519,PaleoDB,"T. Olszewski",,Dyoros,,planus,,Dyoros,,planus,11407,"Permian 2"
44519,PaleoDB,"T. Olszewski",,Echinauris,,crassa,,,,,11407,"Permian 2"
44519,PaleoDB,"T. Olszewski",,Echinauris,,irregularis,,,,,11407,"Permian 2"
44519,PaleoDB,"T. Olszewski",,Echinauris,,sp.,,,,,11407,"Permian 2"
44519,PaleoDB,"T. Olszewski",,Edriosteges,,multispinosus,,,,,11407,"Permian 2"
44519,PaleoDB,"T. Olszewski",,Hercosia,,uddeni,,,,,11407,"Permian 2"
44519,PaleoDB,"T. Olszewski",,Hustedia,,sp.,,,,,11407,"Permian 2"
44519,PaleoDB,"T. Olszewski",,Hustedia,,spicata,,,,,11407,"Permian 2"
44519,PaleoDB,"T. Olszewski",,Meekella,,calathica,,,,,11407,"Permian 2"
44519,PaleoDB,"T. Olszewski",,Megousia,,auriculata,,,,,11407,"Permian 2"
44519,PaleoDB,"T. Olszewski",,Micraphelia,,sp.,,,,,11407,"Permian 2"
44519,PaleoDB,"T. Olszewski",,Neospirifer,,mansuetus,,,,,11407,"Permian 2"
44519,PaleoDB,"T. Olszewski",,Niviconia,,globosa,,,,,11407,"Permian 2"
44519,PaleoDB,"T. Olszewski",,Nudauris,,linospina,,,,,11407,"Permian 2"
44519,PaleoDB,"T. Olszewski",,Peniculauris,,subcostata,,,,,11407,"Permian 2"
44519,PaleoDB,"T. Olszewski",,Reticulariina,,craticula,,,,,11407,"Permian 2"
44519,PaleoDB,"T. Olszewski",,Rhamnaria,,tenuispinosa,,,,,11407,"Permian 2"
44519,PaleoDB,"T. Olszewski",,Rugatia,,occidentalis,,,,,11407,"Permian 2"
44519,PaleoDB,"T. Olszewski",,Rugatia,,paraindica,,,,,11407,"Permian 2"
44519,PaleoDB,"T. Olszewski",,Stenoscisma,,triquetrum,,,,,11407,"Permian 2"
44519,PaleoDB,"T. Olszewski",,Xenosteges,,adherens,,,,,11407,"Permian 2"
44519,PaleoDB,"T. Olszewski",,Xestosia,,schucherti,,,,,11407,"Permian 2"
44563,PaleoDB,"T. Olszewski",,Dyoros,,planus,,Dyoros,,planus,11407,"Permian 2"
44563,PaleoDB,"T. Olszewski",,Nudauris,,linospina,,,,,11407,"Permian 2"
44564,PaleoDB,"T. Olszewski",,Anemonaria,,sublaevis,,,,,11407,"Permian 2"
44564,PaleoDB,"T. Olszewski",,Composita,,crassa,,,,,11407,"Permian 2"
44565,PaleoDB,"T. Olszewski",,Acosarina,,mesoplatys,,,,,11407,"Permian 2"
44565,PaleoDB,"T. Olszewski",,Agelesia,,triagonalis,,,,,11407,"Permian 2"
44565,PaleoDB,"T. Olszewski",,Cancrinella,,sp.,,,,,11407,"Permian 2"
44565,PaleoDB,"T. Olszewski",,Cartorhium,,latum,,,,,11407,"Permian 2"
44565,PaleoDB,"T. Olszewski",,Choanodus,,irregularis,,,,,11407,"Permian 2"
44565,PaleoDB,"T. Olszewski",,Chonosteges,,costellatus,,,,,11407,"Permian 2"
44565,PaleoDB,"T. Olszewski",,Chonosteges,,pulcher,,,,,11407,"Permian 2"
44565,PaleoDB,"T. Olszewski",,Collemataria,,gregaria,,,,,11407,"Permian 2"
44565,PaleoDB,"T. Olszewski",,Composita,,sp.,,,,,11407,"Permian 2"
44565,PaleoDB,"T. Olszewski",,Composita,,stalagmium,,,,,11407,"Permian 2"
44565,PaleoDB,"T. Olszewski",,Compressoproductus,,flabellatus,,,,,11407,"Permian 2"
44565,PaleoDB,"T. Olszewski",,Compressoproductus,,thomasi,,,,,11407,"Permian 2"
44565,PaleoDB,"T. Olszewski",,Derbyia,,laqueata,,,,,11407,"Permian 2"
44565,PaleoDB,"T. Olszewski",,Derbyia,,sp.,,,,,11407,"Permian 2"
44565,PaleoDB,"T. Olszewski",,Diplanus,,lamellatus,,,,,11407,"Permian 2"
44565,PaleoDB,"T. Olszewski",,Dyoros,,vagabundus,,Dyoros,,vagabundus,11407,"Permian 2"
44565,PaleoDB,"T. Olszewski",,Echinauris,,irregularis,,,,,11407,"Permian 2"
44565,PaleoDB,"T. Olszewski",,Enteletes,,plummeri,,,,,11407,"Permian 2"
44565,PaleoDB,"T. Olszewski",,Enteletes,,sp.,,,,,11407,"Permian 2"
44565,PaleoDB,"T. Olszewski",,Eolyttonia,,chaotica,,,,,11407,"Permian 2"
44565,PaleoDB,"T. Olszewski",,Goniarina,,futilis,,,,,11407,"Permian 2"
44565,PaleoDB,"T. Olszewski",,Hercosestria,,laevis,,,,,11407,"Permian 2"
44565,PaleoDB,"T. Olszewski",,Hercosia,,uddeni,,,,,11407,"Permian 2"
44565,PaleoDB,"T. Olszewski",,Hustedia,,compressa,,,,,11407,"Permian 2"
44565,PaleoDB,"T. Olszewski",,Hustedia,,sp.,,,,,11407,"Permian 2"
44565,PaleoDB,"T. Olszewski",,Hustedia,,spicata,,,,,11407,"Permian 2"
44565,PaleoDB,"T. Olszewski",,Institella,,leonardensis,,,,,11407,"Permian 2"
44565,PaleoDB,"T. Olszewski",,Linoproductus,,sp.,,,,,11407,"Permian 2"
44565,PaleoDB,"T. Olszewski",,Meekella,,calathica,,,,,11407,"Permian 2"
44565,PaleoDB,"T. Olszewski",,Meekella,,sp.,,,,,11407,"Permian 2"
44565,PaleoDB,"T. Olszewski",,Megousia,,auriculata,,,,,11407,"Permian 2"
44565,PaleoDB,"T. Olszewski",,Metriolepis,,tegulata,,,,,11407,"Permian 2"
44565,PaleoDB,"T. Olszewski",,Permophricodothyris,,bullata,,Neophricadothyris,,bullata,11407,"Permian 2"
44565,PaleoDB,"T. Olszewski",,Phricodothyris,,sp.,,Neophricadothyris,,sp.,11407,"Permian 2"
44565,PaleoDB,"T. Olszewski",,Peniculauris,,subcostata,,,,,11407,"Permian 2"
44565,PaleoDB,"T. Olszewski",,Rallacosta,,actina,,,,,11407,"Permian 2"
44565,PaleoDB,"T. Olszewski",,Rhamnaria,,tenuispinosa,,,,,11407,"Permian 2"
44565,PaleoDB,"T. Olszewski",,Rhipidomella,,hispidula,,,,,11407,"Permian 2"
44565,PaleoDB,"T. Olszewski",,Torynechus,,caelatus,,,,,11407,"Permian 2"
44565,PaleoDB,"T. Olszewski",,Waagenoconcha,,convexa,,,,,11407,"Permian 2"
44565,PaleoDB,"T. Olszewski",,Xenosteges,,adherens,,,,,11407,"Permian 2"
44565,PaleoDB,"T. Olszewski",,Xestosia,,schucherti,,,,,11407,"Permian 2"
44566,PaleoDB,"T. Olszewski",,Chonosteges,,variabilis,,,,,11407,"Permian 2"
44566,PaleoDB,"T. Olszewski",,Composita,,discina,,,,,11407,"Permian 2"
44566,PaleoDB,"T. Olszewski",,Enteletes,,sp.,,,,,11407,"Permian 2"
44566,PaleoDB,"T. Olszewski",,Heterelasma,,sp.,,,,,11407,"Permian 2"
44566,PaleoDB,"T. Olszewski",,Stenoscisma,,pyraustoides,,,,,11407,"Permian 2"
44748,PaleoDB,"T. Olszewski",,Chonetinetes,,reversus,,,,,11407,"Permian 2"
44749,PaleoDB,"T. Olszewski",,Derbyia,,sp.,,,,,11407,"Permian 2"
44749,PaleoDB,"T. Olszewski",,Echinauris,,bella,,,,,11407,"Permian 2"
44749,PaleoDB,"T. Olszewski",,Echinauris,,sp.,,,,,11407,"Permian 2"
44749,PaleoDB,"T. Olszewski",,Hustedia,,sp.,,,,,11407,"Permian 2"
44749,PaleoDB,"T. Olszewski",,Kutorginella,,umbonata,,,,,11407,"Permian 2"
44749,PaleoDB,"T. Olszewski",,Megousia,,auriculata,,,,,11407,"Permian 2"
44749,PaleoDB,"T. Olszewski",,Petasmatherus,,pumilus,,,,,11407,"Permian 2"
44749,PaleoDB,"T. Olszewski",,Texarina,,wordensis,,,,,11407,"Permian 2"
44751,PaleoDB,"T. Olszewski",,Hustedia,,spicata,,,,,11454,"Permian 2"
44752,PaleoDB,"T. Olszewski",,Enteletes,,plummeri,,,,,11407,"Permian 2"
44752,PaleoDB,"T. Olszewski",,Institella,,leonardensis,,,,,11407,"Permian 2"
44752,PaleoDB,"T. Olszewski",,Permophricodothyris,,bullata,,Neophricadothyris,,bullata,11407,"Permian 2"
44752,PaleoDB,"T. Olszewski",,Stenoscisma,,triquetrum,,,,,11407,"Permian 2"
