collection_no,source_database,collection.authorizer,occurrence.genus_reso,occurrence.genus_name,occurrence.species_reso,occurrence.species_name,original.genus_reso,original.genus_name,original.species_reso,original.species_name,collection.reference_no,10_my_bin
44949,PaleoDB,"D. Bottjer",,Peniculauris,,bassi,,Productus,,bassi,21651,"Permian 2"
45952,PaleoDB,"M. Aberhan",,Horridonia,,horrida,,,,,12313,"Permian 4"
45952,PaleoDB,"M. Aberhan",,Orthothrix,,excavata,,Orthothrix,,excavatus,12313,"Permian 4"
45952,PaleoDB,"M. Aberhan",,Stenoscisma,,schlotheimi,,,,,12313,"Permian 4"
45952,PaleoDB,"M. Aberhan",,Pterospirifer,,alatus,,,,,12313,"Permian 4"
45952,PaleoDB,"M. Aberhan",,Crurithyris,,clannyana,,,,,12313,"Permian 4"
45952,PaleoDB,"M. Aberhan",,Dielasma,,elongatum,,Dielasma,,elongata,12313,"Permian 4"
46159,PaleoDB,"M. Aberhan",,Horridonia,,horrida,,,,,12313,"Permian 4"
46159,PaleoDB,"M. Aberhan",,Crurithyris,,clannyana,,,,,12313,"Permian 4"
46159,PaleoDB,"M. Aberhan",,Dielasma,,elongatum,,Dielasma,,elongata,12313,"Permian 4"
46160,PaleoDB,"M. Aberhan",,Horridonia,,horrida,,,,,12313,"Permian 4"
46160,PaleoDB,"M. Aberhan",,Stenoscisma,,schlotheimi,,,,,12313,"Permian 4"
46160,PaleoDB,"M. Aberhan",,Spiriferellina,,cristata,,,,,12313,"Permian 4"
46170,PaleoDB,"M. Aberhan",,Orthothrix,,excavata,,Orthothrix,,excavatus,12313,"Permian 4"
46170,PaleoDB,"M. Aberhan",,Stenoscisma,,schlotheimi,,,,,12313,"Permian 4"
46170,PaleoDB,"M. Aberhan",,Stenoscisma,?,spitzbergiana,,,,,12313,"Permian 4"
46170,PaleoDB,"M. Aberhan",,Pterospirifer,,alatus,,,,,12313,"Permian 4"
46170,PaleoDB,"M. Aberhan",,Crurithyris,,clannyana,,,,,12313,"Permian 4"
46170,PaleoDB,"M. Aberhan",,Spiriferellina,,cristata,,,,,12313,"Permian 4"
46170,PaleoDB,"M. Aberhan",,Dielasma,,elongatum,,Dielasma,,elongata,12313,"Permian 4"
46176,PaleoDB,"M. Aberhan",,Stenoscisma,,schlotheimi,,,,,12313,"Permian 4"
46180,PaleoDB,"M. Aberhan",,Horridonia,,horrida,,,,,12313,"Permian 4"
46181,PaleoDB,"M. Aberhan",,Craspedalosia,aff.,lamellosa,,Strophalosia,aff.,morrisiana,12313,"Permian 4"
46183,PaleoDB,"M. Aberhan",,Horridonia,,horrida,,,,,12313,"Permian 4"
46183,PaleoDB,"M. Aberhan",,Craspedalosia,aff.,lamellosa,,Strophalosia,aff.,morrisiana,12313,"Permian 4"
46183,PaleoDB,"M. Aberhan",,Stenoscisma,,schlotheimi,,,,,12313,"Permian 4"
46183,PaleoDB,"M. Aberhan",,Septacamarella,,stepanovi,,,,,12313,"Permian 4"
46184,PaleoDB,"M. Aberhan",,Craspedalosia,aff.,lamellosa,,Strophalosia,aff.,morrisiana,12313,"Permian 4"
46189,PaleoDB,"M. Aberhan",,Horridonia,,horrida,,,,,12313,"Permian 4"
46198,PaleoDB,"M. Aberhan",,Stenoscisma,,schlotheimi,,,,,12313,"Permian 4"
46198,PaleoDB,"M. Aberhan",,Crurithyris,,clannyana,,,,,12313,"Permian 4"
46198,PaleoDB,"M. Aberhan",,Dielasma,,elongatum,,Dielasma,,elongata,12313,"Permian 4"
46200,PaleoDB,"M. Aberhan",,Horridonia,,horrida,,,,,12313,"Permian 4"
46200,PaleoDB,"M. Aberhan",,Dasyalosia,,goldfussi,,,,,12313,"Permian 4"
46200,PaleoDB,"M. Aberhan",,Stenoscisma,,schlotheimi,,,,,12313,"Permian 4"
46202,PaleoDB,"M. Aberhan",,Lingula,,credneri,,,,,12313,"Permian 4"
46202,PaleoDB,"M. Aberhan",,Horridonia,,horrida,,,,,12313,"Permian 4"
46202,PaleoDB,"M. Aberhan",,Craspedalosia,aff.,lamellosa,,Strophalosia,aff.,morrisiana,12313,"Permian 4"
46202,PaleoDB,"M. Aberhan",,Pterospirifer,,alatus,,,,,12313,"Permian 4"
46202,PaleoDB,"M. Aberhan",,Crurithyris,,clannyana,,,,,12313,"Permian 4"
46202,PaleoDB,"M. Aberhan",,Spiriferellina,,cristata,,,,,12313,"Permian 4"
46202,PaleoDB,"M. Aberhan",,Dielasma,,elongatum,,Dielasma,,elongata,12313,"Permian 4"
46203,PaleoDB,"M. Aberhan",,Streptorhynchus,,pelargonatus,,,,,12313,"Permian 4"
46203,PaleoDB,"M. Aberhan",,Horridonia,,horrida,,,,,12313,"Permian 4"
46203,PaleoDB,"M. Aberhan",,Dasyalosia,,goldfussi,,,,,12313,"Permian 4"
46203,PaleoDB,"M. Aberhan",,Stenoscisma,,schlotheimi,,,,,12313,"Permian 4"
46203,PaleoDB,"M. Aberhan",,Pterospirifer,,alatus,,,,,12313,"Permian 4"
46203,PaleoDB,"M. Aberhan",,Crurithyris,,clannyana,,,,,12313,"Permian 4"
46203,PaleoDB,"M. Aberhan",,Spiriferellina,,cristata,,,,,12313,"Permian 4"
46203,PaleoDB,"M. Aberhan",,Dielasma,,elongatum,,Dielasma,,elongata,12313,"Permian 4"
46204,PaleoDB,"M. Aberhan",,Streptorhynchus,,pelargonatus,,,,,12313,"Permian 4"
46204,PaleoDB,"M. Aberhan",,Dasyalosia,,goldfussi,,,,,12313,"Permian 4"
46204,PaleoDB,"M. Aberhan",,Stenoscisma,,schlotheimi,,,,,12313,"Permian 4"
46204,PaleoDB,"M. Aberhan",,Pterospirifer,,alatus,,,,,12313,"Permian 4"
46204,PaleoDB,"M. Aberhan",,Dielasma,,elongatum,,Dielasma,,elongata,12313,"Permian 4"
46205,PaleoDB,"M. Aberhan",,Lingula,,credneri,,,,,12313,"Permian 4"
46206,PaleoDB,"M. Aberhan",,Lingula,,credneri,,,,,12313,"Permian 4"
46207,PaleoDB,"M. Aberhan",,Lingula,,credneri,,,,,12313,"Permian 4"
46291,PaleoDB,"L. Ivany",,Leptodus,,nobilis,,Lyttonia,,nobilis,12340,"Permian 4"
46291,PaleoDB,"L. Ivany",,Costiferina,,spiralis,,Productus,,spiralis,12340,"Permian 4"
46291,PaleoDB,"L. Ivany",,Waagenoconcha,,abichi,,Productus,,abichi,12340,"Permian 4"
46291,PaleoDB,"L. Ivany",,Fusispirifer,,nitiensis,,Spirifer,,nitiensis,12340,"Permian 4"
46291,PaleoDB,"L. Ivany",,Lamnimargus,,himalayensis,,Marginifera,,himalayensis,12340,"Permian 4"
46291,PaleoDB,"L. Ivany",,Cleiothyridina,,subexpansa,,Spirigera,,subexpansa,12340,"Permian 4"
46291,PaleoDB,"L. Ivany",,Derbyia,,sp.,,Derbya,,sp.,12340,"Permian 4"
46399,PaleoDB,"M. Aberhan",,Orbiculoidea,cf.,konincki,,Discina,cf.,konincki,12313,"Permian 4"
46400,PaleoDB,"M. Aberhan",,Orbiculoidea,cf.,konincki,,Discina,cf.,konincki,12313,"Permian 4"
46401,PaleoDB,"M. Aberhan",,Streptorhynchus,,pelargonatus,,,,,12313,"Permian 4"
46401,PaleoDB,"M. Aberhan",,Horridonia,,horrida,,,,,12313,"Permian 4"
46401,PaleoDB,"M. Aberhan",,Dasyalosia,,goldfussi,,,,,12313,"Permian 4"
46401,PaleoDB,"M. Aberhan",,Septacamarella,,stepanovi,,,,,12313,"Permian 4"
46401,PaleoDB,"M. Aberhan",,Pterospirifer,,alatus,,,,,12313,"Permian 4"
46401,PaleoDB,"M. Aberhan",,Dielasma,,elongatum,,Dielasma,,elongata,12313,"Permian 4"
46402,PaleoDB,"M. Aberhan",,Streptorhynchus,,pelargonatus,,,,,12313,"Permian 4"
46402,PaleoDB,"M. Aberhan",,Horridonia,,horrida,,,,,12313,"Permian 4"
46402,PaleoDB,"M. Aberhan",,Pterospirifer,,alatus,,,,,12313,"Permian 4"
46403,PaleoDB,"M. Aberhan",,Horridonia,,horrida,,,,,12313,"Permian 4"
46403,PaleoDB,"M. Aberhan",,Septacamarella,"n. sp.",stepanovi,,,,,12313,"Permian 4"
46403,PaleoDB,"M. Aberhan",,Pterospirifer,,alatus,,,,,12313,"Permian 4"
46403,PaleoDB,"M. Aberhan",,Dielasma,,elongatum,,Dielasma,,elongata,12313,"Permian 4"
46404,PaleoDB,"M. Aberhan",,Horridonia,,horrida,,,,,12313,"Permian 4"
46405,PaleoDB,"M. Aberhan",,Horridonia,,horrida,,,,,12313,"Permian 4"
46406,PaleoDB,"M. Aberhan",,Horridonia,,horrida,,,,,12313,"Permian 4"
46406,PaleoDB,"M. Aberhan",,Craspedalosia,aff.,lamellosa,,Strophalosia,aff.,morrisiana,12313,"Permian 4"
46407,PaleoDB,"M. Aberhan",,Horridonia,,horrida,,,,,12313,"Permian 4"
46408,PaleoDB,"M. Aberhan",,Craspedalosia,aff.,lamellosa,,Strophalosia,aff.,morrisiana,12313,"Permian 4"
46408,PaleoDB,"M. Aberhan",,Orthothrix,,excavata,,Orthothrix,,excavatus,12313,"Permian 4"
46409,PaleoDB,"M. Aberhan",,Craspedalosia,aff.,lamellosa,,Strophalosia,aff.,morrisiana,12313,"Permian 4"
46410,PaleoDB,"M. Aberhan",,Craspedalosia,aff.,lamellosa,,Strophalosia,aff.,morrisiana,12313,"Permian 4"
46410,PaleoDB,"M. Aberhan",,Pterospirifer,,alatus,,,,,12313,"Permian 4"
46411,PaleoDB,"M. Aberhan",,Craspedalosia,aff.,lamellosa,,Strophalosia,aff.,morrisiana,12313,"Permian 4"
46412,PaleoDB,"M. Aberhan",,Craspedalosia,aff.,lamellosa,,Strophalosia,aff.,morrisiana,12313,"Permian 4"
46413,PaleoDB,"M. Aberhan",,Orthothrix,,excavata,,Orthothrix,,excavatus,12313,"Permian 4"
46414,PaleoDB,"M. Aberhan",,Stenoscisma,,schlotheimi,,,,,12313,"Permian 4"
46414,PaleoDB,"M. Aberhan",,Pterospirifer,,alatus,,,,,12313,"Permian 4"
46414,PaleoDB,"M. Aberhan",,Dielasma,,elongatum,,Dielasma,,elongata,12313,"Permian 4"
46415,PaleoDB,"M. Aberhan",,Stenoscisma,,schlotheimi,,,,,12313,"Permian 4"
46415,PaleoDB,"M. Aberhan",,Pterospirifer,,alatus,,,,,12313,"Permian 4"
46415,PaleoDB,"M. Aberhan",,Crurithyris,,clannyana,,,,,12313,"Permian 4"
46415,PaleoDB,"M. Aberhan",,Spiriferellina,,cristata,,,,,12313,"Permian 4"
46416,PaleoDB,"M. Aberhan",,Stenoscisma,,schlotheimi,,,,,12313,"Permian 4"
46418,PaleoDB,"M. Aberhan",,Stenoscisma,,schlotheimi,,,,,12313,"Permian 4"
46419,PaleoDB,"M. Aberhan",,Stenoscisma,,schlotheimi,,,,,12313,"Permian 4"
46421,PaleoDB,"M. Aberhan",,Stenoscisma,,schlotheimi,,,,,12313,"Permian 4"
46422,PaleoDB,"M. Aberhan",,Stenoscisma,,schlotheimi,,,,,12313,"Permian 4"
46424,PaleoDB,"M. Aberhan",,Stenoscisma,,schlotheimi,,,,,12313,"Permian 4"
46425,PaleoDB,"M. Aberhan",,Stenoscisma,,schlotheimi,,,,,12313,"Permian 4"
46425,PaleoDB,"M. Aberhan",,Dielasma,,elongatum,,Dielasma,,elongata,12313,"Permian 4"
46426,PaleoDB,"M. Aberhan",,Stenoscisma,,sp.,,,,,12313,"Permian 4"
46427,PaleoDB,"M. Aberhan",,Stenoscisma,,sp.,,,,,12313,"Permian 4"
46428,PaleoDB,"M. Aberhan",,Septacamarella,,stepanovi,,,,,12313,"Permian 4"
46428,PaleoDB,"M. Aberhan",,Crurithyris,,clannyana,,,,,12313,"Permian 4"
46428,PaleoDB,"M. Aberhan",,Dielasma,,elongatum,,Dielasma,,elongata,12313,"Permian 4"
46429,PaleoDB,"M. Aberhan",,Pterospirifer,,alatus,,,,,12313,"Permian 4"
46430,PaleoDB,"M. Aberhan",,Pterospirifer,,alatus,,,,,12313,"Permian 4"
46431,PaleoDB,"M. Aberhan",,Crurithyris,,clannyana,,,,,12313,"Permian 4"
47000,PaleoDB,"L. Ivany",,Waagenoconcha,,humboldti,,,,,12489,"Permian 1"
47000,PaleoDB,"L. Ivany",,Costatumulus,,villiersi,,Cancrinella,,villiersi,12489,"Permian 1"
47000,PaleoDB,"L. Ivany",,Gypospirifer,,condor,,Neospirifer,,condor,12489,"Permian 1"
47000,PaleoDB,"L. Ivany",,Alpavlia,cf.,boliviensis,,Chaoiella,cf.,boliviensis,12489,"Permian 1"
47001,PaleoDB,"L. Ivany",,Alpavlia,cf.,boliviensis,,Chaoiella,cf.,boliviensis,12489,"Permian 1"
47001,PaleoDB,"L. Ivany",,Kozlowskia,,capaci,,,,,12489,"Permian 1"
47002,PaleoDB,"L. Ivany",,Neospirifer,cf.,dunbari,,,,,12489,"Permian 1"
47002,PaleoDB,"L. Ivany",,Composita,,subtilita,,,,,12489,"Permian 1"
47002,PaleoDB,"L. Ivany",,Rhipidomella,,cora,,,,,12489,"Permian 1"
47002,PaleoDB,"L. Ivany",,Punctospirifer,cf.,patulus,,,,,12489,"Permian 1"
47002,PaleoDB,"L. Ivany",,Derbyia,,sp.,,,,,12489,"Permian 1"
47003,PaleoDB,"L. Ivany",,Dictyoclostus,cf.,orientalis,,,,,12489,"Permian 1"
47003,PaleoDB,"L. Ivany",,Gypospirifer,,condor,,Neospirifer,,condor,12489,"Permian 1"
47003,PaleoDB,"L. Ivany",,Kozlowskia,,capaci,,,,,12489,"Permian 1"
47004,PaleoDB,"L. Ivany",,Gypospirifer,,condor,,Neospirifer,,condor,12489,"Permian 1"
47004,PaleoDB,"L. Ivany",,Linoproductus,,cora,,,,,12489,"Permian 1"
47004,PaleoDB,"L. Ivany",,Dasysaria,cf.,inca,,Dictyoclostus,cf.,inca,12489,"Permian 1"
47004,PaleoDB,"L. Ivany",,Dictyoclostus,cf.,orientalis,,,,,12489,"Permian 1"
47004,PaleoDB,"L. Ivany",,Dielasma,,scitulum,,,,,12489,"Permian 1"
47005,PaleoDB,"L. Ivany",,Gypospirifer,,condor,,Neospirifer,,condor,12489,"Permian 1"
47005,PaleoDB,"L. Ivany",,Alpavlia,cf.,boliviensis,,Chaoiella,cf.,boliviensis,12489,"Permian 1"
47005,PaleoDB,"L. Ivany",,Linoproductus,,cora,,,,,12489,"Permian 1"
47005,PaleoDB,"L. Ivany",,Composita,,subtilita,,,,,12489,"Permian 1"
47006,PaleoDB,"L. Ivany",,Composita,,minuscula,,,,,12489,"Permian 1"
47006,PaleoDB,"L. Ivany",,Wellerella,,osagensis,,,,,12489,"Permian 1"
47006,PaleoDB,"L. Ivany",,Wellerella,,bidentata,,,,,12489,"Permian 1"
47006,PaleoDB,"L. Ivany",,Hustedia,,mormoni,,,,,12489,"Permian 1"
47006,PaleoDB,"L. Ivany",,Dictyoclostus,cf.,orientalis,,,,,12489,"Permian 1"
47006,PaleoDB,"L. Ivany",,Lissochonetes,,geinitzianus,,Lissochenetes,,geinitzianus,12489,"Permian 1"
47542,PaleoDB,"W. Kiessling",,Sestropoma,,cribriferum,,,,,12763,"Permian 3"
47801,PaleoDB,"S. Crasquin",,Ombonia,,antalyensis,,,,,12798,"Permian 3"
47801,PaleoDB,"S. Crasquin",,Perigeyerella,aff.,raffaellae,,,,,12798,"Permian 3"
47905,PaleoDB,"S. Crasquin",,Ombonia,"n. sp.",antalyensis,,,,,12798,"Permian 3"
47907,PaleoDB,"S. Crasquin",,Alatorthotetina,,sp.,,,,,12798,"Permian 3"
47908,PaleoDB,"S. Crasquin",,Alatorthotetina,,sp.,,,,,12798,"Permian 3"
47913,PaleoDB,"S. Crasquin",,Alatorthotetina,,sp.,,,,,12798,"Permian 3"
47929,PaleoDB,"S. Crasquin",,Spinomarginifera,,sp.,,,,,12798,"Permian 3"
47958,PaleoDB,"S. Crasquin",,Orthothetina,,sp.,,,,,12798,"Permian 3"
47968,PaleoDB,"S. Crasquin",,Orthothetina,,sp.,,,,,12798,"Permian 3"
48000,PaleoDB,"S. Crasquin",,Orthothetina,,sp.,,,,,12798,"Permian 3"
48895,PaleoDB,"A. McGowan",,Cathaysia,,chonetoides,,,,,13055,"Permian 4"
48895,PaleoDB,"A. McGowan",,Orbicoelia,,flabelliformis,,Crurithyris,,flabelliformis,13055,"Permian 4"
48895,PaleoDB,"A. McGowan",,Neochonetes,,substrophomenoides,,Neochonetes,,convexa,13055,"Permian 4"
48895,PaleoDB,"A. McGowan",,Paryphella,,orbicularis,,,,,13055,"Permian 4"
48895,PaleoDB,"A. McGowan",,Paryphella,,triquetra,,,,,13055,"Permian 4"
48895,PaleoDB,"A. McGowan",,Uncinunellina,,sp.,,,,,13055,"Permian 4"
48895,PaleoDB,"A. McGowan",,Tethyochonetes,cf.,soochowensis,,Waagenites,cf.,soochowensis,13055,"Permian 4"
48895,PaleoDB,"A. McGowan",,Tethyochonetes,,wongiana,,Waagenites,,wongiana,13055,"Permian 4"
48895,PaleoDB,"A. McGowan",,Prelissorhynchia,,pseudoutah,,Neowellerella,,pseudoutah,13055,"Permian 4"
48895,PaleoDB,"A. McGowan",,Araxathyris,,minuta,,,,,13055,"Permian 4"
48895,PaleoDB,"A. McGowan",,Paracrurithyris,,pigmaea,,,,,13055,"Permian 4"
48895,PaleoDB,"A. McGowan",,Paryphella,,sulcatifera,,,,,13055,"Permian 4"
48895,PaleoDB,"A. McGowan",,Tethyochonetes,,sp.,,Waagenites,,barusiensis,13055,"Permian 4"
48916,PaleoDB,"A. McGowan",,Waagenites,cf.,barusiensis,,,,,13058,"Permian 4"
48916,PaleoDB,"A. McGowan",,Phricodothyris,,sp.,,,,,13058,"Permian 4"
48916,PaleoDB,"A. McGowan",,Martinia,,sp.,,,,,13058,"Permian 4"
48916,PaleoDB,"A. McGowan",,Araxathyris,,sp.,,,,,13058,"Permian 4"
48994,PaleoDB,"A. McGowan",,Dielasma,,sp.,,,,,13068,"Permian 4"
48994,PaleoDB,"A. McGowan",,Wellerella,,sp.,,,,,13068,"Permian 4"
48994,PaleoDB,"A. McGowan",,Lissochonetes,,bipartita,,,,,13068,"Permian 4"
50001,PaleoDB,"D. Bottjer",,Derbyia,,sulcata,,,,,13432,"Permian 4"
50001,PaleoDB,"D. Bottjer",,Tautosia,,elegans,,Wellerella,,elegans,13432,"Permian 4"
50001,PaleoDB,"D. Bottjer",?,Dictyoclostus,,sp.,,,,,13432,"Permian 4"
50001,PaleoDB,"D. Bottjer",cf.,Araxathyris,,sp.,,Composita,cf.,guadalupensis,13432,"Permian 4"
50001,PaleoDB,"D. Bottjer",cf.,Spinomarginifera,,sp.,,Marginifera,,sp.,13432,"Permian 4"
50002,PaleoDB,"D. Bottjer",,Derbyia,,sulcata,,,,,13432,"Permian 4"
50002,PaleoDB,"D. Bottjer",?,Dictyoclostus,,sp.,,,,,13432,"Permian 4"
50002,PaleoDB,"D. Bottjer",,Marginifera,,sp.,,,,,13432,"Permian 4"
50002,PaleoDB,"D. Bottjer",,Hustedia,cf.,meekana,,,,,13432,"Permian 4"
50002,PaleoDB,"D. Bottjer",,Orbiculoidea,,sp.,,,,,13432,"Permian 4"
50003,PaleoDB,"D. Bottjer",,Derbyia,,sulcata,,,,,13432,"Permian 4"
50003,PaleoDB,"D. Bottjer",?,Dictyoclostus,,sp.,,,,,13432,"Permian 4"
50003,PaleoDB,"D. Bottjer",,Hustedia,cf.,meekana,,,,,13432,"Permian 4"
50003,PaleoDB,"D. Bottjer",,Orbiculoidea,,sp.,,,,,13432,"Permian 4"
50003,PaleoDB,"D. Bottjer",cf.,Spinomarginifera,,sp.,,Marginifera,,sp.,13432,"Permian 4"
50004,PaleoDB,"D. Bottjer",,Derbyia,,sulcata,,,,,13432,"Permian 4"
50004,PaleoDB,"D. Bottjer",,Tautosia,,elegans,,Wellerella,,elegans,13432,"Permian 4"
50004,PaleoDB,"D. Bottjer",?,Dictyoclostus,,sp.,,,,,13432,"Permian 4"
50004,PaleoDB,"D. Bottjer",,Hustedia,cf.,meekana,,,,,13432,"Permian 4"
50004,PaleoDB,"D. Bottjer",,Orbiculoidea,,sp.,,,,,13432,"Permian 4"
50004,PaleoDB,"D. Bottjer",cf.,Spinomarginifera,,sp.,,Marginifera,,sp.,13432,"Permian 4"
50005,PaleoDB,"D. Bottjer",,Derbyia,,sulcata,,,,,13432,"Permian 4"
50006,PaleoDB,"D. Bottjer",,Derbyia,,sulcata,,,,,13432,"Permian 4"
50006,PaleoDB,"D. Bottjer",,Hustedia,cf.,meekana,,,,,13432,"Permian 4"
50006,PaleoDB,"D. Bottjer",cf.,Spinomarginifera,,sp.,,Marginifera,,sp.,13432,"Permian 4"
50007,PaleoDB,"D. Bottjer",,Derbyia,,sulcata,,,,,13432,"Permian 4"
50010,PaleoDB,"D. Bottjer",,Derbyia,,sulcata,,,,,13432,"Permian 4"
50011,PaleoDB,"D. Bottjer",,Derbyia,,sulcata,,,,,13432,"Permian 4"
50013,PaleoDB,"D. Bottjer",,Derbyia,,sulcata,,,,,13432,"Permian 4"
50014,PaleoDB,"D. Bottjer",,Derbyia,,sulcata,,,,,13432,"Permian 4"
50015,PaleoDB,"D. Bottjer",,Derbyia,,sulcata,,,,,13432,"Permian 4"
50016,PaleoDB,"D. Bottjer",,Derbyia,,sulcata,,,,,13432,"Permian 4"
50016,PaleoDB,"D. Bottjer",,Tautosia,,elegans,,Wellerella,,elegans,13432,"Permian 4"
50016,PaleoDB,"D. Bottjer",cf.,Araxathyris,,sp.,,Composita,cf.,guadalupensis,13432,"Permian 4"
50019,PaleoDB,"D. Bottjer",,Derbyia,,sulcata,,,,,13432,"Permian 4"
50019,PaleoDB,"D. Bottjer",,Tautosia,,elegans,,Wellerella,,elegans,13432,"Permian 4"
50019,PaleoDB,"D. Bottjer",cf.,Spinomarginifera,,sp.,?,Productus,,sp.,13432,"Permian 4"
50020,PaleoDB,"D. Bottjer",,Derbyia,,sulcata,,,,,13432,"Permian 4"
50020,PaleoDB,"D. Bottjer",cf.,Spinomarginifera,,sp.,?,Productus,,sp.,13432,"Permian 4"
50022,PaleoDB,"D. Bottjer",,Spinomarginifera,,sp.,,,,,13431,"Permian 4"
50022,PaleoDB,"D. Bottjer",,Araxathyris,,sp.,,,,,13431,"Permian 4"
50022,PaleoDB,"D. Bottjer",,Phricodothyris,,sp.,,,,,13431,"Permian 4"
50022,PaleoDB,"D. Bottjer",,Perigeyerella,,sp.,,,,,13431,"Permian 4"
50022,PaleoDB,"D. Bottjer",,Streptorhynchus,,sp.,,,,,13431,"Permian 4"
50022,PaleoDB,"D. Bottjer",,Paraspiriferina,,sp.,,,,,13431,"Permian 4"
50022,PaleoDB,"D. Bottjer",,Dielasma,,sp.,,,,,13431,"Permian 4"
50023,PaleoDB,"D. Bottjer",,Spinomarginifera,,sp.,,,,,13431,"Permian 4"
50023,PaleoDB,"D. Bottjer",,Streptorhynchus,,sp.,,,,,13431,"Permian 4"
50023,PaleoDB,"D. Bottjer",,Crurithyris,,sp.,,,,,13431,"Permian 4"
50023,PaleoDB,"D. Bottjer",,Perigeyerella,,sp.,,,,,13431,"Permian 4"
50023,PaleoDB,"D. Bottjer",,Haydenella,,sp.,,,,,13431,"Permian 4"
50024,PaleoDB,"D. Bottjer",,Notothyris,,sp.,,,,,13431,"Permian 4"
50024,PaleoDB,"D. Bottjer",,Paraspiriferina,,sp.,,,,,13431,"Permian 4"
50024,PaleoDB,"D. Bottjer",,Dielasma,,sp.,,,,,13431,"Permian 4"
50024,PaleoDB,"D. Bottjer",,Crurithyris,,sp.,,,,,13431,"Permian 4"
50024,PaleoDB,"D. Bottjer",,Prelissorhynchia,,sp.,,,,,13431,"Permian 4"
50024,PaleoDB,"D. Bottjer",,Acosarina,,sp.,,,,,13431,"Permian 4"
50024,PaleoDB,"D. Bottjer",,Streptorhynchus,,sp.,,,,,13431,"Permian 4"
50024,PaleoDB,"D. Bottjer",,Araxathyris,,sp.,,,,,13431,"Permian 4"
50024,PaleoDB,"D. Bottjer",,Costisteges,,dongluoensis,,,,,13431,"Permian 4"
50024,PaleoDB,"D. Bottjer",,Derbyia,,sp.,,,,,13431,"Permian 4"
50024,PaleoDB,"D. Bottjer",,Phricodothyris,,sp.,,,,,13431,"Permian 4"
50024,PaleoDB,"D. Bottjer",,Spinomarginifera,,sp.,,,,,13431,"Permian 4"
50025,PaleoDB,"D. Bottjer",,Spinomarginifera,,sp.,,,,,13431,"Permian 4"
50025,PaleoDB,"D. Bottjer",,Streptorhynchus,,sp.,,,,,13431,"Permian 4"
50025,PaleoDB,"D. Bottjer",,Araxathyris,,sp.,,,,,13431,"Permian 4"
50025,PaleoDB,"D. Bottjer",,Rectambitus,,sp.,,,,,13431,"Permian 4"
50025,PaleoDB,"D. Bottjer",,Dielasma,,sp.,,,,,13431,"Permian 4"
50025,PaleoDB,"D. Bottjer",,Phricodothyris,,sp.,,,,,13431,"Permian 4"
50025,PaleoDB,"D. Bottjer",,Perigeyerella,,sp.,,,,,13431,"Permian 4"
50025,PaleoDB,"D. Bottjer",,Notothyris,,sp.,,,,,13431,"Permian 4"
50026,PaleoDB,"D. Bottjer",,Spinomarginifera,,sp.,,,,,13431,"Permian 4"
50026,PaleoDB,"D. Bottjer",,Araxathyris,,sp.,,,,,13431,"Permian 4"
50026,PaleoDB,"D. Bottjer",,Streptorhynchus,,sp.,,,,,13431,"Permian 4"
50026,PaleoDB,"D. Bottjer",,Dielasma,,sp.,,,,,13431,"Permian 4"
50026,PaleoDB,"D. Bottjer",,Phricodothyris,,sp.,,,,,13431,"Permian 4"
50026,PaleoDB,"D. Bottjer",,Perigeyerella,,sp.,,,,,13431,"Permian 4"
50027,PaleoDB,"D. Bottjer",,Crurithyris,,sp.,,,,,13431,"Permian 4"
50027,PaleoDB,"D. Bottjer",,Spinomarginifera,,sp.,,,,,13431,"Permian 4"
50027,PaleoDB,"D. Bottjer",,Araxathyris,,sp.,,,,,13431,"Permian 4"
50027,PaleoDB,"D. Bottjer",,Leptodus,,sp.,,,,,13431,"Permian 4"
50027,PaleoDB,"D. Bottjer",,Paraspiriferina,,sp.,,,,,13431,"Permian 4"
50028,PaleoDB,"D. Bottjer",,Kotlaia,,strophiria,,Acosarina,,strophiria,13437,"Permian 4"
50028,PaleoDB,"D. Bottjer",,Peltichia,"n. sp.",transversa,,Peltichia,"n. sp.",schizoloides,13437,"Permian 4"
50028,PaleoDB,"D. Bottjer",,Derbyia,"n. sp.",pannuciella,,,,,13437,"Permian 4"
50028,PaleoDB,"D. Bottjer",,Neochonetes,,cursothornia,,Chonetinella,,cursothornia,13437,"Permian 4"
50028,PaleoDB,"D. Bottjer",,Anchorhynchia,,sarciniformis,,Uncinunellina,,multicostifera,13437,"Permian 4"
50028,PaleoDB,"D. Bottjer",,Prelissorhynchia,,antearcus,,Cyrolexis,,antearcus,13437,"Permian 4"
50028,PaleoDB,"D. Bottjer",,Cyrolexis,"n. sp.",beccojectus,,,,,13437,"Permian 4"
50028,PaleoDB,"D. Bottjer",,Orbicoelia,,pusilla,,Crurithyris,,pusilla,13437,"Permian 4"
50028,PaleoDB,"D. Bottjer",,Crenispirifer,,alpheus,,Paraspiriferina,,alpha,13437,"Permian 4"
50028,PaleoDB,"D. Bottjer",?,Callispirina,"n. sp.",rotundella,,,,,13437,"Permian 4"
50028,PaleoDB,"D. Bottjer",,Tarimathyris,,discusella,,Spirigerella,,discusella,13437,"Permian 4"
50028,PaleoDB,"D. Bottjer",,Juxathyris,,guizhouensis,,Spirigerella,,guizhouensis,13437,"Permian 4"
50028,PaleoDB,"D. Bottjer",,Juxathyris,,shuizhutangensis,,Spirigerella,,shuizhutangensis,13437,"Permian 4"
