**************************************************************************************************************
Data downloaded from FRED (http://www.fred.org.nz) on February 21, 2015
FRED is the computer database for the NZ Fossil Record File (FRF), which is a nationally significant database administrated by GSNZ and GNS Science                                
Please acknowledge use of this data in publications, reports and presentations.                               
**************************************************************************************************************

********
Paleontology List
********
FR Number		C43/f7510	C46/f0059	C46/f0103	C46/f9508	C46/f9524	C46/f9524	CA/f0021A	CA/f0021A	CA/f0021A	CA/f0021B	CA/f0021B	CA/f0021B	CA/f0021B	CA/f0022A	CA/f0022A	CH/f0004	CH/f0004	CH/f0004	CH/f0011A	CH/f0011A	CH/f0011A	CH/f0011A	CH/f0011B	CH/f0011B	CH/f0013B	CH/f0013B	CH/f0013B	CH/f0020B	CH/f0020B	CH/f0023A	CH/f0023A	CH/f0025B	CH/f0025B	CH/f0025B	CH/f0039	CH/f0039	CH/f0045	CH/f0045	CH/f0076	CH/f0076	CH/f0078	CH/f0078	CH/f0095	CH/f0095	CH/f0100	CH/f0100	CH/f0101	CH/f0101	CH/f0104A	CH/f0104A	CH/f0105	CH/f0105	CH/f0106	CH/f0106	CH/f0110	CH/f0110	CH/f0111	CH/f0111	CH/f0112	CH/f0112	CH/f0114	CH/f0114	CH/f0114	CH/f0115	CH/f0115	CH/f0116	CH/f0116	CH/f0222	CH/f0222	CH/f0222A	CH/f0222A	CH/f0232	CH/f0232	CH/f0232A	CH/f0232A	CH/f0244	CH/f0244	CH/f0246	CH/f0246	CH/f0254A	CH/f0254A	CH/f0261A	CH/f0261A	CH/f0344	CH/f0344	CH/f0364A	CH/f0364A	CH/f0463	CH/f0463	CH/f0464	CH/f0464	CH/f0468	CH/f0468	CH/f0468	CH/f0474	CH/f0474	CH/f0474	CH/f0483	CH/f0483	CH/f0487	CH/f0487	CH/f0489	CH/f0489	CH/f0490	CH/f0490	CH/f0491	CH/f0491	CH/f0493	CH/f0493	CH/f0494	CH/f0494	CH/f0526	CH/f0526	CH/f0526	CH/f0526	CH/f0526	CH/f0526	CH/f0526	CH/f0526	CH/f0529	CH/f0529	CH/f0529	CH/f0529	CH/f0529	CH/f0530	CH/f0531	CH/f0531	CH/f0532	CH/f0532	CH/f0534	CH/f0534	CH/f0590	CH/f0590	CH/f0591	CH/f0591	CH/f0591	CH/f0592	CH/f0592	CH/f0593	CH/f0593	CH/f0594	CH/f0594	CH/f0602	D41/f0013	D41/f0013	D41/f0014	D41/f0014	D41/f0015	D41/f0015	D41/f0016	D41/f0016	D42/f0059	D43/f9498	D45/f0001	D45/f0002	D45/f0003	D45/f0004	D45/f0004	D45/f0004	D45/f0005	D45/f0006	D45/f0080	D45/f0080	D45/f7136	D45/f8456	D45/f8456	D45/f8462	D45/f8462	D45/f8482	D45/f8482	D45/f8554	D45/f8554	D45/f8554	D45/f8563	D45/f8601	D45/f8797	D45/f8819	D45/f8820	D45/f8821	D45/f8822	D45/f8822	D45/f8822	D45/f8823	D45/f8825	D45/f8826	D45/f8827	D45/f8828	D45/f8828	D45/f8829	D45/f8830	D45/f9484	D45/f9485	D45/f9486	D45/f9487	D45/f9488	D45/f9492	D45/f9585	E37/f9514	E37/f9514	E38/f6513	E38/f6513	E43/f9500	E43/f9500	E46/f7430	E46/f9487	E46/f9489	E46/f9489	G36/f6501	G36/f6501	G36/f6501	I38/f7650	I38/f7650	I38/f7747	I39/f7560	I43/f0053	J31/f9464	J31/f9464	J31/f9492	J31/f9495	J31/f9827	J31/f9827	J32/f7571	J32/f7571	J32/f7571	J32/f9507	J32/f9507	J32/f9602	J32/f9602	J32/f9603	J32/f9603	J32/f9604	J33/f7580	J36/f0002	J38/f0056	J38/f7003A	J38/f8504	J38/f8504	J38/f9490	J38/f9490	J39/f7500C	J39/f7525	J39/f7525	J39/f7586	J39/f7586	J39/f7587	J39/f7590	J39/f7592	J39/f7593	J39/f7626	J39/f7626	
Gastropoda	Aoteatilia larochei																																																																																																																																																																																		*																																																
Gastropoda	Astraea heliotropium																																																																																																																																																																																		*																																																
Gastropoda	Austriacopsis ovalis n.sp.																																																																																																																	*																																																																																																																	
Gastropoda	Austrodrillia exiguescens																																																																																																																																																																																																	*																																	
Gastropoda	Austrofusus (Nassicola) contractus																																																																																																																																															*					*																																																																														
Gastropoda	Austrofusus (Neocola) flexuosa																																																																																																																																																							*																																																																											
Gastropoda	Austrofusus conoideus																																																																																																																																																																																																	*																																	
Gastropoda	Austrofusus glans																																																																																																																																																																																	*																																																	
Gastropoda	Austrofusus sp.																																																																																																																																																																																	*	*								*																																								
Gastropoda	Austromitra aff. ambulacrum																																																																																																																																																																																																	*																																	
Gastropoda	Austromitra rubiginosa																																																																																																																																																																																		x brunneacincta																																																
Gastropoda	Austrotoma kaiparaensis																																																																																																																																																				*																																																																														
Gastropoda	Axymene sp.																																																																																																																																																																																																	*																																	
Gastropoda	Baryspira (Gracilispira) brevicula																																																																																																																																																				Not indicated in Arlidge's list																																																																														
Gastropoda	Baryspira aff. waikaiaensis																																																																																																																																																																																										*																																								
Gastropoda	Baryspira mucronata																																																																																																																																																																																																	*																																	
Gastropoda	Baryspira novaezelandiae																																																																																																																																																																																																	*																																	
Gastropoda	Baryspira spinigera																																																																																																																																																				*			*																																																																											
Gastropoda	Bathytoma sp.																																																																																																																																																																																																																							*											
Gastropoda	Brevizygia spiralosulcata n.sp.																																																																																																																	*																																																																																																																	
Gastropoda	Brookula contigua																																																																																																																																																																																		*																																																
Gastropoda	Brookula enderbyensis																																																																																																																																																																																		*																																																
Gastropoda	Brookula finlayi																																																																																																																																																																																		*																																																
Gastropoda	Brookula prognata																																																																																																																																																																																		*																																																
Gastropoda	Brookula sp. A																																																																																																																																																																																		 (three seperate entries of 'Brookula sp.' have been assumed to mean three different unidentified Brookula, hence 'A, B and C')																																																
Gastropoda	Brookula sp. B 																																																																																																																																																																																		(three seperate entries of 'Brookula sp.' have been assumed to mean three different unidentified Brookula, hence 'A, B and C')																																																
Gastropoda	Brookula sp. C																																																																																																																																																																																		(three seperate entries of 'Brookula sp.' have been assumed to mean three different unidentified Brookula, hence 'A, B and C')																																																
Gastropoda	Buccinulum wairarapaensis																																																																																																																																																																																																	*																																	
Gastropoda	Bullina (Sulcoactaeon) zealata n.sp.																																																																																																																	*																																																																																																																	
Gastropoda	Caecum (Fartulum) digitulum																																																																																																																																																																																		*															*																																	
Gastropoda	Calliostoma (Maurea) sp.																																																																																																																																																																																		*																																																
Gastropoda	Calliostoma pellucidum																																																																																																																																																																																		*																																																
Gastropoda	Calyptraea tenuis																																																																																																																																																																																		*																																																
Gastropoda	Camponaxis zardiniensis n.sp.																																																																																																																	*																																																																																																																	
Gastropoda	Canterburyella pacifica n.sp.																																																																																																																	*																																																																																																																	
Gastropoda	Capulus sp.																																																																																																																																																																																		*																																																
Gastropoda	Cellana taberna																																													HOLOTYPE																																																																																																																																																																																					
Gastropoda	Chemnitzia sp.																																																																																																																																																																													*																																																					
Gastropoda	Cirsotrema sp.																																																																																																																																																																																		*																																																
Gastropoda	Cirsotrema zelebori																																																																																																																																																																																																	*																																	
Gastropoda	Coelocentrus pacificus n.sp.																																																																																																																	*																																																																																																																	
Gastropoda	Cominella ?adspersa																																													*																																																																																																																																																																																					
Gastropoda	Cominella adspersa?																																														*																																																																																																																																																																																				
Gastropoda	Cominella attenuata																																																																																																																																																																																																	*																																	
Gastropoda	Cominella hamiltoni																																																																																																																																																																																																	*																																	
Gastropoda	Cominella sp.?																																														*																																																																																																																																																																																				
Gastropoda	Comitas sp.																																																																																																																																																																																																																														*				
Gastropoda	Conusella ? pacifica n.sp.																																																																																																																	*																																																																																																																	
Gastropoda	Cookia sulcata?																																														*																																																																																																																																																																																				
Gastropoda	Crepidula costata																																																																																																																																																																																		*																																																
Gastropoda	Cristalloella parva n.sp.																																																																																																																	*																																																																																																																	
Gastropoda	Crossea (Crosseola) favosa																																																																																																																																																																																		*																																																
Gastropoda	Crossea (Crosseola) vesca																																																																																																																																																																																		*																																																
Gastropoda	Crosseola intertexta																																																																																																																																																																																		*																																																
Gastropoda	Crossostoma globulifera n.sp.																																																																																																																	*																																																																																																																	
Gastropoda	Crossostoma spirata n.sp.																																																																																																																	*																																																																																																																	
Gastropoda	Cryptaulax sp. cf. protortile																																																																																																																	*																																																																																																																	
Gastropoda	Cyclostrematidae																																																																																																																																																																																		*																																																
Gastropoda	Cylichna sp.																																																																																																																																																																																		*																																																
Gastropoda	Cylichnania cf. bartrumi																																																																																																																																																																																																																				*														
Gastropoda	Cylichnania enysi																																																																																																																																																				Not indicated in Arlidge's list																																																																														
Gastropoda	Cylichnina sp.																																																																																																																																																																																																									*																									
Gastropoda	Dardanula sp.																																																																																																																																																																																																	leviaperta n. sp.																																	
Gastropoda	Dictyotomaria gondwanaensis n.sp.																																																																																																																	*																																																																																																																	
Gastropoda	Emarginula kaiwarenensis																																																																																																																	*																																																																																																																	
Gastropoda	Emarginula sp.																																																																																																																	*																																																																																																																	
Gastropoda	Emarginula striatula																																																																																																																																																																																		*																																																
Gastropoda	Estea sp.																																																																																																																																																																																																	*																																	
Gastropoda	Eucochlis costata n.sp.																																																																																																																	*																																																																																																																	
Gastropoda	Eucycloscala torulosa n.sp.																																																																																																																	*																																																																																																																	
Gastropoda	Eulimella sp.																																																																																																																																																																																		*																																																
Gastropoda	Euspinacassis pollens																																																																																																																																															*																																																																																			
Gastropoda	Friginatica vaughani																																																																																																																																															*					*																																																																														
Gastropoda	gen. indet.																												Osteopeltidae n.sp.; OU 41112																																																																																																																																																				*																																																		
Gastropoda	Globisinum sp.																																																																																																																																																																																																											*																							
Gastropoda	Guidonia riedeli n.sp.																																																																																																																	*																																																																																																																	
Gastropoda	Hamusina maxwelli n.sp.																																																																																																																	*																																																																																																																	
Gastropoda	Hartungia sp.																																																																																																																																																																																	*																																																	
Gastropoda	Homalopoma nana																																																																																																																																																																																		*																																																
Gastropoda	Iredalula alticincta																																																																																																																																																																																		*																																																
Gastropoda	Kaiwarella beui n.sp.																																																																																																																	*																																																																																																																	
Gastropoda	Klebyella minuta n.sp.																																																																																																																	recent species that apparently contaminated jurassic sample																																																																																																																	
Gastropoda	Limacina sp.																																																																																																																																																																																		*																																																
Gastropoda	Limacinidae																																																																																																																																																																																		*																																																
Gastropoda	Liotella																																																																																																																																																																																																														*																				
Gastropoda	Liratilia conquisita																																																																																																																																																																																		*																																																
Gastropoda	Loxotoma jurassica n.sp.																																																																																																																	*																																																																																																																	
Gastropoda	Mangilia sp.																																																																																																																																																																																										*																																								
Gastropoda	Maoraxis kieli n.sp.																																																																																																																	*																																																																																																																	
Gastropoda	Maoricolpus roseus																																																																																																																																																																													*																				*																																	
Gastropoda	Maoricrypta cf. costata																																																																																																																																																																																	*																																																	
Gastropoda	Maoricrypta radiata																																																																																																																																																																																	*																																																	
Gastropoda	Maoricrypta sp.																																																																																																																																																																																fragments																																																		
Gastropoda	Marginella cf. harrisi																																																																																																																																																																																										*																																								
Gastropoda	Marginellidae																																																																																																																																																																																		*																																																
Gastropoda	Maurea sp.																																																																																																																																															*																																																																																			
Gastropoda	Maxwellella novozeelandica																																																																																																																	*																																																																																																																	
Gastropoda	Mendax sp.																																																																																																																																																																																		*																																																
Gastropoda	Micantapex ngatapa																																																																																																																																																																																																																							*											
Gastropoda	Micantapex sp.																																																																																																																																																																																																											*																							
Gastropoda	Micrelenchus sanguineus																																																																																																																																																																																		*																																																
Gastropoda	Micrelenchus? sp.																																																																																																																																																																																																	*																																	
Gastropoda	Murexsul espinosus																																																																																																																																																																																																	*																																	
Gastropoda	Natica zelandica																																																																																																																																																																																		*																																																
Gastropoda	Naticidae gen. indet.																																																*																																																																																																																																																																																		
Gastropoda	Neocola flexuosa																																																																																																																																																				*																																																																														
Gastropoda	Neoguraleus (Fusiguraleus) gracilicostus																																																																																																																																																																																		*																																																
Gastropoda	Neoguraleus amoenus																																																																																																																																																																																		*																																																
Gastropoda	Nobolira inflata																																																																																																																																																																																																	*																																	
Gastropoda	Notoscrobs (Microfossa)																																																																																																																																																																																		*																																																
Gastropoda	Notoseila sp.																																																																																																																																																																																										*																																								
Gastropoda	Odostomia sp. A																																																																																																																																																																																		(as nine 'Odostomia sp.' entries were made, have assumed that they were noted as being different without being identified and have assigned each a letter.)																																																
Gastropoda	Odostomia sp. B																																																																																																																																																																																		(as nine 'Odostomia sp.' entries were made, have assumed that they were noted as being different without being identified and have assigned each a letter.)																																																
Gastropoda	Odostomia sp. C																																																																																																																																																																																		(as nine 'Odostomia sp.' entries were made, have assumed that they were noted as being different without being identified and have assigned each a letter.)																																																
Gastropoda	Odostomia sp. D																																																																																																																																																																																		(as nine 'Odostomia sp.' entries were made, have assumed that they were noted as being different without being identified and have assigned each a letter.)																																																
Gastropoda	Odostomia sp. E																																																																																																																																																																																		(as nine 'Odostomia sp.' entries were made, have assumed that they were noted as being different without being identified and have assigned each a letter.)																																																
Gastropoda	Odostomia sp. F																																																																																																																																																																																		(as nine 'Odostomia sp.' entries were made, have assumed that they were noted as being different without being identified and have assigned each a letter.)																																																
Gastropoda	Odostomia sp. G																																																																																																																																																																																		(as nine 'Odostomia sp.' entries were made, have assumed that they were noted as being different without being identified and have assigned each a letter.)																																																
Gastropoda	Odostomia sp. H																																																																																																																																																																																		(as nine 'Odostomia sp.' entries were made, have assumed that they were noted as being different without being identified and have assigned each a letter.)																																																
Gastropoda	Odostomia sp. I																																																																																																																																																																																		(as nine 'Odostomia sp.' entries were made, have assumed that they were noted as being different without being identified and have assigned each a letter.)																																																
Gastropoda	Olivella neozelanica																																														*																																																																																																																																																																																				
Gastropoda	Orbitestella toreuma																																																																																																																																																																																		*																																																
Gastropoda	Paracerithium pacificum n.sp.																																																																																																																	*																																																																																																																	
Gastropoda	Paracerithium spinosum n.sp.																																																																																																																	*																																																																																																																	
Gastropoda	Paracominia macphersoni																																																																																																																																																							*																																																																											
Gastropoda	Paxula transitans																																																																																																																																																																																		*																																																
Gastropoda	Pelicaria media																																																																																																																																																																																																	*																																	
Gastropoda	Penion cf. rex																																																																																																																																																																																																	*																																	
Gastropoda	Philine powelli																																																																																																																																																																																		*																																																
Gastropoda	Philine umbilicata																																																																																																																																																																																		*																																																
Gastropoda	Pietteia christchurchi n.sp.																																																																																																																	*																																																																																																																	
Gastropoda	Pileolus convexus n.sp.																																																																																																																	*																																																																																																																	
Gastropoda	Poirieria zelandica																																																																																																																																																																																		*															*																																	
Gastropoda	Polinella cf. modesta																																																																																																																																																																																										*																																								
Gastropoda	Polinices cf. stanleyi																																																																																																																																																																																	*																																																	
Gastropoda	Polinices sp.																																																																																																																																																							*																																																																											
Gastropoda	Powellisetia sp.																																																																																																																																																																																		*																																																
Gastropoda	Powellisetia subtenuis																																																																																																																																																																																		*																																																
Gastropoda	Prisciophora schroederi n.sp.																																																																																																																	*																																																																																																																	
Gastropoda	Proximitra sp.																																																																																																																																																																																										*																																								
Gastropoda	Proxiuber anteaustrale																																																																																																																																																																																																	*																																	
Gastropoda	Pyramidellidae																																																																																																																																																																																																														*																				
Gastropoda	Retusa sp.																																																																																																																																																																																		*																																																
Gastropoda	Rhabdocolpus ? kowalkei n.sp.																																																																																																																	*																																																																																																																	
Gastropoda	Ringicula																																																																																																																																																																																																														*																				
Gastropoda	Rissoa (Haurakia) subsuturalis																																																																																																																																																																																		*																																																
Gastropoda	Rissopsis aff. fricta																																																																																																																																																							*																																																																											
Gastropoda	Rissopsis sp.																																																																																																																																																																																		*																																																
Gastropoda	Sallya calyptraeensis n.sp.																																																																																																																	*																																																																																																																	
Gastropoda	Scaphander sp.																																																																																																																																																																																																																				*														
Gastropoda	Scissurella ?bountyensis																																																																																																																																																																																		*																																																
Gastropoda	Scissurella ?fairchildi																																																																																																																																																																																		*																																																
Gastropoda	Seila (Lyroseila) cincta																																														*																																																																																																																																																																																				
Gastropoda	Seila sp.																																																																																																																																																																																		*																																																
Gastropoda	Sigapatella novaezelandiae																																																																																																																																																																																																	*																																	
Gastropoda	Siphonalia sp.?																																														*																																																																																																																																																																																				
Gastropoda	Siphonium planatum																																													*	*																																																																																																																																																																																				
Gastropoda	Solariella sp.?																																														*																																																																																																																																																																																				
Gastropoda	Splendrillia aequistriata																																																																																																																																																																																																	*																																	
Gastropoda	Splendrillia sp.																																																																																																																																																																																		*																																																
Gastropoda	Struthiolaria lawsi																																																																																																																																																							*																																																																											
Gastropoda	Struthiolaria papulosa																																													*	*																																																																																																																																																																																				
Gastropoda	Struthiolaria sp.																																													*	*																																																																																																																																																																																				
Gastropoda	Sulconacca suturalis																																													*																																																																																																																																																																																					
Gastropoda	Tanea aff. zelandica																																																																																																																																																																																	*																																																	
Gastropoda	Tanea cf. inexpectata																																																																																																																																															*																																																																																			
Gastropoda	Tanea socia																																																																																																																																															*																																																																																			
