**************************************************************************************************************
Data downloaded from FRED (http://www.fred.org.nz) on August 5, 2014
FRED is the computer database for the NZ Fossil Record File (FRF), which is a nationally significant database administrated by GSNZ and GNS Science                                
Please acknowledge use of this data in publications, reports and presentations.                               
**************************************************************************************************************

********
Paleontology
********
FR Number	Yard FR Number	Locality Type	Field Number/Drillhole Name	Depth From	Depth To	Depth Unit	Drill Type	Identifiers	Identification Date	Stage Lower	Lower Modifier	Stage Upper	Upper Modifier	Age Start	Age Stop	Stage Comments	nLab Number	Collection Comments
D45/f7746	S159/f0746	Outcrop						Stevens, G.R.; 	1955	Malakovian				246.5	245.5		GNS GS 6457	DETERMINATIONS PUBLISHED WATERHOUSE 1979 NZJGG 22 (6): 743-9 (1980).	
D45/f7746	S159/f0746	Outcrop						Waterhouse, J.B.; 	1979	Malakovian				246.5	245.5		GNS GS 6457	DETERMINATIONS PUBLISHED WATERHOUSE 1979 NZJGG 22 (6): 743-9 (1980).	
D45/f7763	S159/f0763	Outcrop																	
D45/f7763	S159/f0763	Outcrop						MacFarlan, D.A.B.; 	1992	Malakovian				246.5	245.5		Otago U OU JDC 1356	MacFarlan, D.A.B. 1992 Triassic and Jurassic Rhynchonellacea (Brachiopoda) from New Zealand and New Caledonia. Royal Society of New Zealand Bulletin 31: 310pp	
D45/f7905	S159/f0905	Outcrop	JDC 1871																
D45/f7905	S159/f0905	Outcrop	JDC 1871					MacFarlan, D.A.B.; 	1992	Etalian				245.5	238.0		Otago U OU JDC 1871	MacFarlan, D.A.B. 1992 Triassic and Jurassic Rhynchonellacea (Brachiopoda) from New Zealand and New Caledonia. Royal Society of New Zealand Bulletin 31: 310pp	
D45/f7906	S159/f0906	Outcrop	JDC 1872																
D45/f7906	S159/f0906	Outcrop	JDC 1872					MacFarlan, D.A.B.; 	1992	Etalian				245.5	238.0		Otago U OU JDC 1872, JGB 1367	MacFarlan, D.A.B. 1992 Triassic and Jurassic Rhynchonellacea (Brachiopoda) from New Zealand and New Caledonia. Royal Society of New Zealand Bulletin 31: 310pp	
D45/f7906A		Outcrop	HJC 1081					Campbell, H.J.; 	February 8, 1982	Etalian				245.5	238.0		GNS GS 13145		
D45/f7906A		Outcrop	HJC 1081					Begg, J.G.; 	November 30, 1983	Etalian				245.5	238.0		GNS GS 13145		
D45/f7906B		Outcrop	HJC 1081					Campbell, H.J.; 	February 4, 1986	Etalian				245.5	238.0		GNS GS 14046		
D45/f7911	S159/f0911	Outcrop	JDC 1881																
D45/f7911	S159/f0911	Outcrop	JDC 1881					MacFarlan, D.A.B.; 	1992	Etalian				245.5	238.0		Otago U OU JDC 1881	MacFarlan, D.A.B. 1992 Triassic and Jurassic Rhynchonellacea (Brachiopoda) from New Zealand and New Caledonia. Royal Society of New Zealand Bulletin 31: 310pp	
D45/f7914	S159/f0914	Outcrop	JDC 1885																
D45/f7914	S159/f0914	Outcrop	JDC 1885					MacFarlan, D.A.B.; 	1992	Malakovian				246.5	245.5		Otago U OU JDC 1885	MacFarlan, D.A.B. 1992 Triassic and Jurassic Rhynchonellacea (Brachiopoda) from New Zealand and New Caledonia. Royal Society of New Zealand Bulletin 31: 310pp	
D45/f7916	S159/f0916	Outcrop	JDC 1887																
D45/f7916	S159/f0916	Outcrop	JDC 1887					MacFarlan, D.A.B.; 	1992	Malakovian				246.5	245.5		Otago U OU JDC 1887	MacFarlan, D.A.B. 1992 Triassic and Jurassic Rhynchonellacea (Brachiopoda) from New Zealand and New Caledonia. Royal Society of New Zealand Bulletin 31: 310pp	
D45/f7918	S159/f0918	Outcrop	JDC 1889																
D45/f7918	S159/f0918	Outcrop	JDC 1889					MacFarlan, D.A.B.; 	1992	Malakovian				246.5	245.5		Otago U OU JDC 1889	MacFarlan, D.A.B. 1992 Triassic and Jurassic Rhynchonellacea (Brachiopoda) from New Zealand and New Caledonia. Royal Society of New Zealand Bulletin 31: 310pp	
D45/f7972	S159/f0972	Outcrop	JDC 1906																
D45/f7972	S159/f0972	Outcrop	JDC 1906					MacFarlan, D.A.B.; 	1992	Etalian				245.5	238.0		Otago U OU JDC 1906	MacFarlan, D.A.B. 1992 Triassic and Jurassic Rhynchonellacea (Brachiopoda) from New Zealand and New Caledonia. Royal Society of New Zealand Bulletin 31: 310pp	
D45/f7973	S159/f0973	Outcrop	JDC 1915																
D45/f7973	S159/f0973	Outcrop	JDC 1915					MacFarlan, D.A.B.; 	1992	Etalian				245.5	238.0		Otago U OU JDC 1915	MacFarlan, D.A.B. 1992 Triassic and Jurassic Rhynchonellacea (Brachiopoda) from New Zealand and New Caledonia. Royal Society of New Zealand Bulletin 31: 310pp	
D45/f7976	S159/f0976	Outcrop	JDC 1923																
D45/f7976	S159/f0976	Outcrop	JDC 1923					MacFarlan, D.A.B.; 	1992	Etalian				245.5	238.0		Otago U OU JDC 1923	MacFarlan, D.A.B. 1992 Triassic and Jurassic Rhynchonellacea (Brachiopoda) from New Zealand and New Caledonia. Royal Society of New Zealand Bulletin 31: 310pp	
E44/f0012		Outcrop						Campbell, H.J.; 	May 30, 1980	Makarewan				253.2	251.0	This age is based solely upon the occurence of Wairakiella rostrata.	GNS GS 12599		
E44/f0012A		Outcrop	142					Campbell, H.J.; 	February 5, 1982	Makarewan				253.2	251.0		GNS GS 13136		
E44/f0012B		Outcrop	HJC 1083					Campbell, H.J.; 	February 4, 1986	Makarewan				253.2	251.0	Wairakiella rostrata ZONE. MAKAREWAN STAGE.	GNS GS 14050		
E44/f0017		Outcrop	JDC 3245							Makarewan				253.2	251.0				
E44/f0063		Outcrop	JDC 2235					MacFarlan, D.A.B.; 	1984	Etalian				245.5	238.0				
E44/f0063		Outcrop	JDC 2235					MacFarlan, D.A.B.; 	1992	Etalian				245.5	238.0		Otago U OU JDC 2235	MacFarlan, D.A.B. 1992 Triassic and Jurassic Rhynchonellacea (Brachiopoda) from New Zealand and New Caledonia. Royal Society of New Zealand Bulletin 31: 310pp	
E44/f0064		Outcrop	JDC 3788					MacFarlan, D.A.B.; 	1984	Etalian				245.5	238.0				
E44/f0064		Outcrop	JDC 3788					MacFarlan, D.A.B.; 	1992	Etalian				245.5	238.0		Otago U OU JDC 3788	MacFarlan, D.A.B. 1992 Triassic and Jurassic Rhynchonellacea (Brachiopoda) from New Zealand and New Caledonia. Royal Society of New Zealand Bulletin 31: 310pp	
E44/f0065		Outcrop	DSC #T6 (ERF)					MacFarlan, D.A.B.; 	1984	Etalian				245.5	238.0				
E44/f0065		Outcrop	DSC #T6 (ERF)					MacFarlan, D.A.B.; 	1992	Etalian				245.5	238.0		Otago U OU ERF T6	MacFarlan, D.A.B. 1992 Triassic and Jurassic Rhynchonellacea (Brachiopoda) from New Zealand and New Caledonia. Royal Society of New Zealand Bulletin 31: 310pp	
E44/f8437	S159/f0437	Outcrop	DSC 107					Coombs, D.S.; 	1950	Kaihikuan				238.0	229.0				
E44/f8437	S159/f0437	Outcrop	DSC 107					MacFarlan, D.A.B.; 	1992	Etalian				245.5	238.0		Otago U OU DSC 107	MacFarlan, D.A.B. 1992 Triassic and Jurassic Rhynchonellacea (Brachiopoda) from New Zealand and New Caledonia. Royal Society of New Zealand Bulletin 31: 310pp	
E44/f8439	S159/f0439	Outcrop						Coombs, D.S.; 	1950	Kaihikuan				238.0	229.0				
E44/f8439	S159/f0439	Outcrop						MacFarlan, D.A.B.; 	1992	Etalian				245.5	238.0		Otago U OU DSC 125	MacFarlan, D.A.B. 1992 Triassic and Jurassic Rhynchonellacea (Brachiopoda) from New Zealand and New Caledonia. Royal Society of New Zealand Bulletin 31: 310pp	
E44/f8467	S159/f0467	Outcrop	DSC 95, 96, 98							Kaihikuan				238.0	229.0				
E44/f8467	S159/f0467	Outcrop	DSC 95, 96, 98					MacFarlan, D.A.B.; 	1992	Etalian				245.5	238.0		Otago U OU DSC 95, 96, 98	MacFarlan, D.A.B. 1992 Triassic and Jurassic Rhynchonellacea (Brachiopoda) from New Zealand and New Caledonia. Royal Society of New Zealand Bulletin 31: 310pp	
E44/f8468	S159/f0468	Outcrop	DSC 126																
E44/f8468	S159/f0468	Outcrop	DSC 126					MacFarlan, D.A.B.; 	1992	Etalian				245.5	238.0		Otago U OU DSC 126	MacFarlan, D.A.B. 1992 Triassic and Jurassic Rhynchonellacea (Brachiopoda) from New Zealand and New Caledonia. Royal Society of New Zealand Bulletin 31: 310pp	
E44/f8473	S159/f0473	Outcrop							1948	Etalian	?			245.5	238.0				
E44/f8473	S159/f0473	Outcrop						MacFarlan, D.A.B.; 	1992	Kaihikuan				238.0	229.0		Otago U OU JDC 2189	MacFarlan, D.A.B. 1992 Triassic and Jurassic Rhynchonellacea (Brachiopoda) from New Zealand and New Caledonia. Royal Society of New Zealand Bulletin 31: 310pp	
E44/f8886	S159/f0886	Outcrop						Waterhouse, J.B.; 		Telfordian		Makarewan		288.5	251.0		GNS GS 7815	GASTROPOD DETERMINATIONS PUBLISHED WATERHOUSE 1963, NZJGG 6: 587-622. BRACHIOPOD DETERMINATIONS PUBLISHED WATERHOUSE 1967, NZJGG 10: 74-118; WATERHOUSE 1982, PAL.BULL. 48.	
E44/f8889	S159/f0889	Outcrop						Waterhouse, J.B.; 		Telfordian		Makarewan		288.5	251.0		GNS GS 7805	DETERMINATIONS PUBLISHED WATERHOUSE 1967, NZJGG 10: 74-118; WATERHOUSE 1982, PAL.BULL. 48.	
E44/f9538	S160/f0538	Outcrop	2215					Force, E.R; Campbell, J.D.; 	July 15, 1968	Etalian				245.5	238.0				
E44/f9538	S160/f0538	Outcrop	2215					MacFarlan, D.A.B.; 	1992	Etalian				245.5	238.0		Otago U OU JDC 2215, ERF coll	MacFarlan, D.A.B. 1992 Triassic and Jurassic Rhynchonellacea (Brachiopoda) from New Zealand and New Caledonia. Royal Society of New Zealand Bulletin 31: 310pp	
E45/f0354		Outcrop	JDC4535, 4537							Etalian				245.5	238.0				
E45/f9432	S169/f0432	Outcrop						Begg, J.G.; 	November 8, 1983	Etalian				245.5	238.0		GNS GS 378	EXAMINED J. MARWICK. DETERMINATIONS PUBLISHED MARWICK 1953 PAL.BULL. 21. RE-EXAMINED BY J.G. BEGG.	
E45/f9730	S169/f0730	Outcrop						Speden, I.G.; 		not determined				999.9	0.0	THE OCCURRENCE OF BRACHIOPOD (SPIRIFERID) FRAGMENTS SHOWING COMB-TOOTH HINGE STRUCTURE IS MOST INTRIGUING (ESP. AT SUCH A LOW STRAT.) AND AS IT IS LIKELY TO BE OF STRAT. AND PALEONT. IMPORTANCE, WE WOULD WELCOME ADDITIONAL MATERIAL, ESPECIALLY OF WHOLE SPECMIENS - AGE Ge or Gk.	GNS GS 7293		
E45/f9730	S169/f0730	Outcrop						MacFarlan, D.A.B.; 	1992	Etalian				245.5	238.0		GNS GS 7293	MacFarlan, D.A.B. 1992 Triassic and Jurassic Rhynchonellacea (Brachiopoda) from New Zealand and New Caledonia. Royal Society of New Zealand Bulletin 31: 310pp	
E45/f9982	S169/f0982	Outcrop	JRB 741,2					Campbell, J.D.; 	July 15, 1971	Malakovian				246.5	245.5				
E45/f9982	S169/f0982	Outcrop	JRB 741,2					MacFarlan, D.A.B.; 	1992	Gore Series				251.0	229.0		Otago U OU JRB 741	MacFarlan, D.A.B. 1992 Triassic and Jurassic Rhynchonellacea (Brachiopoda) from New Zealand and New Caledonia. Royal Society of New Zealand Bulletin 31: 310pp	
E45/f9986	S169/f0986	Outcrop	JRB 755					Campbell, J.D.; 	July 15, 1971	Malakovian	?			246.5	245.5				
E47/f0004		Outcrop	1133					Campbell, H.J.; 	October 16, 1987	Aparima Series		D'Urville Series		288.5	251.0		GNS GS 14254		
E47/f0006		Outcrop	1132					Campbell, H.J.; 	October 16, 1987	Aparima Series		D'Urville Series		288.5	251.0		GNS GS 14253		
F45/f0102		Outcrop	JDC3524					Campbell, J.D.; 		Etalian				245.5	238.0			Wairuna Peak	
F45/f0103		Outcrop	JDC3525					Campbell, J.D.; 	May 8, 1979	Etalian				245.5	238.0			Wairuna Peak	
F45/f0103		Outcrop	JDC3525					MacFarlan, D.A.B.; 	1992	Etalian				245.5	238.0		Otago U OU JDC 3525	MacFarlan, D.A.B. 1992 Triassic and Jurassic Rhynchonellacea (Brachiopoda) from New Zealand and New Caledonia. Royal Society of New Zealand Bulletin 31: 310pp	
F45/f0167A		Outcrop	4613					Campbell, J.D.; Grebneff, A.; 	May 19, 1998	Etalian				245.5	238.0				
F45/f0167B		Outcrop	JDC4613					Campbell, J.D.; 	February 24, 1997	Etalian				245.5	238.0			JDC4613	
F45/f0267		Outcrop	360					Wright, E.; 	May 30, 1990	Etalian				245.5	238.0				
F45/f0268		Outcrop	390/471/495					Wright, E.; 	May 30, 1990	Etalian				245.5	238.0				
F45/f0326		Outcrop	JDC3383					Campbell, J.D.; 	June 2, 1977	Malakovian				246.5	245.5		PI	Planisirally coiled worm tubes.	
F45/f0326		Outcrop	JDC3383					Begg, J.; 	August 15, 1977	Malakovian				246.5	245.5		PI		
F45/f0333		Outcrop	4631					Campbell, J.D.; Grebneff, A.; 	May 1998	Etalian				245.5	238.0				
F45/f8940	S169/f0940	Outcrop	EF 618					Force, E.R; 	January 23, 1969	Etalian				245.5	238.0			Undescribed form. Small strongly ribbed as at Kaka Point and North Range.	
F45/f8940	S169/f0940	Outcrop	EF 618					MacFarlan, D.A.B.; 	1992	Etalian				245.5	238.0		Otago U OU ERF 618, JDC 2335	MacFarlan, D.A.B. 1992 Triassic and Jurassic Rhynchonellacea (Brachiopoda) from New Zealand and New Caledonia. Royal Society of New Zealand Bulletin 31: 310pp	
F45/f8941	S169/f0941	Outcrop	EF 616					Force, E.R; 	January 23, 1969	Etalian				245.5	238.0			Undescribed forms.	
F45/f8941	S169/f0941	Outcrop	EF 616					MacFarlan, D.A.B.; 	1992	Etalian				245.5	238.0		Otago U OU ERF 616, JDC 2334	MacFarlan, D.A.B. 1992 Triassic and Jurassic Rhynchonellacea (Brachiopoda) from New Zealand and New Caledonia. Royal Society of New Zealand Bulletin 31: 310pp	
F45/f8980	S169/f0980	Outcrop	JRB HK4					Campbell, J.D.; 	July 15, 1971	Malakovian		Etalian		246.5	238.0				
F45/f8981	S169/f0981	Outcrop	JDC 2333					Cambell, J.D.; 	July 15, 1971	Malakovian				246.5	245.5				
F45/f8981	S169/f0981	Outcrop	JDC 2333					MacFarlan, D.A.B.; 	1992	Gore Series				251.0	229.0		Otago U OU JDC 2333	MacFarlan, D.A.B. 1992 Triassic and Jurassic Rhynchonellacea (Brachiopoda) from New Zealand and New Caledonia. Royal Society of New Zealand Bulletin 31: 310pp	
F45/f9535	S170/f0535	Outcrop						Bell, S.M.; 									GNS B 28		
F45/f9535	S170/f0535	Outcrop						Retallack, G.J.; 	1977	Malakovian		Etalian		246.5	238.0	Probably Gm.	GNS B 28	G.J. RETALLACK - Thesis 1977.	
F45/f9535	S170/f0535	Outcrop						Waterhouse, J.B.; 	1982	Etalian				245.5	238.0		GNS GS 4524	DETERMINATIONS PUBLISHED WATERHOUSE 1982 PAL.BULL. 49 ?ANNELIDS IN COLLECTION.	
F45/f9535	S170/f0535	Outcrop						Begg, J.G.; 	November 11, 1983	Etalian				245.5	238.0		GNS GS 4524	?ANNELIDS IN COLLECTION.	
F45/f9546	S170/f0546	Outcrop						Waterhouse, J.B.; 		Telfordian		Makarewan		288.5	251.0		GNS GS 4533	BIVALVE DETERMINATIONS PUBLISHED WATERHOUSE 1963, NZJGG 6: 193-6; WATERHOUSE 1982, PAL.BULL. 49. BRACHIOPOD DETERMINATIONS PUBLISHED WATERHOUSE 1964, PAL.BULL. 35; WATERHOUSE 1982, PAL.BULL. 48.	
F45/f9546	S170/f0546	Outcrop																	
F45/f9546A	S170/f0546A	Outcrop						Waterhouse, J.B.; 		Telfordian		Makarewan		288.5	251.0		GNS GS 4610	DETERMINATIONS PUBLISHED WATERHOUSE 1964, PAL.BULL. 35; WATERHOUSE 1982, PAL.BULL. 48.	
F45/f9559	S170/f0559	Outcrop						Campbell, H.J.; 	July 7, 1981	Etalian	?			245.5	238.0		GNS GS 4618	Cephalopod fragments.	
F45/f9581	S170/f0581	Outcrop						Campbell, H.J.; 	July 6, 1981	Etalian				245.5	238.0		GNS GS 4637		
F45/f9581	S170/f0581	Outcrop						Campbell, H.J.; 	September 6, 1981	Etalian				245.5	238.0		GNS GS 4637		
F47/f0008		Outcrop	YO12					Campbell, H.J.; 	July 10, 1981	Puruhauan				259.8	254.2		GNS GS 13051		
F47/f0008		Outcrop	YO12					Olivecrona, Y.M.; 	1983								GNS L 10002		
F47/f0037		Outcrop						Campbell, J.D.; 	February 1, 1995	Malakovian		Etalian		246.5	238.0				
F47/f6503	S182/f0503	Outcrop						Waterhouse, J.B.; 		Telfordian		Makarewan		288.5	251.0		GNS GS 5060	BIVALVE DETERMINATIONS PUBLISHED WATERHOUSE 1963, PALEONT. 6: 697-717; WATERHOUSE 1979, PAP. GEOL. DEPT. QSLD. UNIV. 9 (1): 1-22. BRACHIOPOD DETERMINATIONS PUBLISHED WATERHOUSE 1968, PALEONT. 129. GASTROPOD DETERMINATIONS PUBLISHED WATERHOUSE 1980, JRSNZ 10 (2): 195-214.	
F47/f6503	S182/f0503	Outcrop																	
F47/f6506	S182/f0506	Outcrop						Waterhouse, J.B.; 		Telfordian		Makarewan		288.5	251.0		GNS GS 5057	DETERMINATIONS PUBLISHED WATERHOUSE 1964, PAL.BULL. 35.	
F47/f6539	S182/f0539	Outcrop						Waterhouse, J.B.; 		Telfordian		Makarewan		288.5	251.0		GNS GS 7840	NO LIST.	
G45/f0003		Outcrop	DDR30					Campbell, J.D.; 	September 20, 1977	Etalian				245.5	238.0			DDR30	
G45/f0003		Outcrop	DDR30					MacFarlan, D.A.B.; 	1992	Etalian				245.5	238.0		Otago U OU DDR 30	MacFarlan, D.A.B. 1992 Triassic and Jurassic Rhynchonellacea (Brachiopoda) from New Zealand and New Caledonia. Royal Society of New Zealand Bulletin 31: 310pp	
G45/f0023A		Outcrop						Campbell, H.J.; 	July 9, 1981	Puruhauan				259.8	254.2		GNS GS 13048		
G45/f0073		Outcrop	AR5					Begg, J.G.; 	May 12, 1983	Puruhauan				259.8	254.2		GNS GS 13525		
G45/f0091		Outcrop	DDR48					Campbell, J.D.; 	September 10, 1977	Malakovian		Etalian		246.5	238.0		DDR48		
G45/f8591	S170/f0591	Outcrop						Waterhouse, J.B.; 		Telfordian		Makarewan		288.5	251.0		GNS GS 4650	BRACHIOPOD DETERMINATIONS PUBLISHED WATERHOUSE 1964, PAL.BULL. 35; WATERHOUSE 1982, PAL. BUL. 48. GASTROPODA DETERMINATIONS PUBLISHED WATERHOUSE 1963, NZJGG 6: 587-622.	
G45/f8591	S170/f0591	Outcrop								Permian				298.9	252.2				
G45/f8592	S170/f0592	Outcrop						Waterhouse, J.B.; 		Telfordian		Makarewan		288.5	251.0		GNS GS 4651	DETERMINATIONS PUBLISHED WATERHOUSE 1964, PAL.BULL. 35; WATERHOUSE 1968, PALEONT. 129; WATERHOUSE 1982, PAL.BULL. 48.	
G45/f8592	S170/f0592	Outcrop								Permian				298.9	252.2				
G45/f8592A	S170/f0592A	Outcrop						Waterhouse, J.B.; 		Telfordian		Makarewan		288.5	251.0		GNS GS 5077	BRACHIOPOD DETERMINATIONS PUBLISHED WATERHOUSE 1963, PALEONT. 6 (4): 699-717; WATERHOUSE 1964, PAL.BULL. 35; WATERHOUSE 1968, PALEONT. 129: 1-94; WATERHOUSE 1982, PAL.BULL. 48. BIVALVE DETERMINATIONS PUBLISHED WATERHOUSE 1979, PAP. GEOL. DEPT. QSLD. UNIV. 9 (1): 1-22.	
G45/f8592B	S170/f0592B	Outcrop						Waterhouse, J.B.; 		Telfordian		Makarewan		288.5	251.0		GNS GS 7816	DETERMINATIONS PUBLISHED WATERHOUSE 1982, PAL.BULL. 48 (NOTE: ENTERED WRONGLY AS S170/664).	
G45/f8612	S170/f0612	Outcrop						Waterhouse, J.B.; 		Telfordian		Makarewan		288.5	251.0		GNS GS 5078	BRACHIOPOD DETERMINATIONS PUBLISHED WATERHOUSE 1964, PAL.BULL. 35; WATERHOUSE 1968, PALEONT. 129; WATERHOUSE 1982, PAL.BULL. 48. MOLLUSC DETERMINATIONS PUBLISHED WATERHOUSE 1980, JRSNZ 10 (8): 195-214. BIVALVE DETERMINATIONS PUBLISHED WATERHOUSE 1963, NZJGG 6: 193-6; WATERHOUSE 1965, PALEONT. 7 (4): 630-55; WATERHOUSE 1976, JRSNZ 6 (2): 221-5; WATERHOUSE 1980, JRSNZ 10 (1): 97-133; WATERHOUSE 1982, PAL.BULL. 49. COELENTERATE DETERMINATIONS PUBLISHED WATERHOUSE 1979, JRSNZ 9 (4): 475-89. GASTROPOD DETERMINATIONS PUBLISHED WATERHOUSE 1963, NZJGG 6: 587-622, 817-842.	
G45/f8612	S170/f0612	Outcrop																	
G45/f8613	S170/f0613	Outcrop						Waterhouse, J.B.; 		Telfordian		Makarewan		288.5	251.0		GNS GS 5079	DETERMINATIONS PUBLISHED WATERHOUSE 1964, PAL.BULL. 35; WATERHOUSE 1968, PALEONT. 129; WATERHOUSE 1982, PAL.BULL. 48.	
G45/f8613	S170/f0613	Outcrop																	
G45/f8614	S170/f0614	Outcrop						Waterhouse, J.B.; 		Telfordian		Makarewan		288.5	251.0		GNS GS 5684	DETERMINATIONS PUBLISHED WATERHOUSE 1964, PAL.BULL. 35; WATERHOUSE 1982, PAL.BULL. 48.	
G45/f8614	S170/f0614	Outcrop						Leed, H.; 	1949								GNS B 192	Nothing resembling Glossopteris was found. See fossil list of species identification in Old Forms folder at IGNS LOWER HUTT for full list.	
G45/f8615	S170/f0615	Outcrop						Waterhouse, J.B.; 		Telfordian		Makarewan		288.5	251.0		GNS GS 5080	DETERMINATIONS PUBLISHED WATERHOUSE 1959, G.S.BULL. 35: 47; WATERHOUSE 1963, NZJGG 6 (4): 587-622, 6 (5): 817-42; WATERHOUSE 1964, PAL.BULL. 35; WATERHOUSE 1976, JRSNZ 6 (2): 221-5; WATERHOUSE 1982, PAL.BULL. 48.	
G45/f8615	S170/f0615	Outcrop							1949								GNS B 193	cf. Cladophlebis - not determinable, only fossil listed.	
G45/f8629	S170/f0629	Outcrop						Campbell, H.J.; 	September 4, 1979	Etalian		Oretian		245.5	221.0		GNS GS 5154		
G45/f8629	S170/f0629	Outcrop						MacFarlan, D.A.B.; 	1992	Etalian				245.5	238.0		GNS GS 5154	MacFarlan, D.A.B. 1992 Triassic and Jurassic Rhynchonellacea (Brachiopoda) from New Zealand and New Caledonia. Royal Society of New Zealand Bulletin 31: 310pp	
G45/f8665	S170/f0665	Outcrop	C191					Waterhouse, J.B.; 		Telfordian		Makarewan		288.5	251.0		GNS GS 11143	NO LIST.	
G45/f8665	S170/f0665	Outcrop	C191																
G45/f8667	S170/f0667	Outcrop						Waterhouse, J.B.; 		Telfordian		Makarewan		288.5	251.0		GNS GS 9188	BRACHIOPOD DETERMINATIONS PUBLISHED WATERHOUSE 1968, PALEONT. 129; WATERHOUSE 1976, JRSNZ 6 (2): 227-52; WATERHOUSE 1982, PAL.BULL. 48. BIVALVE DETERMINATIONS PUBLISHED WATERHOUSE 1976, JRSNZ 6 (2): 227-52.	
G45/f8676	S170/f0676	Outcrop	159					Force, L.M.; 	1968	Puruhauan				259.8	254.2				
G45/f8677	S170/f0677	Outcrop	Trig DD					Force, L.M.; 	1968	Puruhauan				259.8	254.2				
G45/f8678	S170/f0678	Outcrop	158					Force, L.M.; 	January 1958	Puruhauan				259.8	254.2				
G45/f8683	S170/f0683	Outcrop						Waterhouse, J.B.; 		Puruhauan				259.8	254.2		GNS GS 11133	DETERMINATIONS PUBLISHED WATERHOUSE 1976, JRSNZ 6 (2): 227-52; WATERHOUSE 1982, PAL.BULL. 48.	
G45/f8684	S170/f0684	Outcrop						Waterhouse, J.B.; 		Telfordian		Puruhauan		288.5	254.2		GNS GS 11134	DETERMINATIONS PUBLISHED WATERHOUSE 1976, JRSNZ 6 (2): 227-52; WATERHOUSE 1982, PAL.BULL. 48.	
G45/f8686	S170/f0686	Outcrop						Waterhouse, J.B.; 		Telfordian		Makarewan		288.5	251.0		GNS GS 11136	DETERMINATIONS PUBLISHED WATERHOUSE 1976, JRSNZ 6 (2): 227-52; WATERHOUSE 1982, PAL.BULL. 48.	
G45/f8687	S170/f0687	Outcrop						Waterhouse, J.B.; 		Telfordian		Makarewan		288.5	251.0		GNS GS 11137	DETERMINATIONS PUBLISHED WATERHOUSE 1976, JRSNZ 6 (2): 227-52; WATERHOUSE 1982, PAL.BULL. 48.	
G45/f8688	S170/f0688	Outcrop						Waterhouse, J.B.; 		Telfordian		Makarewan		288.5	251.0		GNS GS 11138	DETERMINATIONS PUBLISHED WATERHOUSE, JRSNZ 6 (2): 227-52; WATERHOUSE 1982, PAL.BULL. 48.	
G45/f8689	S170/f0689	Outcrop						Waterhouse, J.B.; 		Telfordian		Makarewan		288.5	251.0		GNS GS 11139	DETERMINATIONS PUBLISHED WATERHOUSE 1976, JRSNZ 6 (2): 227-52; WATERHOUSE 1982, PAL.BULL. 48.	
G45/f9498	S171/f0498	Outcrop						Waterhouse, J.B.; 		Telfordian		Makarewan		288.5	251.0		GNS GS 1456	BIVALVE DETERMINATIONS PUBLISHED WATERHOUSE 1963, PALEONT. 6: 699-717; WATERHOUSE 1979, PAP. QLSD. UNIV. GEOL. DEPT. 9 (1): 1-22; WATERHOUSE 1982, PAL.BULL. 49. BRACHIOPOD DETERMINATIONS PUBLISHED WATERHOUSE 1964, PAL.BULL. 35; WATERHOUSE 1978, NZJGG 21 (4): 517-30; WATERHOUSE 1982, PAL. BULL. 48. GASTROPOD DETERMINATIONS PUBLISHED NZJGG 6: 587-622; NZJGG 6 (5): 833. DETERMINATIONS PUBLISHED WATERHOUSE 1963, NZJGG 6 (1): 98; NZJGG 6 (4);	
G46/f9735	S179/f0735	Outcrop	JDC 2287					Campbell, J.D.; 	November 1, 1968										
G46/f9735	S179/f0735	Outcrop	JDC 2287					MacFarlan, D.A.B.; 	1992	Etalian				245.5	238.0		Otago U OU JDC 2287	MacFarlan, D.A.B. 1992 Triassic and Jurassic Rhynchonellacea (Brachiopoda) from New Zealand and New Caledonia. Royal Society of New Zealand Bulletin 31: 310pp	
H46/f0172A		Outcrop	JDC3108					Campbell, J.D.; 	April 1997	Etalian				245.5	238.0				
H46/f0172B		Outcrop	JDC3108					Campbell, J.D.; 	February 1998	Etalian				245.5	238.0				
H46/f0266		Outcrop	JDC 4591,92					Campbell, J.D.; 	March 7, 1998	Etalian				245.5	238.0				
H46/f0288		Outcrop	JDC 4658					Campbell, J.D.; Grebneff, A.; 	May 19, 1998	Etalian				245.5	238.0				
H46/f0320		Outcrop	JDC 3550					Cambell, J.D.; 	August 1979	Etalian	?			245.5	238.0				
H46/f8501	S179/f0501	Outcrop						Marwick, J.; 	1950	Etalian				245.5	238.0	or Gk.	GNS GS 5116		
H46/f8501	S179/f0501	Outcrop						MacFarlan, D.A.B.; 	1992	Kaihikuan				238.0	229.0		GNS GS 5116	MacFarlan, D.A.B. 1992 Triassic and Jurassic Rhynchonellacea (Brachiopoda) from New Zealand and New Caledonia. Royal Society of New Zealand Bulletin 31: 310pp	
H46/f8646	S179/f0646	Outcrop	JDC 1420					Campbell, J.D.; 		Etalian	?			245.5	238.0				
H46/f8646	S179/f0646	Outcrop	JDC 1420					MacFarlan, D.A.B.; 	1992	Etalian				245.5	238.0		Otago U OU JDC 1420	MacFarlan, D.A.B. 1992 Triassic and Jurassic Rhynchonellacea (Brachiopoda) from New Zealand and New Caledonia. Royal Society of New Zealand Bulletin 31: 310pp	
