**************************************************************************************************************
Data downloaded from FRED (http://www.fred.org.nz) on August 5, 2014
FRED is the computer database for the NZ Fossil Record File (FRF), which is a nationally significant database administrated by GSNZ and GNS Science                                
Please acknowledge use of this data in publications, reports and presentations.                               
**************************************************************************************************************

********
Paleontology
********
FR Number	Yard FR Number	Locality Type	Field Number/Drillhole Name	Depth From	Depth To	Depth Unit	Drill Type	Identifiers	Identification Date	Stage Lower	Lower Modifier	Stage Upper	Upper Modifier	Age Start	Age Stop	Stage Comments	nLab Number	Collection Comments
Brachiopoda	Notospirifer microspinosus																																																																																																									*		*		*												*								*																																																																																																																										
Brachiopoda	Notospirifer sp.																																*		*																																																																																																																																																																																																																									
Brachiopoda	Orbiculoidea sp.																																																																																																																																			*																																																																																																																								
Brachiopoda	Orthotetidina gen. indet.																																																																																																											*								*																																																																																																																																								
Brachiopoda	Plekonella acuta																																																																																																																													*			*																																																																													*		*					*		*				*																																	
Brachiopoda	Plekonella iniquitas																																																			*																																																																																																																																																																																																								
Brachiopoda	Plekonella multicostata																																																																																																									*		*		*												*					*			*	*																																																																																																																									
Brachiopoda	Productus																																																																																																										1 frag.				1 fragmentary does not have Terrakea spines, but fine radials in structure and perhaps surface.																																																																																																																																													
Brachiopoda	Pseudocyrtina sp.																																																																																																																																																																																																																																																			*								
Brachiopoda	Pseudodielasma																																																			*																																																																																																																																																																																																								
Brachiopoda	Psioidiella nelsonensis																																																								*																																																																																																																																																																																																			
Brachiopoda	Psioidiella sp.																																																																																																																																																																																																																																																			or Rastelligera sp.								
Brachiopoda	Pustuloplica sp.																																																																																																																													*																																																																																																																														
Brachiopoda	Retzia sp.																									*																																																																																																																																																																																																																																		
Brachiopoda	Rhynchonella					*																																																																																																																																																																																																																																																						
Brachiopoda	Rhynchonella aff. zealandica				*																																																																																																																																																																																																																																																							
Brachiopoda	Rhynchonella cf. zealandica																																																									*																																																																																																																																																																																																		
Brachiopoda	Rhynchonella indet.																																																																																																																																																																																		*											*																																																														
Brachiopoda	Rhynchonella n.sp.																																																																																																																																																																									*							*		*	*		*	*	*	*	*	*	*				*				*	*	*	*	*																																																				
Brachiopoda	Rhynchonella nuggetensis																																													Sample 96. One dorsal interior cannot be separated from topotypes.																																																																																																																																																																																																														
Brachiopoda	Rhynchonella sp.	*			*		*				*							small sp. as at S159/f509		as at S159/f574		as at S159/f574		as at S159/f574		*				*												As for S159/230851 cf. that at S179/566094, 152 metres below Gk in Kaka Point section.		cf. larger specimens of DSC126, S159/240844 - perhaps of R. nuggetensis lineage.		Sample 95. 11 sub-equal plicae, of species 500 feet below Gk in Kaka Point section.				cf. Fraser's Ford, type Ge.				*											*	*													*																				*								*																										*									20 equal plicae with some bifurcation.																															*		*														Two species																																																															
Brachiopoda	Rhynchonella sp. aff. zealandica																																													Roughly plicate.																																																																																																																																																																																																														
Brachiopoda	Rhynchonellacea gen. indet.																																																																																																																	*		*										*																																																																																																																														
Brachiopoda	Rhynchonellida n.sp.																																																																										*																																																																																																																																																																																	
Brachiopoda	Rhynchonellidae																																																																																																																																										*																																n.gen. et.spp. 2 spp.																																																																																	
Brachiopoda	Rhynchonellidae n.sp.																																																																												Small and strongly ribbed as at Kaka Point and North Range.																																																																																																																																																																															
Brachiopoda	Rhynchonellidae sp.																																																																			*																																																																																																																																																																																								
Brachiopoda	Sakawairhynchia aparimaensis																																																																																																																																																																															*																																																																												
Brachiopoda	Spinomartinia spinosa																																																																																														*																																					*																																																																																																																								
Brachiopoda	Spirifer																																																																																																										(?Neospirifer). Fine divaricating radials, not punctate shell structure, dorsal valve with two long side septal plates, many small.																																																																																																																																																	
Brachiopoda	Spirifer cf. tasmaniensis																																																																																																															*																																																																																																																																												
Brachiopoda	Spiriferella																																																																																																																																																																																																															*						*																																						
Brachiopoda	Spiriferidae gen. indet.																																	*																																																																																																																																																																																																																										
Brachiopoda	Spiriferidae indet.																																																																																																																																																																																		*																																																																									
Brachiopoda	Spiriferina ?aff. parki				*																																																																																																																																																																																																																																																							
Brachiopoda	Spiriferina aff. kaihikuana				*																																																							As at S159/574. Some doubt.																				Known from Malakoff Hill																																																																																																																																																																												
Brachiopoda	Spiriferina cf. kaihikuana																			as at S159/f574		as at S159/f574																																																																																																																																																																																																																																						
Brachiopoda	Spiriferina fragilis																																													Common.																																																																																																																																																																																																														
Brachiopoda	Spiriferina n.sp.																																																																												Called Mutchior etaliana by JDC																																																																																																																																																																															
Brachiopoda	Spiriferina n.sp. cf. kaihikuana								*																																																																																																																																																																																																																																																			
Brachiopoda	Spiriferina sp.						*				*		*																	*												cf. DSC 96 S159/230851.				Samples 95 and 96. May not be conspecific. 96 = punctate, uniplicate folds on lateral slopes diminshing outwardly cf. GS4524, Pukerau Baths. 95 = ?punctate, ?weakly plicate, sub equal folds (plicae) on lateral slops ??Mentzeliopsis.																																		Known from Pukerau baths																																																																																																																																																																												
Brachiopoda	Spiriferina spp.																									2																																																																																																																																																																																																																																		
Brachiopoda	Spiriferinidae																																																																																																																																								*																										n.d.																																																																																									
Brachiopoda	Spiriferinidae gen. indet.																																																																																																																																																									JGB - 24/11/83															*																																																																																			
Brachiopoda	Spiriferinidae gen.indet.																																																																																																																																																																																																																											?Alipunctifera - JGB																																
Brachiopoda	Stenoscisma papilio																																																																																																													*																						*																																																																																																																								
Brachiopoda	Stenoscisma sp.																																																																																																											*																																																																																																																																																
Brachiopoda	Taeniothaerus? sp.																																																																																																																																																		*																																																																																																									
Brachiopoda	Terebratellidae																																																																																																																																																																		n.d.																																																																																									
Brachiopoda	Terebratula n.sp.																																																																																																																																																																																																							*	*																																																			
Brachiopoda	Terebratula sp.																									*																				Sample 96.										*																																	*																																																									*																													*											*																																																																		
Brachiopoda	Terebratulida indet.																																																																								gen et sp indet.																																																																																																																																																																																			
Brachiopoda	Terebratulidae sp.																																																																																																						*																																	*																																																																																																																				
Brachiopoda	Terebratulidina indet.																																																																																																																																																																																			*							*	*																																																																
Brachiopoda	Terrakea																																																																																																															*				*																																																																																																																																								
Brachiopoda	Terrakea pollex aurispina																																																																																																											*																																																																																																																																																
Brachiopoda	Terrakea sp.																																																																																																																																																																																																																*										*																																	
Brachiopoda	Terrakea verecundum																																																																																																											*																																																																																																																																																
Brachiopoda	Tetrarhynchiinae gen. indet.																																																																																																																																																																																																																			sp. b of JGB 1981																																								
Brachiopoda	Tetrarhynchiinae gen.indet.																																																																																				*																																																																																																																																																																							
Brachiopoda	Tomiopsis antesulcata																																																																																																																																																																																																												*								*	*																																						
Brachiopoda	Tomiopsis furca																																																																																																																																																																																																																		*								*				*																													
Brachiopoda	Tomiopsis ingelarensis																																																																																																																																																								*																																																																																																			
Brachiopoda	Tomiopsis parallela																																																																																																																																			*																																																																																																																								
Brachiopoda	Tomiopsis sp.																																*																																																																																																																																																																																										*																																	
Brachiopoda	Trabeculatia trabeculum																																																																																																																																																																																																																																																										*	
Brachiopoda	Trigonotreta cf. wairakiensis																																*																																																																																																																																																																																																																											
Brachiopoda	Waagenoconcha aff. imperfecta																																																																																																															*																																																																																																																																												
Brachiopoda	Wairakiella n. sp. ?																															*																																																																																																																																																																																																																												
Brachiopoda	Wairakiella rostrata																															*	*	*	*																	*	*																																																																																																																																																																																																							
Brachiopoda	Wairakiella sella																																																																																																																													*			*																																																																																																																											
Brachiopoda	Wairakirhynchia cf. morleyensis									*																																																																																																																																																																																																																																																		
Brachiopoda	Wairakirhynchia etaliana																																			*	*	*	*				*				*		*						*				*								*			*				*		*		*																						*																			*															holotype OU 17382	*															*		*										*		*		*		*				*		*																											*	*																			*								*	*	*		*	*																		
Brachiopoda	Wairakirhynchia etaliana?																																																																																																																																																						*																																																																																																					
Brachiopoda	Wairakirhynchia morleyensis											*		*					*								*		*																																																																																																																																																																																																																															
Brachiopoda	Wairakirhynchia susvallensis																																																						*																																																																																																											holotype NZGS BR1787		*		*						*																													*																																																			
Bivalvia	'Chlamys' sp.																																																																																																																																																																																																																																																					*	*					
Bivalvia	'Lima' sp.																																																																																																																																																																																																																											*															*											*	*					
Bivalvia	? Arcidae																															*																																																																																																																																																																																																																												
Bivalvia	? Chaenomya sp.																															*																																																																																																																																																																																																																												
Bivalvia	? Claraia sp.																																																																																																																																																																																																																																										*																	
Bivalvia	? Daonella sp.																																																																	*																																																																																																																																																																																										
Bivalvia	? Eopecten sp.																																																																																																																																																																																																																																										*																	
Bivalvia	? Trabeculatia																															*																																																																																																																																																																																																																												
Bivalvia	?Anodontophora sp.																									*				*																																																																																																																																																																																																																														
Bivalvia	?Bakevelloides sp.																																																																																																																																																			*																																																																																																								
Bivalvia	?Camptochlamys																																																								*																																																																																																																																																																																																			
Bivalvia	?Daonella																																																																																																																																																																																										Fragments	Fragments																																																																
Bivalvia	?Limatula sp.																													*																																																																																																																																																																																																																														
Bivalvia	?Myalina sp.																																																																																																													*																																																																																																																																														
Bivalvia	?Mysidioptera					or Plagiostoma																																																																																																																																																																																																																																																						
Bivalvia	?Paleoneilo sp.																																																																																																																																													*																																																																																																														
Bivalvia	?Permophorus n.sp.																																																																																								*																																																																																																																																																																			
Bivalvia	?Plagiostoma cf. inversa																																																																																																																																			*																																																																																																																								
Bivalvia	?Stutchburia sp.																																*																																																																																																																																																																																																																											
Bivalvia	?Triaphorus sp.																																																																																																																																																																		*																																																																																									
Bivalvia	?Vacunella sp.																																																																																																					*																																																																																																																																																						
Bivalvia	aff. Chlamys sp.																																																																															*																																																																																																																																																																												
Bivalvia	aff. Otapiria n. sp.																																																																																																																																																															*							*																																																																																					
Bivalvia	Arcidae gen. indet.																																																																																																																																																															n. sp. Internal of RV only																																																																																												
Bivalvia	Astartidae																															*																																																																																																																																																																																																																												
Bivalvia	Astartila sp.indet.																																																																																																																																																								*																																																																																																			
Bivalvia	Atomodesma																																																																																																									*										*					*																																																																																																																																			
Bivalvia	Atomodesma cf. trechmanni																																																																																																													*												*																																																																																																																																		
Bivalvia	Atomodesma sp.																																																																																																																										*	*	*																																																																																																															fragments	fragments								*			fragments				
Bivalvia	Atomodesma trabeculum																																																																																																																																																																																																																																													*	*	*	*	*	*	*						*		
Bivalvia	Atomodesma trechmanni																																																																																																															*															*																																																																																																																													
Bivalvia	Atomodesmatinae																																sp.																																																																																																																																																																																																																											
Bivalvia	Atomodesmatinae gen. indet.																																																														*	*																																																																																																																																																																																												
Bivalvia	Atomodesmatinae gen.indet.																																																																																											gen. et sp. indet.									gen. et sp. indet.																																																																																																																																																							
Bivalvia	Aviculopectinidae gen. indet.																																																																																																													*																																																																																																																																														
Bivalvia	Aviculopectinidae sp.																																																																																																																																																																																																																																										*											*	*					
Bivalvia	Balantioselena sp.																																																																																																																																																			*																																																																																																								
Bivalvia	Camptonectes sp.																																																																																																																																																			*																																																																																																								
Bivalvia	Corrugopecten																																																																																																																																																																																																															*																																												
Bivalvia	Daonella																																																																																																																																																																									Fragments					*																																																																													
Bivalvia	Daonella cf. apteryx																																																																																																																																																															*							*																																																																																					
Bivalvia	Daonella indica																																																	*																																																																																																																																																																																																										
Bivalvia	Daonella jadii																																																																																																																																																			*		*																																																																																																						
Bivalvia	Daonella n.sp.																*																																																																																																																																																																																																																																											
Bivalvia	Daonella sp.																									*																																							*																																		*																																											*		fragments																			*								*								+ fragments						*				*								*																																																							
Bivalvia	Etalia johnstoni																																																																																																																																																													*							n.gen. et sp.				n.gen. et sp.																										*							*																		n.gen. et sp.																																
Bivalvia	Etalia n.sp. a																																																																																																																																																												right valves																																																																																															
Bivalvia	Etalia n.sp. b																																																																																																																																																												right valves																																																																																															
Bivalvia	Etheripecten cf. striatura																															*	*																																																																																																																																																																																																																											
Bivalvia	Etheripecten sp.																																*	*																																																																																																																																																																																																																										
Bivalvia	Etheripecten sp. f																																																																																																																																																																																																															*																																												
Bivalvia	Etheripecten striatura																																																																																					*																								*																																																																																																																																														
Bivalvia	gen. indet.																															*																																																																														Globicarina or Pachydomus gigas																																						'Actinodontoph?? sp.' presumed to be reference to a bivalve with an actinodont hinge.				*																	*																																																																		*														shelly material, fragments			
Bivalvia	gen.indet.																																																																														*																																																																																																																																																																													
Bivalvia	Gryphaeidae sp.																																																																																																																																																			*																																																																																																								
Bivalvia	Halobiidae																																																																									*																																																																																																																																																																																		
Bivalvia	Halobiidae sp.																																																																			*																																																																																																																																																																																								
Bivalvia	indet.																																																																								*																																																																																																																																																																																			
Bivalvia	Inoceramus galoi																																																																																																																																																																																																																																																					*						
Bivalvia	Leptochondia sp.																																																																																			probably Etalia johnstoni - HJC																																																																																																																																																																								
Bivalvia	Limidae																																n. gen. et sp.																																																																																																																																																																																																																											
Bivalvia	Limidae n. gen.																															cf. Antiquilima n. sp.																																																																																																																																																																																																																												
Bivalvia	Maitaia																																																																																																										*				Fragments.		Fragments numerous.																																																																																																																																											
Bivalvia	Maitaia sp.																																																																																						Fragments.																		*		*																																																																																																																																																	
Bivalvia	Maitaia trechmanni																																																																																															*						*																																																																																																																																																						
Bivalvia	Malayomaorica malayomaorica																																																																																																																																																																																																																																																					*						
Bivalvia	Monotis (Maorimonotis) calvata																																																																																																																																																																																																																																																			*								
Bivalvia	Monotis (Maorimonotis) routhieri																																																																																																																																																																																																																																																			*								
Bivalvia	Myoconchinae  gen. indet.																															*																																																																																																																																																																																																																												
Bivalvia	Myonia sp.																																*																																																																																																																																																																																																																											
Bivalvia	Myophoriidae gen. indet.																															*																																																																																																																																																																																																																												
Bivalvia	Mytilidesmatella																																																																																																											*																																																																																																																																																
Bivalvia	Notomya sp.																															*																																																																																																																																																																																																																												
Bivalvia	Nuculana (Nuculana) cf. semicrenulata															*																																																																																																																																																																																																																																												
Bivalvia	Nuculana sp.																									*																															*																																																																																																																																																																																																			
Bivalvia	Nuculanidae sp.																																																																																																																																																			*																																																																																																								
Bivalvia	Nuculidae																																																																									*																																																																																																																																																																																		
