**************************************************************************************************************
Data downloaded from FRED (http://www.fred.org.nz) on August 5, 2014
FRED is the computer database for the NZ Fossil Record File (FRF), which is a nationally significant database administrated by GSNZ and GNS Science                                
Please acknowledge use of this data in publications, reports and presentations.                               
**************************************************************************************************************

********
Paleontology List
********
FR Number		D39/f0031	D39/f0031	D41/f7512	D41/f7515	D41/f7515A	D41/f9546	D42/f0054A	D42/f0069	D42/f0070	D42/f0077	D42/f0079	D42/f7517	D43/f0015	D43/f0015	D43/f0028	D43/f9524	D43/f9524	D43/f9537	D43/f9537	D43/f9537A	D43/f9537A	D44/f0016	D44/f0017	D44/f0018	D44/f0022	D44/f0022	D44/f0033	D44/f0036	D44/f0043	D44/f0044	D44/f0044	D44/f0044A	D44/f0044A	D44/f0044A	D44/f0046	D44/f0047	D44/f0048	D44/f0049	D44/f0049	D44/f0117	D44/f0141	D44/f0141	D44/f0143	D44/f0143	D44/f0144	D44/f0145	D44/f0146	D44/f0147	D44/f0148	D44/f0148	D44/f0149	D44/f0149	D44/f0150	D44/f0150	D44/f0151	D44/f0151	D44/f0152	D44/f0153	D44/f0154	D44/f0155	D44/f0155	D44/f0155A	D44/f0155A	D44/f0156	D44/f0157	D44/f0176	D44/f0176	D44/f0184	D44/f0192	D44/f0204	D44/f0204	D44/f0222	D44/f0222	D44/f0223	D44/f0223	D44/f0232	D44/f0234	D44/f0235	D44/f0236	D44/f0238	D44/f0239	D44/f0240	D44/f0241	D44/f0242	D44/f0243	D44/f0285	D44/f0285	D44/f0286	D44/f0286	D44/f7562	D44/f9001	D44/f9002	D44/f9003	D44/f9020	D44/f9036	D44/f9036	D44/f9062	D44/f9062	D44/f9129	D44/f9130	D44/f9130	D44/f9131	D44/f9132	D44/f9132	D44/f9133	D44/f9133	D44/f9478	D44/f9478	D44/f9478	D44/f9478	D44/f9478A	D44/f9478B	D44/f9478B	D44/f9478B	D44/f9478C	D44/f9478C	D44/f9479	D44/f9479	D44/f9480	D44/f9480	D44/f9511	D44/f9511	D44/f9542	D44/f9542	D44/f9542	D44/f9543	D44/f9543	D44/f9543	D44/f9553	D44/f9559	D44/f9559	D44/f9604	D44/f9604	D44/f9604	D44/f9604	D44/f9604A	D44/f9604A	D44/f9621	D44/f9622	D44/f9623	D44/f9624	D44/f9624	D44/f9625	D44/f9626	D44/f9651	D44/f9671	D44/f9672	D44/f9672A	D44/f9672A	D44/f9672A	D44/f9751	D44/f9751	D44/f9779	D44/f9779	D44/f9779A	D44/f9780	D44/f9780	D44/f9861	D44/f9863	D44/f9864	D44/f9865	D44/f9870	D44/f9870	D44/f9872	D44/f9873	D44/f9874	D44/f9875	D44/f9876	D44/f9878	D44/f9881	D44/f9882	D44/f9883	D44/f9885	D44/f9888	D44/f9891	D44/f9891	D44/f9892	D44/f9892	D44/f9894	D44/f9894	D44/f9949	D44/f9949A	D44/f9951	D44/f9954	D44/f9955	D44/f9957	D44/f9958	D44/f9959	D44/f9960	D45/f0032	D45/f0032	D45/f0036	D45/f0037	D45/f0037	D45/f0038	D45/f0042	D45/f0045	D45/f0047	D45/f0048	D45/f0053	D45/f0053	D45/f0068	D45/f0096	D45/f0096	D45/f0096A	D45/f0097	D45/f0097	D45/f0098	D45/f0098	D45/f0098A	D45/f0098A	D45/f0176	D45/f0298	D45/f0319	D45/f0320	D45/f0328	D45/f0328	D45/f7443A	D45/f7443A	D45/f7500	D45/f7500	D45/f7500	D45/f7500	D45/f7500A	D45/f7500A	D45/f7500B	D45/f7500B	D45/f7500C	D45/f7500C	D45/f7500C	D45/f7540	D45/f7540	D45/f7570	D45/f7570	D45/f7572	D45/f7572	D45/f7574	D45/f7574	D45/f7574	D45/f7574	D45/f7574	D45/f7574	D45/f7574A	D45/f7574B	D45/f7574B	D45/f7574C	D45/f7579	D45/f7579	D45/f7590	D45/f7590	
Scaphopoda	?Plagioglypta furcata																																																																																																																																											*	*																																																																																																															
Scaphopoda	?Plagioglypta sp.																																																																																																																																																			*																																																																																																								
Scaphopoda	Dentalium sp.																														*																																																																																																																																																																									?													*																																							
Scaphopoda	Dentalium? sp.																																																																																																							*																																																																																																																																																				
Scaphopoda	gen. indet.																																	*																																																																																																																																																																																																																										
Scaphopoda	Plagioglypta sp.																								*																																																																																											*																																																																																																																																								
Scaphopoda	Prodentalium sp.																																																																																																												*																																																																																																																																															
Nautiloidea	? Clydonautilus sp.																																																																																																																																																																																																																																	*																										
Nautiloidea	gen. indet.																																																																																																																											Orthocone																																																																																																																																
Nautiloidea	gen.indet.																																																																																																																																																						orthocone																																																																																																					
Nautiloidea	Michelinoceras sp.																																									sp. B.																																																																																																																																																																																																																		
Nautiloidea	Michelinoceras sp. a																																*																																																																																																																																																																																																																											
Nautiloidea	Michelinoceras sp. b																																*																																																																																																																																																																																																																											
Nautiloidea	Nautilidae																																																																																																																																																																																																													Undetermined nautiloid.																																														
Nautiloidea	Orthoceras																																																																																																																																																																																																						Orthocone.																																																					
Nautiloidea	Orthoceratacea gen.indet.																																																																																																																																																																																																																													*																														
Nautiloidea	Orthoceratidae																																				*																																																																																																																																																																																																																							
Nautiloidea	Orthoceratidae gen. indet.																																																																																																																																																																																																																												*																															
Ammonoidea	? Beaumontites sp.																																																																																																																																																																																																																																													*														
Ammonoidea	? Leiophyllites sp.																																																																																																																																																																																																																																													*														
Ammonoidea	?Amphipopanoceras sp.																																				*					*																																																																																																																																																																		*																																																
Ammonoidea	?Anagymnotoceras sp.																																																																																																																																																							JGB 3/10/1983																																																																																																				
Ammonoidea	?Beyrichitidae																													*																																																																																																																																																																																																																														
Ammonoidea	?Gymnotoceras sp.																																																																																																																																																																																																											*																																																
Ammonoidea	?Leiophyllites marshalli																																																																																																																																																																																																											*																																																
Ammonoidea	?Sturia																														*																																																																																																																																																																																																																													
Ammonoidea	Ammonites																																																																																																																																																																																																Ammonoid indet.					Ammonoid fragment.	Ammonoid.							Undetermined ammonoid.			Beyrichitidae?																																											
Ammonoidea	Amphipopanoceras fraseri																														*								*																																																																			*																																																																																																																										*																								
Ammonoidea	Amphipopanoceras sp.																																*						cf. 'Longobardites'																																		*																																																																																																																											*																									*	*								*			*																		*	
Ammonoidea	Anaptychus indet.																				*																																																																																																																																																																																																																																							
Ammonoidea	Beaumontites bartrumi																																																																																																																																																																															*		*																																																																										
Ammonoidea	Beaumontites routi																																																																																																																																																																															*		*																																																																										
Ammonoidea	Beaumontites tepungai																																																																																																																																																																																																																																							*																				
Ammonoidea	Flemingites cf. lidacensis																																																																																																																																																																																																																																																*											
Ammonoidea	gen. indet.																		Aptychus.												Aptychus.		anaptychus				Ammonoid indet. Large, finely ornamented with apertural grooves.		Aptychus			Anaptychus.																																																						aptychus								*																																																?Psilosturia																																							fragments only			*																											?ammonoid																	squashed		*		*			*							
Ammonoidea	gen.indet.																																																																																																																																																																																																																													*																														
Ammonoidea	Gymnotoceras sp.																																																																																																																																																																																																													*																																														
Ammonoidea	Leiophyllites marshalli																																				*		*			Excellent specimen.																																																																																																																																																																																	*		*	*						*																								
Ammonoidea	Leiophyllites sp.																														*		*																																																																							*		*																																																																						*																								*																																																				
Ammonoidea	Monophyllites																																									cf. Sphaerophyllus (Hauer)																																																																																																																																																																																																																		
Ammonoidea	Monophyllites sp.																																				*		*			sp. A. Very large.																																																																																																																																																																		*																	*	*																														
Ammonoidea	Monophyllites?																														*																																																																																																																																																																																																																													
Ammonoidea	n. sp.																																																																																																																																																																																																																						*																																					
Ammonoidea	Orthoceratida																													*	*																																																																																																																																																																										*																																																			
Ammonoidea	Owenites cf. koeneni																																																																																																																																																																																														*																																																													
Ammonoidea	Owenites n. sp. cf. egrediens																																																																																																																																																																																																																																																*											
Ammonoidea	Owenites sp.																																																																																																																																																																																																										?Owenites sp. 13/10/80				*																																													
Ammonoidea	Parapopanoceras fraseri																																																																																																																																																																															*		*																																																																										
Ammonoidea	Parapopanoceras sp.																																																																																																																																																											*																																																																																																
Ammonoidea	Parapopanoceras spp.																																																																																																																																																																																																																										*								 = Beaumontites																									
Ammonoidea	Parapopanoceras tepungai																																																																																																																																																																																	*																																															*																											
Ammonoidea	Ptychites																																																																																																																																																																																																			*																																																								
Ammonoidea	sp.																																																																																																																																																																																																								Evolute ammonoid.																																																			
Ammonoidea	Sturia sp.																																*																																																																																																																																																																							*						? Ornament fragment only.															- JGB 12/10/1983	JGB 12/10/83																														
Ammonoidea	Subvishnuites sp.																																																																																																																																																																																																																																																*											
Ammonoidea	Ussuria sp.																																																																																																																																																																																																																										*																																	
Cephalopoda	Atractites																																						*																																																																																																																																																																																																																					
Cephalopoda	gen. indet.																																																																																																							orthocone																																																																																																																																																				
Mollusca	?Conocardium sp.						*																																																																																																																																																																																																																																																					
Mollusca	Bransonia sp.																																																*												*																																																																																										*																																																																																																					
Mollusca	Conocardium cf. australe																																																																																																																																																*			*																																																																																																								
Mollusca	Conocardium robustum																																																																																																												*																																																																																																																																															
Mollusca	Conocardium sp. a																																																																																																																																											*																																																																																																																
Mollusca	Conocardium sp. b																																																																																																																																																																								*																																																																																			
Mollusca	Rostroconcha																																																														cf. bransonia sp. indet.																																																																																																																																																																																													
Annelida	gen. indet.																																																																																																							calcareous tube worms																																																																																																																																																				
Ostracoda	gen. indet.																														*																																																																																																																																																																			Ostracod.																																																										
Ostracoda	sp.																																																																																																																																																																																																						Ostracode.	Ostracode.	Ostracode.																																																			
Arthropoda	?Crustacea																														Crustacean fragments. Possibly Lepadomorpha?																																																																																																																																																																																																																													
Arthropoda	Crustacea																													Limbs.																																																																																																																																																																						Fragments.				? Limb fragments.									Crustacea remains?																																											
Arthropoda	Eolepas sp.																																																																																																																																																																																																							Goose barnacle.																																																				
Arthropoda	gen. indet.																						Family Phillipsiidae. Genus Paraphillipsia or Permapraetus.																																																																																																																																	*																																																																																																				
Arthropoda	Ostracoda																																																																																																																																																																																																			*																																																								
Crinoidea								*	*	*																																		*				*	*			*				*			*																																																																																																																																																																									*																								
Echinoidea	?Serpianotiaris n.sp.																																*																																																																																																																																																																																																																											
Echinoidea	Cidaroida																																																																																																																																																																																																	Spine.		Spine.			Spine.	Spines.																																																				
Echinoidea	gen. indet.																														Spines.																																																																									spines																																																cidaroid spines-frags,																																																																																																				
Echinoidea	Miocidaridae																														cf. Serpianotiaris.																																																																																																																																																																																																																													
Echinodermata	gen. indet.															crinoid fragments							Recrystallised fragments.	*	Trace fossils and carbonaceous material.												Echinoid spine.																																																																																																																																																																																																																							
Reptilia	gen. indet.																													Reptilian teeth.	Reptilian bones.						?Saurian bone.					Bone fragment.																																																																bones																																																																																																																																																		
Reptilia	Ichthyosauria indet.																																																																																																																											Probable Ichthyosaur based on vertebrae shape		Based on vertebrae shape.																																																																																																																														
Reptilia	sp.																																																																																																																																																																																																							? Reptilian jaw fragment.																																																				
Osteichthyes	gen. indet.																																																																													Fish scales of paleoniscid affinities with radial and concentric ornament																																																																																																																																																																														
Ichnofossils																																																		*																																																																																																																																																																																																										
Chordata	gen. indet.																																vertebral remains																																																																																																																							tooth																																																																																																				
Chordata	sp.																																																																																																																																																																																																								Small tooth. Reptilian?																																																			
Incertae Sedis	gen. indet.																																																																																																																																											long tubular specimen.																																																																																																																

FR Number		D45/f7592	D45/f7592	D45/f7592	D45/f7594	D45/f7649	D45/f7746	D45/f7746	D45/f7763	D45/f7763	D45/f7905	D45/f7905	D45/f7906	D45/f7906	D45/f7906A	D45/f7906A	D45/f7906B	D45/f7911	D45/f7911	D45/f7914	D45/f7914	D45/f7916	D45/f7916	D45/f7918	D45/f7918	D45/f7972	D45/f7972	D45/f7973	D45/f7973	D45/f7976	D45/f7976	E44/f0012	E44/f0012A	E44/f0012B	E44/f0017	E44/f0063	E44/f0063	E44/f0064	E44/f0064	E44/f0065	E44/f0065	E44/f8437	E44/f8437	E44/f8439	E44/f8439	E44/f8467	E44/f8467	E44/f8468	E44/f8468	E44/f8473	E44/f8473	E44/f8886	E44/f8889	E44/f9538	E44/f9538	E45/f0354	E45/f9432	E45/f9730	E45/f9730	E45/f9982	E45/f9982	E45/f9986	E47/f0004	E47/f0006	F45/f0102	F45/f0103	F45/f0103	F45/f0167A	F45/f0167B	F45/f0267	F45/f0268	F45/f0326	F45/f0326	F45/f0333	F45/f8940	F45/f8940	F45/f8941	F45/f8941	F45/f8980	F45/f8981	F45/f8981	F45/f9535	F45/f9535	F45/f9535	F45/f9535	F45/f9546	F45/f9546	F45/f9546A	F45/f9559	F45/f9581	F45/f9581	F47/f0008	F47/f0008	F47/f0037	F47/f6503	F47/f6503	F47/f6506	F47/f6539	G45/f0003	G45/f0003	G45/f0023A	G45/f0073	G45/f0091	G45/f8591	G45/f8591	G45/f8592	G45/f8592	G45/f8592A	G45/f8592B	G45/f8612	G45/f8612	G45/f8613	G45/f8613	G45/f8614	G45/f8614	G45/f8615	G45/f8615	G45/f8629	G45/f8629	G45/f8665	G45/f8665	G45/f8667	G45/f8676	G45/f8677	G45/f8678	G45/f8683	G45/f8684	G45/f8686	G45/f8687	G45/f8688	G45/f8689	G45/f9498	G46/f9735	G46/f9735	H46/f0172A	H46/f0172B	H46/f0266	H46/f0288	H46/f0320	H46/f8501	H46/f8501	H46/f8646	H46/f8646	H46/f8654	H46/f8702	H46/f8706	I36/f0018	J36/f0006B	J36/f0093	J36/f0094	J36/f0098	J36/f0105	M25/f9562	N28/f0056	N28/f0056	N28/f0056	N28/f0063B	N28/f0063C	N28/f0094	N28/f0095	N28/f0095	N28/f0095	N28/f0095E	N28/f0095E	N28/f0096	N28/f0096	N28/f0097	N28/f0097	N28/f0098	N28/f0102A	N28/f0147	N28/f0147	N28/f0164	N28/f0164	N28/f0165	N28/f0165	N28/f0175	N28/f0180	N28/f0181	N28/f0182	N28/f0183	N28/f0184	N28/f0185	N28/f0186	N28/f0187	N28/f0188	N28/f0189	N28/f0189	N28/f0190	N28/f0191	N28/f0192	N28/f0197	N28/f0199	N28/f0200	N28/f0211	N28/f0212	N28/f0215	N28/f0218	N28/f0222	N28/f0244	N28/f0268	N28/f0269	N28/f6518	N28/f6519	N28/f7447	N28/f7457	N28/f7458	N28/f7474	N28/f7477	N28/f7500	N28/f7500	N28/f7509	N28/f7523	N28/f7533	N28/f7554	N28/f7630	N28/f7669	N28/f7672	N28/f7673	N28/f7694	N28/f7694	N28/f7699	N28/f7700	N28/f7701	N28/f7707	N28/f7708	N28/f7709	N28/f7710	N28/f7736	N28/f7737	N28/f7742	N28/f7743	N28/f7744	N28/f7767	NC/f0136	NC/f0161	NC/f0163	NC/f0172	NC/f0173	NC/f0174	NC/f0175	NC/f0176	NC/f0177	NC/f0291	NC/f0296	NC/f0306	NC/f0306A	NC/f0319	NC/f0320	NC/f0325	O27/f7500	
Yard FR Number		S159/f0592	S159/f0592	S159/f0592	S159/f0594	S159/f0649	S159/f0746	S159/f0746	S159/f0763	S159/f0763	S159/f0905	S159/f0905	S159/f0906	S159/f0906				S159/f0911	S159/f0911	S159/f0914	S159/f0914	S159/f0916	S159/f0916	S159/f0918	S159/f0918	S159/f0972	S159/f0972	S159/f0973	S159/f0973	S159/f0976	S159/f0976											S159/f0437	S159/f0437	S159/f0439	S159/f0439	S159/f0467	S159/f0467	S159/f0468	S159/f0468	S159/f0473	S159/f0473	S159/f0886	S159/f0889	S160/f0538	S160/f0538		S169/f0432	S169/f0730	S169/f0730	S169/f0982	S169/f0982	S169/f0986													S169/f0940	S169/f0940	S169/f0941	S169/f0941	S169/f0980	S169/f0981	S169/f0981	S170/f0535	S170/f0535	S170/f0535	S170/f0535	S170/f0546	S170/f0546	S170/f0546A	S170/f0559	S170/f0581	S170/f0581				S182/f0503	S182/f0503	S182/f0506	S182/f0539						S170/f0591	S170/f0591	S170/f0592	S170/f0592	S170/f0592A	S170/f0592B	S170/f0612	S170/f0612	S170/f0613	S170/f0613	S170/f0614	S170/f0614	S170/f0615	S170/f0615	S170/f0629	S170/f0629	S170/f0665	S170/f0665	S170/f0667	S170/f0676	S170/f0677	S170/f0678	S170/f0683	S170/f0684	S170/f0686	S170/f0687	S170/f0688	S170/f0689	S171/f0498	S179/f0735	S179/f0735						S179/f0501	S179/f0501	S179/f0646	S179/f0646	S179/f0654	S179/f0702	S179/f0706							S8/f0562																																																		S19/f0518	S19/f0519	S20/f0447	S20/f0457	S20/f0458	S20/f0474	S20/f0477	S20/f0500	S20/f0500	S20/f0509	S20/f0523	S20/f0533	S20/f0554	S20/f0630	S20/f0669	S20/f0672	S20/f0673	S20/f0694	S20/f0694	S20/f0699	S20/f0700	S20/f0701	S20/f0707	S20/f0708	S20/f0709	S20/f0710	S20/f0736	S20/f0737	S20/f0742	S20/f0743	S20/f0744	S20/f0767																	S15/f0500	
Locality Type		Outcrop	Outcrop	Outcrop	Outcrop	Outcrop	Outcrop	Outcrop	Outcrop	Outcrop	Outcrop	Outcrop	Outcrop	Outcrop	Outcrop	Outcrop	Outcrop	Outcrop	Outcrop	Outcrop	Outcrop	Outcrop	Outcrop	Outcrop	Outcrop	Outcrop	Outcrop	Outcrop	Outcrop	Outcrop	Outcrop	Outcrop	Outcrop	Outcrop	Outcrop	Outcrop	Outcrop	Outcrop	Outcrop	Outcrop	Outcrop	Outcrop	Outcrop	Outcrop	Outcrop	Outcrop	Outcrop	Outcrop	Outcrop	Outcrop	Outcrop	Outcrop	Outcrop	Outcrop	Outcrop	Outcrop	Outcrop	Outcrop	Outcrop	Outcrop	Outcrop	Outcrop	Outcrop	Outcrop	Outcrop	Outcrop	Outcrop	Outcrop	Outcrop	Outcrop	Outcrop	Outcrop	Outcrop	Outcrop	Outcrop	Outcrop	Outcrop	Outcrop	Outcrop	Outcrop	Outcrop	Outcrop	Outcrop	Outcrop	Outcrop	Outcrop	Outcrop	Outcrop	Outcrop	Outcrop	Outcrop	Outcrop	Outcrop	Outcrop	Outcrop	Outcrop	Outcrop	Outcrop	Outcrop	Outcrop	Outcrop	Outcrop	Outcrop	Outcrop	Outcrop	Outcrop	Outcrop	Outcrop	Outcrop	Outcrop	Outcrop	Outcrop	Outcrop	Outcrop	Outcrop	Outcrop	Outcrop	Outcrop	Outcrop	Outcrop	Outcrop	Outcrop	Outcrop	Outcrop	Outcrop	Outcrop	Outcrop	Outcrop	Outcrop	Outcrop	Outcrop	Outcrop	Outcrop	Outcrop	Outcrop	Outcrop	Outcrop	Outcrop	Outcrop	Outcrop	Outcrop	Outcrop	Outcrop	Outcrop	Outcrop	Outcrop	Outcrop	Outcrop	Outcrop	Outcrop	Outcrop	Outcrop	Outcrop	Outcrop	Outcrop	Outcrop	Outcrop	Outcrop	Outcrop	Outcrop	Outcrop	Outcrop	Outcrop	Outcrop	Outcrop	Outcrop	Outcrop	Outcrop	Outcrop	Outcrop	Outcrop	Outcrop	Outcrop	Outcrop	Outcrop	Outcrop	Outcrop	Outcrop	Outcrop	Outcrop	Outcrop	Outcrop	Outcrop	Outcrop	Outcrop	Outcrop	Outcrop	Outcrop	Outcrop	Outcrop	Outcrop	Outcrop	Outcrop	Outcrop	Outcrop	Outcrop	Outcrop	Outcrop	Outcrop	Outcrop	Outcrop	Outcrop	Outcrop	Outcrop	Outcrop	Outcrop	Outcrop	Outcrop	Outcrop	Outcrop	Outcrop	Outcrop	Outcrop	Outcrop	Outcrop	Outcrop	Outcrop	Outcrop	Outcrop	Outcrop	Outcrop	Outcrop	Outcrop	Outcrop	Outcrop	Outcrop	Outcrop	Outcrop	Outcrop	Outcrop	Outcrop	Outcrop	Outcrop	Outcrop	Outcrop	Outcrop	Outcrop	Outcrop	Outcrop	Outcrop	Outcrop	Outcrop	Outcrop	Outcrop	Outcrop	Outcrop	Outcrop	Outcrop	Outcrop	Outcrop	Outcrop	
Field Number/Drillhole Name											JDC 1871	JDC 1871	JDC 1872	JDC 1872	HJC 1081	HJC 1081	HJC 1081	JDC 1881	JDC 1881	JDC 1885	JDC 1885	JDC 1887	JDC 1887	JDC 1889	JDC 1889	JDC 1906	JDC 1906	JDC 1915	JDC 1915	JDC 1923	JDC 1923		142	HJC 1083	JDC 3245	JDC 2235	JDC 2235	JDC 3788	JDC 3788	DSC #T6 (ERF)	DSC #T6 (ERF)	DSC 107	DSC 107			DSC 95, 96, 98	DSC 95, 96, 98	DSC 126	DSC 126					2215	2215	JDC4535, 4537				JRB 741,2	JRB 741,2	JRB 755	1133	1132	JDC3524	JDC3525	JDC3525	4613	JDC4613	360	390/471/495	JDC3383	JDC3383	4631	EF 618	EF 618	EF 616	EF 616	JRB HK4	JDC 2333	JDC 2333											YO12	YO12						DDR30	DDR30		AR5	DDR48																	C191	C191		159	Trig DD	158								JDC 2287	JDC 2287	JDC3108	JDC3108	JDC 4591,92	JDC 4658	JDC 3550			JDC 1420	JDC 1420	1433 JDC	544	EF 583, JDC 2276		AKvD101	AKvD102	AKvD103	AKvD107	AKvD115		N28/174	N28/174	N28/174		SO.917					D16, D2	D16, D2						SRO.832	D18	D18	JDC2722	JDC2722	JDC2723	JDC2723	S.O. 42	SO 41	SRO 43	SO 51	SRO 58	SRO 63	SRO 69	SRO 74	SRO 115	SRO 118	SO 119	SO 119	SRO 121	123	SRO 125	SRO 455	SRO 482	SRO 487	SRO 824	SRO 846	SRO 861	SRO 891	SRO 911	SRO 1318	1621	SRO 1630																											N41		N29	414-430	412-413	JDC 2847	HJC30B	HJC92	HJC96	HJC116	HJC117	HJC118	HJC119	HJC120	HJC121	JAGM19	JAGM24	JAGM84	HJC5	JDC3156	JDC3184	JDC3189		
Depth From																																																																																																																																																																																																																																																												
Depth To																																																																																																																																																																																																																																																												
Depth Unit																																																																																																																																																																																																																																																												
Drill Type																																																																																																																																																																																																																																																												
Identifier			Begg, J.G.; 	MacFarlan, D.A.B.; 	Marwick, J.; 	Marwick, J.; 	Stevens, G.R.; 	Waterhouse, J.B.; 		MacFarlan, D.A.B.; 		MacFarlan, D.A.B.; 		MacFarlan, D.A.B.; 	Campbell, H.J.; 	Begg, J.G.; 	Campbell, H.J.; 		MacFarlan, D.A.B.; 		MacFarlan, D.A.B.; 		MacFarlan, D.A.B.; 		MacFarlan, D.A.B.; 		MacFarlan, D.A.B.; 		MacFarlan, D.A.B.; 		MacFarlan, D.A.B.; 	Campbell, H.J.; 	Campbell, H.J.; 	Campbell, H.J.; 		MacFarlan, D.A.B.; 	MacFarlan, D.A.B.; 	MacFarlan, D.A.B.; 	MacFarlan, D.A.B.; 	MacFarlan, D.A.B.; 	MacFarlan, D.A.B.; 	Coombs, D.S.; 	MacFarlan, D.A.B.; 	Coombs, D.S.; 	MacFarlan, D.A.B.; 		MacFarlan, D.A.B.; 		MacFarlan, D.A.B.; 		MacFarlan, D.A.B.; 	Waterhouse, J.B.; 	Waterhouse, J.B.; 	Force, E.R; Campbell, J.D.; 	MacFarlan, D.A.B.; 		Begg, J.G.; 	Speden, I.G.; 	MacFarlan, D.A.B.; 	Campbell, J.D.; 	MacFarlan, D.A.B.; 	Campbell, J.D.; 	Campbell, H.J.; 	Campbell, H.J.; 	Campbell, J.D.; 	Campbell, J.D.; 	MacFarlan, D.A.B.; 	Campbell, J.D.; Grebneff, A.; 	Campbell, J.D.; 	Wright, E.; 	Wright, E.; 	Campbell, J.D.; 	Begg, J.; 	Campbell, J.D.; Grebneff, A.; 	Force, E.R; 	MacFarlan, D.A.B.; 	Force, E.R; 	MacFarlan, D.A.B.; 	Campbell, J.D.; 	Cambell, J.D.; 	MacFarlan, D.A.B.; 	Bell, S.M.; 	Retallack, G.J.; 	Waterhouse, J.B.; 	Begg, J.G.; 	Waterhouse, J.B.; 		Waterhouse, J.B.; 	Campbell, H.J.; 	Campbell, H.J.; 	Campbell, H.J.; 	Campbell, H.J.; 	Olivecrona, Y.M.; 	Campbell, J.D.; 	Waterhouse, J.B.; 		Waterhouse, J.B.; 	Waterhouse, J.B.; 	Campbell, J.D.; 	MacFarlan, D.A.B.; 	Campbell, H.J.; 	Begg, J.G.; 	Campbell, J.D.; 	Waterhouse, J.B.; 		Waterhouse, J.B.; 		Waterhouse, J.B.; 	Waterhouse, J.B.; 	Waterhouse, J.B.; 		Waterhouse, J.B.; 		Waterhouse, J.B.; 	Leed, H.; 	Waterhouse, J.B.; 		Campbell, H.J.; 	MacFarlan, D.A.B.; 	Waterhouse, J.B.; 		Waterhouse, J.B.; 	Force, L.M.; 	Force, L.M.; 	Force, L.M.; 	Waterhouse, J.B.; 	Waterhouse, J.B.; 	Waterhouse, J.B.; 	Waterhouse, J.B.; 	Waterhouse, J.B.; 	Waterhouse, J.B.; 	Waterhouse, J.B.; 	Campbell, J.D.; 	MacFarlan, D.A.B.; 	Campbell, J.D.; 	Campbell, J.D.; 	Campbell, J.D.; 	Campbell, J.D.; Grebneff, A.; 	Cambell, J.D.; 	Marwick, J.; 	MacFarlan, D.A.B.; 	Campbell, J.D.; 	MacFarlan, D.A.B.; 	Campbell, J.D.; 	Force, E.R; 	Campbell, J.D.; 	Waterhouse, J.B.; 	van Dusschoten, Andrei; 	van Dusschoten, Andrei; 	van Dusschoten, Andrei; 	van Dusschoten, Andrei; 	van Dusschoten, Andrei; 	Waterhouse, J.B.; 	Campbell, H.J.; 	Campbell, H.J.; 	Begg, J.G.; 	Campbell, H.J.; 	Owen, S.R.; 	Campbell, H.J.; 	Campbell, H.J.; 	Raine, J.I.; 	MacFarlan, D.; 	MacFarlan, D.A.B.; 	MacFarlan, D.; 	Campbell, H.J.; 	MacFarlan, D.; 	Campbell, H.J.; 	MacFarlan, D.; 	Campbell, H.J.; 	Owen, S.R.; 	MacFarlan, D.A.B.; 	MacFarlan, D.; 	Campbell, J.D.; 	MacFarlan, D.; 	Campbell, J.D.; 	MacFarlan, D.; 	Owen, S.R.; 	Owen, S.R.; 	Owen, S.R.; 	Owen, S.R.; 	Owen, S.R.; 	Owen, S.R.; 	Owen, S.R.; 	Owen, S.R.; 	Owen, S.R.; 	Owen, S.R.; 	Begg, J.G.; 	Begg, J.G.; 	Owen, S.R.; 	Owen, S.R.; 	Owen, S.R.; 	Owen, S.R.; 	Owen, S.R.; 	Owen, S.R.; 	Owen, S.R.; 	Owen, S.R.; 	Owen, S.R.; 	Owen, S.R.; 	Owen, S.R.; 	Owen, S.R.; 	Owen, S.R.; 	Owen, S.R.; 	Waterhouse, J.B.; 	Waterhouse, J.B.; 	Waterhouse, J.B.; 	Waterhouse, J.B.; 	Waterhouse, J.B.; 	Waterhouse, J.B.; 	Waterhouse, J.B.; 	Marwick, J.; 	Waterhouse, J.B.; 	Begg, J.G.; 	Waterhouse, J.B.; 	Waterhouse, J.B.; 	Waterhouse, J.B.; 	Waterhouse, J.B.; 	Waterhouse, J.B.; 	Waterhouse, J.B.; 	Waterhouse, J.B.; 	Campbell, H.J.; 	MacFarlan, D.; 	Waterhouse, J.B.; 	Waterhouse, J.B.; 	Waterhouse, J.B.; 	Waterhouse, J.B.; 	Waterhouse, J.B.; 	Waterhouse, J.B.; 	Waterhouse, J.B.; 	MacFarlan, D.; 	MacFarlan, D.; 	MacFarlan, D.; 	MacFarlan, D.; 	MacFarlan, D.; 	MacFarlan, D.; 	Campbell, H.J.; 	Campbell, H.J.; 	Campbell, H.J.; 	Campbell, H.J.; 	Campbell, H.J.; 	Campbell, H.J.; 		Campbell, H.J.; 	Campbell, H.J.; 	Campbell, H.J.; 	Campbell, H.J.; 	Campbell, H.J.; 	Campbell, H.J.; 	Campbell, H.J.; 	Campbell, H.J.; 	Campbell, H.J.; 	Waterhouse, J.B.; 	
Acritarcha	Baltisphaeridium sp.																																																																																												*																																																																																																																																																															
Acritarcha	Cymatiosphaera sp.																																																																																												*																																																																																																																																																															
Acritarcha	Micrhystridium spp.																																																																																												2/367 x995, 335 x105																																																																																																																																																															
Sporites	Acanthotriletes tereteangulatus																																																																																												1/385 x967																																																																																																																																																															
