**************************************************************************************************************
Data downloaded from FRED (http://www.fred.org.nz) on February 21, 2015
FRED is the computer database for the NZ Fossil Record File (FRF), which is a nationally significant database administrated by GSNZ and GNS Science                                
Please acknowledge use of this data in publications, reports and presentations.                               
**************************************************************************************************************

********
Paleontology
********
FR Number	Yard FR Number	Locality Type	Field Number/Drillhole Name	Depth From	Depth To	Depth Unit	Drill Type	Identifiers	Identification Date	Stage Lower	Lower Modifier	Stage Upper	Upper Modifier	Age Start	Age Stop	Stage Comments	nLab Number	Collection Comments
N02/f7610	N2/f0610	Outcrop	Par/2					Maxwell, P.A.; 		Altonian				18.7	15.9		GNS GS 9871	NO LIST.	
N02/f7610	N2/f0610	Outcrop	Par/2					Scott, G.H.; 	May 23, 1968								GNS F 18651	BRIEF EXAM. ABUNDANT PLANKTICS.	
N02/f7612	N2/f0612	Outcrop						Keyes, I.W.; 		Altonian				18.7	15.9		GNS GS 9873		
N02/f7612	N2/f0612	Outcrop						Maxwell, P.A.; 		Altonian				18.7	15.9		GNS GS 9873	NO LIST.	
N02/f7613	N2/f0613	Outcrop	Par/3														GNS F 18652	GS 9874.	
N02/f7613	N2/f0613	Outcrop	Par/3					Keyes, I.W.; 		Otaian				21.7	18.7		GNS GS 9874		
N02/f7613	N2/f0613	Outcrop	Par/3					Maxwell, P.A.; 		Otaian				21.7	18.7		GNS GS 9874	NO LIST.	
N02/f7615	N2/f0615	Outcrop						Keyes, I.W.; 		Altonian				18.7	15.9		GNS GS 9876		
N02/f7615	N2/f0615	Outcrop						Maxwell, P.A.; 		Altonian				18.7	15.9		GNS GS 9876	NO LIST.	
N02/f7616	N2/f0616	Outcrop						Keyes, I.W.; 		Altonian	?			18.7	15.9		GNS GS 9877		
N02/f7616	N2/f0616	Outcrop						Maxwell, P.A.; 		Altonian	?			18.7	15.9		GNS GS 9877	NO LIST.	
N02/f7618	N2/f0618	Outcrop						Keyes, I.W.; 		Altonian				18.7	15.9		GNS GS 9888		
N02/f7618	N2/f0618	Outcrop						Maxwell, P.A.; 		Altonian				18.7	15.9		GNS GS 9888	NO LIST.	
N29/f0002		Outcrop						Speden, I.G.; 	May 24, 1978	not determined				999.9	0.0			RETURNED TO J.D. BRADSHAW.	
N29/f0018		Outcrop	145					Campbell, H.J.; 		Warepan				217.0	209.5		GNS GS 12549		
N29/f0018		Outcrop	145					Begg, J.G.; 	November 25, 1983	not determined				999.9	0.0		GNS GS 12549		
N33/f9147	S62/f0147	Outcrop						Scott, A.U.E.; 		not determined				999.9	0.0		GNS GS 3439	VERY HARD CONCRETIONARY BLOCK CROWDED WITH SHELL FRAGMENTS.	
N33/f9808	S62/f0808	Outcrop						Maxwell, P.A.; 		Puaroan				150.0	145.0		GNS GS 9510	NO LIST.	
N33/f9808	S62/f0808	Outcrop						Bandel, K.; P. A. Maxwell; 	2000	Ururoan				188.9	176.0	Based on gastropod fauna with Tethyan affinities 	GNS GS 9510	Species list collated from Bandel, Grundel, Maxwell 2000 paper	
N33/f9808	S62/f0808	Outcrop						Bandel, K.; P. A. Maxwell; 	2000	Ururoan				188.9	176.0	Age based on gastropod fauna of tethyan affinity	GNS GS 9510		
N33/f9808	S62/f0808	Outcrop						Bandel, K.; P. A. Maxwell; 	2000	Ururoan				188.9	176.0	Age based on gastropoda of Tethyan affinity. 	GNS GS 9510	List compiled from Bandel, Grundel & Maxwell 2000. 33 species of gastropod recorded. Most new species.	
N33/f9808	S62/f0808	Outcrop						Wilson, G.J.; 	June 22, 2001	not determined				999.9	0.0	No diagnostic fossils seen.	GNS L 20297	No definite dinoflagellates seen. However fungal spores (reworked) present and some multicelled cysts. Virtually no in situ spores and pollen.	
N33/f9808	S62/f0808	Outcrop						Strong, C.P; 	January 29, 2015	Ururoan				188.9	176.0	Ururoan by other than foraminifera	GNS F 49443	Forams extracted by P.A.Maxwell and mounted on a slide for id. A rich micromollusc fauna published on by Bandel and Maxwell.	
N33/f9810	S62/f0810	Outcrop						Maxwell, P.A.; 		Tongaporutuan				11.0	7.2		GNS GS 9563	NO LIST.	
N33/f9823	S62/f0823	Outcrop						Maxwell, P.A.; 		Tongaporutuan				11.0	7.2		GNS GS 9854	NO LIST.	
N33/f9825	S62/f0825	Outcrop						Maxwell, P.A.; 		Haumurian		Teurian		83.6	56.0		GNS GS 9856	NO LIST.	
N33/f9830	S62/f0830	Outcrop						Maxwell, P.A.; 									GNS GS 9890	NO LIST.	
N34/f6241	S68/f0241	Outcrop						Hornibrook, N. de B.; 		Altonian				18.7	15.9	No evidence of younger. Sa in NZGS Bull. 64.	GNS F 5689	Important fauna. Compare with Smart and Wilson's section near Dovedale. Good ostracods.	
N34/f6241	S68/f0241	Outcrop															GNS GS 6161	SPECIMENS NOT FOUND 14/10/1957. ECHINODERMS (H.B.F.).	
O05/f9550	N14/f0550	Outcrop								Piripauan				86.5	83.6		GNS GS 5762	NO LIST.	
O05/f9550	N14/f0550	Outcrop																	
O06/f9602		Outcrop								not determined				999.9	0.0		GNS GS 9880	NO LIST.	
O33/f8116	S62/f0116	Outcrop						Scott, A.U.E.; 		not determined				999.9	0.0		GNS GS 3366	FINE-GRAINED WHITE, CHALKY LIMESTONE. NO IDENTIFIABLE MOLLUSCA.	
O33/f8150	S62/f0150	Outcrop						Fleming, C.A.; 		not determined				999.9	0.0		GNS GS 3443		
O33/f8155	S62/f0155	Outcrop						Fleming, C.A.; 		not determined				999.9	0.0		GNS GS 3450	IGNORE.	
P04/f7504	N8/f0504	Outcrop														KAEO SERIES.	GNS GS 4736	NO LIST.	
P04/f9498		Outcrop								Otaian		Tongaporutuan		21.7	7.2		GNS GS 755	NO LIST.	
P04/f9500	N11/f0500	Outcrop						Marwick, J.; 		Piripauan				86.5	83.6			COLLECTION NOT LOCATED. - 21/5/52.	
P05/f9493	N15/f0493	Outcrop															GNS GS 748	NO LIST.	
P05/f9493	N15/f0493	Outcrop						Hayward, B.W.; 	December 9, 1983	Landon Series				34.6	21.7		GNS F 8919	SLAB OF ROCK WITH LARGE FORAMINIFERA. GS748.	
P08/f9001		Outcrop								not determined				999.9	0.0		GNS GS 466	COLLECTION LOST - NO RECORD IN TRAYS.	
Q06/f9493	N20/f0493	Outcrop								not determined				999.9	0.0		GNS GS 271	NO LIST.	
Q06/f9493	N20/f0493	Outcrop						Squires, D.F.; 		Runangan		Whaingaroan		36.0	27.3				
Q07/f0138		Outcrop	1																
Q07/f0139		Outcrop	2																
Q07/f0140		Outcrop	3																
Q07/f0141		Outcrop	4																
Q07/f7497	N20/f0497	Outcrop						Fleming, C.A.; 		not determined				999.9	0.0	FILED UNDER L.	GNS GS 2926	NO LIST.	
Q08/f9007	N28/f0007	Outcrop								Bortonian				42.6	39.1		GNS GS 698	NO LIST.	
Q08/f9633	N28/f0633	Outcrop								Altonian				18.7	15.9		GNS GS 9609	NO LIST.	
Q08/f9633	N28/f0633	Outcrop																Listed as loc. 3, north side of Paparoa Pt. pg 71. Arlidge. No collection in Geol. Dept., University of Auckland.	
Q08/f9633A	N28/f0633A	Outcrop								Altonian				18.7	15.9		GNS GS 9609	NO LIST.	
Q08/f9633A	N28/f0633A	Outcrop						Marwick, J.; 		Altonian				18.7	15.9		GNS GS 9609		
Q09/f7630	N28/f0630	Outcrop						Hornibrook, N. de B.; 		Pareora Series				21.7	15.9	ORIGINALLY DETERMINED AS PROBABLY Sa BUT REVISED TO P SERIES.	GNS F 7569		
Q09/f7630	N28/f0630	Outcrop								Altonian				18.7	15.9			NO COLLECTION.	
Q09/f7630	N28/f0630	Outcrop																Certain molluscs labelled by Dr. Laws as 2 chns N of Bushy Point (758332) must be from 738322 as 738322 is inland. List is as in Arlidge, pg 71.	
Q09/f7630	N28/f0630	Outcrop						Hornibrook, N. de B.; 	June 9, 1960	Pareora Series				21.7	15.9	ORIGINALLY DETERMINED AS PROBABLY Sa, BUT REVISED TO P SERIES.	GNS F 7569	FLOATED CARBON TETRACHLORIDE PICKED INTO BOX LID.	
Q09/f7632	N28/f0632	Outcrop								Altonian				18.7	15.9			NO COLLECTION.	
Q09/f7632	N28/f0632	Outcrop								Altonian				18.7	15.9			Recorded by Arlidge M.S. pg 71. Same location as corals cf. Pal. Bull. 29:87 No. 202.	
Q11/f7514	N41/f0514	Outcrop						Schofield, J.C.; 		Pareora Series		Southland Series		21.7	11.0		GNS GS 7592	POORLY PRESERVED FOSSILS, ?MOLLUSC, ?CORAL.	
Q11/f7517	N41/f0517	Outcrop								Pareora Series		Southland Series		21.7	11.0		GNS GS 7593	NO LIST.	
Q21/f0169		Drillhole	Kauri-E5	3300.0		m	Cutting	Strong, C.P.; 		Duntroonian				27.3	25.2				
Q21/f0169		Drillhole	Kauri-E5	3400.0		m	Cutting	Strong, C.P.; 		Duntroonian				27.3	25.2				
Q21/f0169		Drillhole	Kauri-E5	3450.0		m	Cutting	Strong, C.P.; 		Duntroonian				27.3	25.2				
Q21/f0169		Drillhole	Kauri-E5	3475.0		m	Cutting	Strong, C.P.; 		Whaingaroan		Duntroonian		34.6	25.2				
Q21/f0169		Drillhole	Kauri-E5	3490.0		m	Cutting	Strong, C.P.; 		Whaingaroan		Duntroonian		34.6	25.2				
Q21/f0169		Drillhole	Kauri-E5	3525.0		m	Cutting	Strong, C.P.; 		Whaingaroan		Duntroonian		34.6	25.2				
Q21/f0169		Drillhole	Kauri-E5	3545.0		m	Cutting	Strong, C.P.; 		Whaingaroan		Duntroonian		34.6	25.2				
Q21/f0169		Drillhole	Kauri-E5	3570.0		m	Cutting	Strong, C.P.; 											
R09/f0042		Outcrop	19R							not determined				999.9	0.0		GNS GS 12612	CONTAINS BARNACLES, SPINES, ETC. NOT LISTED.	
R09/f9003	N34/f0003	Outcrop						Marwick, J.; 		Otaian				21.7	18.7		GNS GS 548	NO LIST.	
R09/f9532A	N34/f0532A	Outcrop	R12														GNS GS 12610	BARNACLES, ECHINOID SPINES, BIVALVES, NOT LISTED.	
R09/f9540A	N34/f0540A	Outcrop	17R							not determined				999.9	0.0		GNS GS 12609	CONTAINS BARNACLES, ECHINOID SPINES, NOT LISTED.	
R09/f9540A	N34/f0540A	Outcrop	17R					Hayward, B.W.; 	August 17, 1982	Otaian				21.7	18.7	FROM ADJACENT SAMPLES.	GNS F 22530	VERY SPARSE.	
R09/f9555	N34/f0555	Outcrop								not determined				999.9	0.0		GNS GS 10898	WORN BROKEN FINE TUBE. NOT IDENTIFIED.	
R09/f9562A	N34/f0562A	Outcrop								not determined				999.9	0.0		GNS GS 12602	CONTAINS BARNACLES, ECHINOID SPINE, ETC. NOT LISTED.	
R10/f0033		Outcrop	Mt 8					Beu, A.G.; 									GNS GS 12604	NO LIST - TO BE IDENTIFIED AT A LATER DATE.	
R10/f0033		Outcrop	Mt 8					Hayward, B.W.; 	July 1980	Otaian				21.7	18.7		GNS F 21967	GOOD CONDITION, 10 PERCENT PLANKTICS.	
R10/f0039		Outcrop	MT13					Beu, A.G.; 									GNS GS 12603	NO LIST - TO BE IDENTIFIED AT A LATER DATE.	
R10/f0039		Outcrop	MT13					Hayward, B.W.; 	November 4, 1982	Otaian				21.7	18.7		GNS F 21971	70 PERCENT PLANKTICS.	
R11/f7619	N42/f0619	Drillhole	Unnamed Drillhole	1.5	5.5	m	Core	Scott, A.; 	March 9, 1972	Waitotaran		Castlecliffian		3.7	0.34		GNS GS 9134		
R11/f7619	N42/f0619	Drillhole	Unnamed Drillhole	6.7	6.7	m	Core			no fossils				999.9	0.0		GNS GS 9135		
R11/f7619	N42/f0619	Drillhole	Unnamed Drillhole	6.7	6.7	m	Core	Hornibrook, N. de B.; 		no fossils				999.9	0.0				
R11/f7619	N42/f0619	Drillhole	Unnamed Drillhole	12.6	16.6	m	Core	Scott, A.; 	March 9, 1972	Waitotaran		Castlecliffian		3.7	0.34		GNS GS 9136		
R11/f7619	N42/f0619	Drillhole	Unnamed Drillhole														Auckland U AU 1167		
R22/f0174		Outcrop																	
R27/f8573	N164/f0573	Outcrop						Hornibrook, N. de B.; 		Opoitian				5.3	3.7		GNS F 14303		
R27/f8573	N164/f0573	Outcrop															GNS GS 9096	No fossil list.	
R27/f8573	N164/f0573	Outcrop						McIntyre, D.J.; 		no fossils				999.9	0.0		GNS L 1999		
R27/f8573	N164/f0573	Outcrop						Harris, W.F.; 	1964	Opoitian				5.3	3.7	Partly on foraminifera; see Harris 1964, Appendix to Grant-Taylor & Hornibrook 1964, NZJGG 7 (2): 311-313.	GNS L 3286	See count in paper mentioned above.	
S09/f9499	N35/f0499	Outcrop	132														GNS GS 11452	NO LIST.	
S09/f9500	N35/f0500	Outcrop	131														GNS GS 11451	NO LIST.	
S16/f8018	N83/f0018	Outcrop						Henderson, R.A.; 		not determined				999.9	0.0		GNS GS 1914		
S17/f8012	N92/f0012	Outcrop								Southland Series		Taranaki Series		15.9	5.3		GNS GS 1387	DETERMINATIONS PUBLISHED GS BULL. 41: 35. MICROFAUNA FROM THIS LOCALITY IS F5630.	
S26/f0006		Outcrop						Stevens, G.R.; 	May 27, 1982	Kawhia Series	?	Oteke Series		176.0	145.0		GNS GS 13236	SAMPLE LOOKED QUITE "PROMISING" INITIALLY. HOWEVER, CLOSER EXAMINATION FAILED TO REVEAL ANYTHING IDENTIFIABLE. INDIVIDUAL PIECES HAVE BEEN REFERRED TO PALYNOLOCY FOR MICRO PROCESSING.	
S26/f0006		Outcrop						Wilson, G.J.; 	August 1982	no fossils				999.9	0.0		GNS L 10480		
U22/f0002		Outcrop						Hornibrook, N. de B.; 	April 21, 1978	Opoitian		Nukumaruan		5.3	1.63	PROBABLY Wn.	GNS F 20831	Very sparse foraminifera, shallow water.	
U22/f0002		Outcrop						Beu, A.G.; 	June 1, 1978	not determined				999.9	0.0		GNS GS 12326	Poor.	
U26/f0045		Outcrop	JD 76					Morgans, H.E.G.; 	March 5, 1990	no fossils				999.9	0.0		GNS F 27822	Some radiolaria fragments.	
U26/f0045		Outcrop	JD 76					Beu, A.G.; 	April 4, 1990							APPEARS TO BE THE VERY FLATTENED, DIAGENETICALLY ALTERED REMNANTS OF A MUD-BOTTOM MOLLUSCAN FAUNA, BUT NOTHING DEFINITE CAN BE SAID ABOUT FAUNA, AGE OR ECOLOGY.	GNS GS 14717	CRUSHED, FLATTENED, INDETERMINABLE FRAGMENTS, SOME POSSIBLY OF BIVALVES, SEVERAL PROBABLY OF SCAPHOPODS. (A FEW BETTER FRAGS. KEPT FOR THE RECORD, MUCH DISCARDED).	
U26/f6731	N159/f0731	Outcrop																	
V22/f8868	N141/f0868	Outcrop						Hornibrook, N. de B.; 		Lillburnian				15.1	12.7	Recollection.	GNS F 7524	Recollection - differs from first collection.	
V22/f8868	N141/f0868	Outcrop								Lillburnian				15.1	12.7	From forams.	GNS GS 6470		
V22/f8868	N141/f0868	Outcrop								Lillburnian				15.1	12.7		GNS GS 6470	MICRO SAMPLE F7524. NO LIST.	
V22/f8869	N141/f0869	Outcrop						Hornibrook, N. de B.; 		Lillburnian				15.1	12.7	Recollection (6/10/53).	GNS F 7476	Recollection (6/10/53). Good fauna.	
V22/f8869	N141/f0869	Outcrop								Lillburnian				15.1	12.7		GNS GS 6471	MICRO SAMPLE F7476. NO LIST.	
V22/f8869	N141/f0869	Outcrop								Lillburnian				15.1	12.7	From forams.	GNS GS 6471		
W18/f0007		Outcrop						Keyes, I.W.; 	August 1986	not determined				999.9	0.0		GNS GS 14188		
W18/f9465	N105/f0465	Outcrop						Marwick, J.; 		Opoitian	?			5.3	3.7		GNS GS 1547		
W18/f9466	N105/f0466	Outcrop						Marwick, J.; 		Opoitian				5.3	3.7		GNS GS 1548		
W19/f7491	N105/f0491	Outcrop	102					Marwick, J.; 		not determined				999.9	0.0		GNS GS 2062		
X17/f9475	N97/f0475	Outcrop						Marwick, J.; 		not determined				999.9	0.0		GNS GS 1326	FORAMS IN COLLECTION.	
X18/f9496	N106/f0496	Outcrop	241					Marwick, J.; 		not determined				999.9	0.0		GNS GS 2067		
Y16/f0451A		Outcrop	82244					Brook, F.J.; 	December 1983	Altonian		Waiauan		18.7	11.0	Using *	Auckland U AU 1509	Some species (+) derive from shallow water	
Y16/f0457A		Outcrop	82250					Brook, F.J.; 	December 1983	Lillburnian		Waiauan		15.1	11.0	U Sl. Using *	Auckland U AU 1515		
Y16/f0462		Outcrop	82256					Brook, F.J.; 	December 1983	Lillburnian		Tongaporutuan		15.1	7.2	U Sl Using *	Auckland U AU 1520		
Y16/f0525		Outcrop	CM4/237					Beu, A.G.; 	December 20, 1984	not determined				999.9	0.0			DISCARDED; NOTHING IDENTIFABLE.	
Y17/f7427	N89/f0427	Outcrop	640					Marwick, J.; 		Southland Series		Taranaki Series		15.9	5.3		GNS GS 1640	SEE PAL. BULL. 13.	
Y17/f7428	N89/f0428	Outcrop	636					Marwick, J.; 		Kapitean	?			7.2	5.3		GNS GS 1636	SEE PAL. BULL. 13.	
Y17/f7435	N89/f0435	Outcrop	625					Marwick, J.; 		Taranaki Series	?			11.0	5.3		GNS GS 1625	SEE PAL. BULL. 13.	
Y17/f7439	N89/f0439	Outcrop	617					Marwick, J.; 		Southland Series		Taranaki Series		15.9	5.3		GNS GS 1617	SEE PAL. BULL. 13.	
Y17/f7465	N89/f0465	Outcrop						Hornibrook, N. de B.; 									GNS F 16881		
Y17/f7465	N89/f0465	Outcrop						Marwick, J.; 		Tongaporutuan				11.0	7.2	MICROFAUNA FROM THIS LOCALITY IS F16881 AGE Tt.	GNS GS 1251	DETERMINATIONS PUBLISHED B.A.I.M. 2: 53.	
Y17/f7466	N89/f0466	Outcrop						Marwick, J.; 		Southland Series		Taranaki Series		15.9	5.3		GNS GS 1264		
Y17/f7496	N89/f0496	Outcrop	621					Hornibrook, N. de B.; 		Tongaporutuan				11.0	7.2		GNS F 16885		
Y17/f7496	N89/f0496	Outcrop	621					Marwick, J.; 		Tongaporutuan				11.0	7.2	MICROFAUNA FROM THIS LOCALITY IS F16885 AGE Tt.	GNS GS 1621	SEE PAL. BULL. 13: 46.	
Y17/f9551	N98/f0551	Outcrop						Marwick, J.; 		Altonian	?			18.7	15.9		GNS GS 9603		
Y18/f7587	N98/f0587	Outcrop						Maxwell, P.A.; 									GNS GS 11177	NO LIST.	
Y18/f7587	N98/f0587	Outcrop						Edwards, A.R.; 	March 19, 1976	Waitakian		Lillburnian		25.2	12.7	Possibly late Pl to Sl, definitely late Lw to Sl.	GNS N 1716	Rare, very heavily overgrown nannofossils. Nearshore? lime silt. Traverse 100/1000-100/1320. Slide only - no matrix. From holotype of Galeocorys wylliei (Marwick).	
Y19/f9493	N117/f0493	Outcrop	80bW					Marwick, J.; 		not determined				999.9	0.0		GNS GS 1245		
Y19/f9495	N117/f0495	Outcrop						Marwick, J.; 		not determined				999.9	0.0		GNS GS 1247		
Z15/f7481	N72/f0481	Outcrop						Finlay, H.J.; 		Southland Series				15.9	11.0	UPPER S.	GNS F 9521		
Z15/f7481	N72/f0481	Outcrop								not determined				999.9	0.0		GNS GS 72		

