taxon_name	phylum	class	feeding
Bakevellia	Mollusca	Bivalvia	1
Costigervillia	Mollusca	Bivalvia	1
Gervillaria	Mollusca	Bivalvia	1
Gervillia (Cultriopsis)	Mollusca	Bivalvia	1
Gervillia (Gervillia)	Mollusca	Bivalvia	1
Gervillia	Mollusca	Bivalvia	1
Hoernesia	Mollusca	Bivalvia	1
Kobayashites	Mollusca	Bivalvia	1
Panis	Mollusca	Bivalvia	1
Pseudoptera	Mollusca	Bivalvia	1
Tenuipteria	Mollusca	Bivalvia	1
Cassianella	Mollusca	Bivalvia	1
Crenatula	Mollusca	Bivalvia	1
Eligmus	Mollusca	Bivalvia	1
Gervilleioperna	Mollusca	Bivalvia	1
Isognomon (Anisoperna)	Mollusca	Bivalvia	
Isognomon (Hippochaeta)	Mollusca	Bivalvia	1
Isognomon (Isognomon)	Mollusca	Bivalvia	1
Isognomon (Isogonum)	Mollusca	Bivalvia	
Isognomon (Mytiloperna)	Mollusca	Bivalvia	1
Isognomon (Parviperna)	Mollusca	Bivalvia	
Isognomon (Rostroperna)	Mollusca	Bivalvia	1
Isognomon	Mollusca	Bivalvia	1
Mytiloperna	Mollusca	Bivalvia	1
Hippochaeta	Mollusca	Bivalvia	1
Malleus (Malleus)	Mollusca	Bivalvia	1
Malleus (Malvufundus)	Mollusca	Bivalvia	1
Nayadina (Exputens)	Mollusca	Bivalvia	1
Nayadina (Nayadina)	Mollusca	Bivalvia	1
Nayadina	Mollusca	Bivalvia	1
Vulsella	Mollusca	Bivalvia	1
Waagenoperna	Mollusca	Bivalvia	1
Krumbeckiella	Mollusca	Bivalvia	1
Manticula	Mollusca	Bivalvia	1
Oretia	Mollusca	Bivalvia	1
Actinopterinia	Mollusca	Bivalvia	1
Arcavicula	Mollusca	Bivalvia	1
Electroma (Electroma)	Mollusca	Bivalvia	1
Electroma (Pterelectroma)	Mollusca	Bivalvia	
Electroma	Mollusca	Bivalvia	1
Eopinctada	Mollusca	Bivalvia	1
Maccoyella	Mollusca	Bivalvia	1
Phelopteria	Mollusca	Bivalvia	1
Pinctada (Cumberlandia)	Mollusca	Bivalvia	
Pinctada (Margaritanopsis)	Mollusca	Bivalvia	
Pinctada (Margaritifera)	Mollusca	Bivalvia	
Pinctada (Pseudunio)	Mollusca	Bivalvia	
Pinctada	Mollusca	Bivalvia	1
Pseudaucella	Mollusca	Bivalvia	1
Pteria	Mollusca	Bivalvia	1
Pterinella	Mollusca	Bivalvia	1
Pteroperna	Mollusca	Bivalvia	1
Rhaetavicula	Mollusca	Bivalvia	1
Rhynchopterus	Mollusca	Bivalvia	1
Somapteria	Mollusca	Bivalvia	1
Pulvinites	Mollusca	Bivalvia	1
Shaninopsis	Mollusca	Bivalvia	1
Vlasta	Mollusca	Bivalvia	1
Euphenax	Mollusca	Bivalvia	1
Rhombopteria	Mollusca	Bivalvia	1
Actinodesma (Actinodesma)	Mollusca	Bivalvia	1
Actinodesma (Ectenodesma)	Mollusca	Bivalvia	1
Actinodesma	Mollusca	Bivalvia	1
Caneyella	Mollusca	Bivalvia	1
Leptodesma (Leiopteria)	Mollusca	Bivalvia	1
Leptodesma (Leptodesma)	Mollusca	Bivalvia	1
Leptodesma	Mollusca	Bivalvia	1
Leiopteria	Mollusca	Bivalvia	1
Limoptera	Mollusca	Bivalvia	1
Pterinea	Mollusca	Bivalvia	1
Caritodens	Mollusca	Bivalvia	1
Pteronitella	Mollusca	Bivalvia	1
Ptychopteria (Actinopteria)	Mollusca	Bivalvia	1
Ptychopteria (Ptychopteria)	Mollusca	Bivalvia	1
Ptychopteria	Mollusca	Bivalvia	1
Acutostrea	Mollusca	Bivalvia	1
Saccostrea	Mollusca	Bivalvia	1
Striostrea	Mollusca	Bivalvia	1
Aetostreon	Mollusca	Bivalvia	1
Ceratostreon	Mollusca	Bivalvia	1
Amphidonte	Mollusca	Bivalvia	1
Deltoideum	Mollusca	Bivalvia	1
Exogyra	Mollusca	Bivalvia	1
Gryphaea	Mollusca	Bivalvia	1
Gryphaeostrea	Mollusca	Bivalvia	1
Gyrostrea	Mollusca	Bivalvia	1
Hyotissa	Mollusca	Bivalvia	1
Ilymatogyra	Mollusca	Bivalvia	1
Labrostrea	Mollusca	Bivalvia	1
Liostrea	Mollusca	Bivalvia	1
Nanogyra	Mollusca	Bivalvia	1
Neopycnodonte	Mollusca	Bivalvia	1
Parahyotissa (Numismoida)	Mollusca	Bivalvia	
Parahyotissa (Parahyotissa)	Mollusca	Bivalvia	
Parahyotissa (Pliohyotissa)	Mollusca	Bivalvia	
Parahyotissa (Pliohyotissa)	Mollusca	Bivalvia	
Pernostrea	Mollusca	Bivalvia	1
Planospirites	Mollusca	Bivalvia	1
Phygraea	Mollusca	Bivalvia	1
Pycnodonte	Mollusca	Bivalvia	1
Pegma	Mollusca	Bivalvia	1
Crenostrea	Mollusca	Bivalvia	1
Rhynchostreon	Mollusca	Bivalvia	1
Vultogryphaea	Mollusca	Bivalvia	1
Agerostrea	Mollusca	Bivalvia	1
Alectryonella	Mollusca	Bivalvia	1
Anulostrea	Mollusca	Bivalvia	1
Booneostrea	Mollusca	Bivalvia	
Crassostrea	Mollusca	Bivalvia	1
Cubitostrea	Mollusca	Bivalvia	1
Curvostrea	Mollusca	Bivalvia	1
Dendostrea	Mollusca	Bivalvia	1
Flemingostrea	Mollusca	Bivalvia	1
Lopha	Mollusca	Bivalvia	1
Margostrea	Mollusca	Bivalvia	1
Myrakeena	Mollusca	Bivalvia	1
Nicaisolopha	Mollusca	Bivalvia	1
Notostrea	Mollusca	Bivalvia	1
Odontogryphaea	Mollusca	Bivalvia	1
Ostrea (Eostrea)	Mollusca	Bivalvia	1
Ostrea	Mollusca	Bivalvia	1
Turkostrea	Mollusca	Bivalvia	1
Ostreola	Mollusca	Bivalvia	1
Planostrea	Mollusca	Bivalvia	
Pseudoperna	Mollusca	Bivalvia	1
Pulvinostrea	Mollusca	Bivalvia	1
Pustulostrea	Mollusca	Bivalvia	
Quadrostrea	Mollusca	Bivalvia	1
Rastellum	Mollusca	Bivalvia	1
Undulostrea	Mollusca	Bivalvia	1
Exogyra (Costagyra)	Mollusca	Bivalvia	1
Exogyra (Exogyra)	Mollusca	Bivalvia	1
Gryphaea (Africogryphaea)	Mollusca	Bivalvia	1
Gryphaea (Bilobissa)	Mollusca	Bivalvia	1
Gryphaea (Gryphaea)	Mollusca	Bivalvia	1
Pycnodonte (Costeina)	Mollusca	Bivalvia	1
Pycnodonte (Crenostrea)	Mollusca	Bivalvia	1
Pycnodonte (Phygraea)	Mollusca	Bivalvia	1
Pycnodonte (Pycnodonte)	Mollusca	Bivalvia	1
Texigryphaea	Mollusca	Bivalvia	1
Cameleolopha	Mollusca	Bivalvia	1
Ferganea	Mollusca	Bivalvia	1
Lopha (Abruptolopha)	Mollusca	Bivalvia	1
Lopha (Actinostreon)	Mollusca	Bivalvia	1
Ostrea (Ostrea)	Mollusca	Bivalvia	1
Ostrea (Turkostrea)	Mollusca	Bivalvia	1
Ostreonella	Mollusca	Bivalvia	1
Platygena	Mollusca	Bivalvia	1
Rastellum (Arctostrea)	Mollusca	Bivalvia	1
Sokolowia	Mollusca	Bivalvia	1
Anomiostrea	Mollusca	Bivalvia	1
Heterostrea	Mollusca	Bivalvia	1
Ostreinella	Mollusca	Bivalvia	1
Enantiostreon	Mollusca	Bivalvia	1
Brechites (Brechites)	Mollusca	Bivalvia	1
Brechites (Foegia)	Mollusca	Bivalvia	1
Brechites (Humphreyia)	Mollusca	Bivalvia	1
Brechites (Kendrickiana)	Mollusca	Bivalvia	1
Brechites (Nipponoclava)	Mollusca	Bivalvia	1
Brechites (Verpa)	Mollusca	Bivalvia	1
Clavagella (Dianadema)	Mollusca	Bivalvia	1
Clavagella (Stirpuliniola)	Mollusca	Bivalvia	1
Clavagella	Mollusca	Bivalvia	1
Bryopa	Mollusca	Bivalvia	1
Warnea	Mollusca	Bivalvia	1
Penicillus	Mollusca	Bivalvia	1
Foegia	Mollusca	Bivalvia	1
Pseudobrechites	Mollusca	Bivalvia	1
Anatimya	Mollusca	Bivalvia	1
Cercomya	Mollusca	Bivalvia	1
Laternula (Exolaternula)	Mollusca	Bivalvia	
Laternula	Mollusca	Bivalvia	1
Periplomya	Mollusca	Bivalvia	1
Platymyoidea	Mollusca	Bivalvia	1
Plectomya	Mollusca	Bivalvia	1
Lyonsia	Mollusca	Bivalvia	1
Pandora	Mollusca	Bivalvia	1
Heteroclidus	Mollusca	Bivalvia	1
Clidiophora	Mollusca	Bivalvia	1
Pandorella	Mollusca	Bivalvia	1
Anomia (Anomia)	Mollusca	Bivalvia	1
Anomia (paraplacuna)	Mollusca	Bivalvia	
Anomia	Mollusca	Bivalvia	1
Carolia (Carolia)	Mollusca	Bivalvia	1
Carolia	Mollusca	Bivalvia	1
Enigmonia	Mollusca	Bivalvia	1
Heteranomia	Mollusca	Bivalvia	1
Isomonia	Mollusca	Bivalvia	1
Paranomia	Mollusca	Bivalvia	1
Prismatro	Mollusca	Bivalvia	1
Patro	Mollusca	Bivalvia	1
Placunanomia	Mollusca	Bivalvia	1
Placunopsis	Mollusca	Bivalvia	1
Pododesmus (Monia)	Mollusca	Bivalvia	1
Pododesmus (Pododesmus)	Mollusca	Bivalvia	1
Pododesmus	Mollusca	Bivalvia	1
Monia	Mollusca	Bivalvia	1
Saintia	Mollusca	Bivalvia	1
Placuna (Ephippium)	Mollusca	Bivalvia	1
Placuna (Placuna)	Mollusca	Bivalvia	1
Placuna	Mollusca	Bivalvia	1
Aviculopecten	Mollusca	Bivalvia	1
Clavicosta	Mollusca	Bivalvia	1
Fasciculiconcha	Mollusca	Bivalvia	1
Limipecten	Mollusca	Bivalvia	1
Cyrtorostra	Mollusca	Bivalvia	1
Deltopecten	Mollusca	Bivalvia	1
Eocamptonectes	Mollusca	Bivalvia	1
Streblopteria	Mollusca	Bivalvia	1
Anningella	Mollusca	Bivalvia	1
Aucellina	Mollusca	Bivalvia	1
Buchia	Mollusca	Bivalvia	1
Malayomaorica	Mollusca	Bivalvia	1
Chaenocardia	Mollusca	Bivalvia	1
Eurydesma	Mollusca	Bivalvia	1
Obliquipecten	Mollusca	Bivalvia	1
Guizhoupecten	Mollusca	Bivalvia	1
Streblochondria	Mollusca	Bivalvia	1
Dimya	Mollusca	Bivalvia	1
Dimyodon	Mollusca	Bivalvia	1
Annuliconcha	Mollusca	Bivalvia	1
Etheripecten	Mollusca	Bivalvia	1
Eumorphotis	Mollusca	Bivalvia	1
Girtypecten	Mollusca	Bivalvia	1
Heteropecten	Mollusca	Bivalvia	1
Asoella	Mollusca	Bivalvia	1
Acanthopecten	Mollusca	Bivalvia	1
Acesta (Acesta)	Mollusca	Bivalvia	1
Acesta (Callolima)	Mollusca	Bivalvia	
Acesta (Plicacesta)	Mollusca	Bivalvia	1
Acesta	Mollusca	Bivalvia	1
Antiquilima	Mollusca	Bivalvia	1
Aviculolima	Mollusca	Bivalvia	1
Badiotella	Mollusca	Bivalvia	1
Ctenoides	Mollusca	Bivalvia	1
Ctenostreon	Mollusca	Bivalvia	1
Divarilima	Mollusca	Bivalvia	
Elimata	Mollusca	Bivalvia	1
Escalima	Mollusca	Bivalvia	
Gemellima (Gemellima)	Mollusca	Bivalvia	1
Gryphellina	Mollusca	Bivalvia	1
Lima (Allolima)	Mollusca	Bivalvia	
Lima (Lima)	Mollusca	Bivalvia	1
Lima	Mollusca	Bivalvia	1
Limaria (Limaria)	Mollusca	Bivalvia	1
Limaria (Limatulella)	Mollusca	Bivalvia	1
Limaria (Platilimaria)	Mollusca	Bivalvia	
Limaria (Platilimaria)	Mollusca	Bivalvia	
Limaria (Promantellum)	Mollusca	Bivalvia	1
Limaria (Stabilima)	Mollusca	Bivalvia	
Limaria	Mollusca	Bivalvia	1
Limatula (Antarctolima)	Mollusca	Bivalvia	1
Limatula (II)	Mollusca	Bivalvia	
Limatula (III)	Mollusca	Bivalvia	
Limatula (III)	Mollusca	Bivalvia	
Limatula (IV)	Mollusca	Bivalvia	
Limatula (Limatula)	Mollusca	Bivalvia	1
Limatula (Limatuletta)	Mollusca	Bivalvia	1
Limatula (Limatuletta)	Mollusca	Bivalvia	1
Limatula (Stabilima)	Mollusca	Bivalvia	
Limatula (V)	Mollusca	Bivalvia	
Limatula (VI)	Mollusca	Bivalvia	
Limatula (VII)	Mollusca	Bivalvia	
Limatula (VIII)	Mollusca	Bivalvia	
Limatula (s.l)	Mollusca	Bivalvia	
Limatula	Mollusca	Bivalvia	1
Limea (Eolimea)	Mollusca	Bivalvia	1
Limea (Escalima)	Mollusca	Bivalvia	
Limea (Gemellima)	Mollusca	Bivalvia	1
Limea (Isolimea)	Mollusca	Bivalvia	
Limea (Limea)	Mollusca	Bivalvia	1
Limea (Notolimea)	Mollusca	Bivalvia	1
Limea	Mollusca	Bivalvia	1
Mysidioptera (Mysidioptera)	Mollusca	Bivalvia	1
Palaeolima	Mollusca	Bivalvia	1
Plagiostoma	Mollusca	Bivalvia	1
Pseudolimea	Mollusca	Bivalvia	1
Serania	Mollusca	Bivalvia	1
Tirolidia	Mollusca	Bivalvia	1
Arctotis	Mollusca	Bivalvia	1
Meleagrinella	Mollusca	Bivalvia	1
Oxytoma (Hypoxytoma)	Mollusca	Bivalvia	1
Oxytoma (Oxytoma)	Mollusca	Bivalvia	1
Oxytoma (Palmoxytoma)	Mollusca	Bivalvia	1
Oxytoma	Mollusca	Bivalvia	1
Atreta	Mollusca	Bivalvia	1
Plicatula (Plicatula)	Mollusca	Bivalvia	1
Plicatula	Mollusca	Bivalvia	1
Leptochondria	Mollusca	Bivalvia	1
Pseudomonotis (Pseudomonotis)	Mollusca	Bivalvia	1
Prospondylus	Mollusca	Bivalvia	1
Aviculomonotis	Mollusca	Bivalvia	1
Pseudomonotis	Mollusca	Bivalvia	1
Anulipecten	Mollusca	Bivalvia	1
Claraia	Mollusca	Bivalvia	1
Dunbarella	Mollusca	Bivalvia	1
Lyriopecten	Mollusca	Bivalvia	1
Pseudaviculopecten	Mollusca	Bivalvia	1
Pterinopecten (Fascinewellipecten)	Mollusca	Bivalvia	1
Pterinopecten (Newellipecten)	Mollusca	Bivalvia	1
Pterinopecten (Pterinopecten)	Mollusca	Bivalvia	1
Pterinopecten	Mollusca	Bivalvia	1
Pterinopectinella	Mollusca	Bivalvia	1
Monotis (Entomonotis)	Mollusca	Bivalvia	1
Monotis (Monotis)	Mollusca	Bivalvia	1
Inflatomonotis	Mollusca	Bivalvia	1
Monotis	Mollusca	Bivalvia	1
Otapiria	Mollusca	Bivalvia	1
Entolium (Cteniopleurium)	Mollusca	Bivalvia	1
Entolium (Entolium)	Mollusca	Bivalvia	1
Entolium	Mollusca	Bivalvia	1
Pernopecten	Mollusca	Bivalvia	1
Somapecten	Mollusca	Bivalvia	1
Syncyclonema	Mollusca	Bivalvia	1
Catillopecten	Mollusca	Bivalvia	
Cyclochlamys	Mollusca	Bivalvia	5
Cyclopecten (Chlamydella)	Mollusca	Bivalvia	
Cyclopecten (Cyclopecten)	Mollusca	Bivalvia	5
Cyclopecten (Pectinella)	Mollusca	Bivalvia	
Cyclopecten	Mollusca	Bivalvia	5
Hemipecten	Mollusca	Bivalvia	1
Parvamussium	Mollusca	Bivalvia	5
Polynemamussium	Mollusca	Bivalvia	5
Propeamussium (Parvamussium)	Mollusca	Bivalvia	5
Propeamussium (Propeamussium)	Mollusca	Bivalvia	5
Propeamussium	Mollusca	Bivalvia	5
Similipecten	Mollusca	Bivalvia	5
Euchondria	Mollusca	Bivalvia	1
Weyla (Pseudovola)	Mollusca	Bivalvia	1
Weyla (Tosapecten)	Mollusca	Bivalvia	1
Weyla (Weyla)	Mollusca	Bivalvia	1
Weyla	Mollusca	Bivalvia	1
Equichlamys	Mollusca	Bivalvia	1
Laevichlamys	Mollusca	Bivalvia	1
Zygochlamys	Mollusca	Bivalvia	1
Caribachlamys	Mollusca	Bivalvia	1
Anguipecten	Mollusca	Bivalvia	1
Gloripallium	Mollusca	Bivalvia	1
Mizuhopecten	Mollusca	Bivalvia	1
Patinopecten	Mollusca	Bivalvia	1
Aequipecten (Aequipecten)	Mollusca	Bivalvia	1
Aequipecten (Lindapecten)	Mollusca	Bivalvia	1
Aequipecten	Mollusca	Bivalvia	1
Amusium	Mollusca	Bivalvia	1
Annachlamys (Annachlamys)	Mollusca	Bivalvia	1
Annachlamys	Mollusca	Bivalvia	1
Argopecten	Mollusca	Bivalvia	1
Bractechlamys	Mollusca	Bivalvia	1
Camptonectes (Camptochlamys)	Mollusca	Bivalvia	1
Camptonectes (Camptonectes)	Mollusca	Bivalvia	1
Boreionectes	Mollusca	Bivalvia	1
Camptonectes	Mollusca	Bivalvia	1
Chlamys (Anatiopopecten)	Mollusca	Bivalvia	
Chlamys (Annachlamys)	Mollusca	Bivalvia	1
Chlamys (Antipecten)	Mollusca	Bivalvia	1
Chlamys (Argopecten)	Mollusca	Bivalvia	1
Chlamys (Athlopecten)	Mollusca	Bivalvia	1
Chlamys (Chlamys)	Mollusca	Bivalvia	1
Chlamys (Cryptopecten)	Mollusca	Bivalvia	1
Chlamys (Duplipecten)	Mollusca	Bivalvia	1
Chlamys (Flexopecten)	Mollusca	Bivalvia	1
Chlamys (Hilberia)	Mollusca	Bivalvia	1
Chlamys (Juxtamusium)	Mollusca	Bivalvia	1
Chlamys (Leptopecten)	Mollusca	Bivalvia	1
Chlamys (Lyropecten)	Mollusca	Bivalvia	1
Chlamys (Macrochlamis)	Mollusca	Bivalvia	1
Chlamys (Manupecten)	Mollusca	Bivalvia	1
Chlamys (Mixtipecten)	Mollusca	Bivalvia	1
Chlamys (Nanaochlamys)	Mollusca	Bivalvia	1
Chlamys (Nodipecten)	Mollusca	Bivalvia	1
Chlamys (Pacipecten)	Mollusca	Bivalvia	1
Chlamys (Pethopecten)	Mollusca	Bivalvia	1
Chlamys (Phialopecten)	Mollusca	Bivalvia	1
Chlamys (Placopecten)	Mollusca	Bivalvia	1
Chlamys (Radiopecten)	Mollusca	Bivalvia	1
Chlamys (Radulopecten)	Mollusca	Bivalvia	1
Chlamys (Scaeochlamys)	Mollusca	Bivalvia	1
Chlamys (Sectipecten)	Mollusca	Bivalvia	1
Chlamys (Serripecten)	Mollusca	Bivalvia	1
Chlamys (Stralopecten)	Mollusca	Bivalvia	1
Chlamys (Swiftopecten)	Mollusca	Bivalvia	1
Chlamys (Vertipecten)	Mollusca	Bivalvia	1
Anatipopecten	Mollusca	Bivalvia	1
Azumapecten	Mollusca	Bivalvia	1
Swiftopecten	Mollusca	Bivalvia	1
Chlamys	Mollusca	Bivalvia	1
Leochlamys	Mollusca	Bivalvia	1
Camptochlamys	Mollusca	Bivalvia	1
Scaeochlamys	Mollusca	Bivalvia	1
Ciclopecten	Mollusca	Bivalvia	1
Hyalopecten	Mollusca	Bivalvia	1
Complicachlamys	Mollusca	Bivalvia	
Comptopallium	Mollusca	Bivalvia	
Coralichlamys	Mollusca	Bivalvia	1
Crassadoma	Mollusca	Bivalvia	1
Cryptopecten	Mollusca	Bivalvia	1
Decatopecten (Anguipecten)	Mollusca	Bivalvia	1
Decatopecten (Decatopecten)	Mollusca	Bivalvia	1
Decatopecten (Sinectenolium)	Mollusca	Bivalvia	1
Decatopecten	Mollusca	Bivalvia	1
Delectopecten	Mollusca	Bivalvia	1
Eburneopecten (Eburneopecten)	Mollusca	Bivalvia	1
Eburneopecten	Mollusca	Bivalvia	1
Eopecten	Mollusca	Bivalvia	1
Equichlamys (Equichlamys)	Mollusca	Bivalvia	1
Euvola (Euvola)	Mollusca	Bivalvia	1
Euvola (Leopecten)	Mollusca	Bivalvia	1
Euvola	Mollusca	Bivalvia	1
Excellichlamys	Mollusca	Bivalvia	1
Flexopecten	Mollusca	Bivalvia	1
Glorichlamys	Mollusca	Bivalvia	
Hinnites	Mollusca	Bivalvia	1
Indopecten	Mollusca	Bivalvia	1
Juxtamusium	Mollusca	Bivalvia	
Pacipecten	Mollusca	Bivalvia	1
Leptopecten	Mollusca	Bivalvia	1
Manupecten	Mollusca	Bivalvia	1
Mesopeplum	Mollusca	Bivalvia	1
Mimachlamys	Mollusca	Bivalvia	1
Minnivola	Mollusca	Bivalvia	1
Mirapecten	Mollusca	Bivalvia	1
Miyagipecten (Miyagipecten)	Mollusca	Bivalvia	1
Miyagipecten	Mollusca	Bivalvia	1
Nodipecten	Mollusca	Bivalvia	1
Notochlamys	Mollusca	Bivalvia	1
Palliolum (Delectopecten)	Mollusca	Bivalvia	1
Palliolum (Hyalopecten)	Mollusca	Bivalvia	1
Palliolum (Lissochlamis)	Mollusca	Bivalvia	1
Palliolum (Palliolum)	Mollusca	Bivalvia	1
Palliolum (Parvochlamys)	Mollusca	Bivalvia	1
Palliolum	Mollusca	Bivalvia	1
Pascahinnites	Mollusca	Bivalvia	1
Pecten (Amussiopecten)	Mollusca	Bivalvia	1
Pecten (Flabellipecten)	Mollusca	Bivalvia	1
Pecten (Fortipecten)	Mollusca	Bivalvia	1
Pecten (Lituyapecten)	Mollusca	Bivalvia	1
Pecten (Minnivola)	Mollusca	Bivalvia	1
Pecten (Oppenheimopecten)	Mollusca	Bivalvia	1
Pecten (Patinopecten)	Mollusca	Bivalvia	1
Pecten (Pecten)	Mollusca	Bivalvia	1
Pecten (Yabepecten)	Mollusca	Bivalvia	1
Pecten	Mollusca	Bivalvia	1
Pedum	Mollusca	Bivalvia	
Placopecten	Mollusca	Bivalvia	1
Pleuronectites	Mollusca	Bivalvia	1
Prohinnites	Mollusca	Bivalvia	1
Pseudamussium	Mollusca	Bivalvia	1
Pseudopecten (Echinopecten)	Mollusca	Bivalvia	1
Pseudopecten (Pseudopecten)	Mollusca	Bivalvia	1
Pseudopecten	Mollusca	Bivalvia	1
Radulonectites	Mollusca	Bivalvia	1
Semipallium (Excellichlamys)	Mollusca	Bivalvia	1
Semipallium (Mesopeplum)	Mollusca	Bivalvia	1
Semipallium (Mirapecten)	Mollusca	Bivalvia	1
Semipallium (Semipallium)	Mollusca	Bivalvia	1
Semipallium	Mollusca	Bivalvia	1
Serratovola	Mollusca	Bivalvia	1
Spathochlamys	Mollusca	Bivalvia	1
Spondylopecten	Mollusca	Bivalvia	1
Talochlamys	Mollusca	Bivalvia	1
Veprichlamys	Mollusca	Bivalvia	
Volachlamys	Mollusca	Bivalvia	1
Spondylus (Corallospondylus)	Mollusca	Bivalvia	1
Spondylus (Eltopera)	Mollusca	Bivalvia	
Spondylus (Spondylus)	Mollusca	Bivalvia	1
Spondylus	Mollusca	Bivalvia	1
Newaagia	Mollusca	Bivalvia	1
Palaeopecten	Mollusca	Bivalvia	1
Anticorbula	Mollusca	Bivalvia	
Caestocorbula	Mollusca	Bivalvia	1
Caryocorbula (Caryocorbula)	Mollusca	Bivalvia	1
Caryocorbula	Mollusca	Bivalvia	1
Corbula (Ansiocorbula)	Mollusca	Bivalvia	
Corbula (Minicorbula)	Mollusca	Bivalvia	
Corbula (Physoida)	Mollusca	Bivalvia	1
Corbula	Mollusca	Bivalvia	1
Notocorbula	Mollusca	Bivalvia	1
Varicorbula	Mollusca	Bivalvia	1
Anisocorbula	Mollusca	Bivalvia	1
Juliacorbula (Juliacorbula)	Mollusca	Bivalvia	1
Juliacorbula	Mollusca	Bivalvia	1
Lentidium	Mollusca	Bivalvia	1
Cryptomya	Mollusca	Bivalvia	1
Arenomya	Mollusca	Bivalvia	1
Mya	Mollusca	Bivalvia	1
Platyodon	Mollusca	Bivalvia	1
Tugonia (Distugonia)	Mollusca	Bivalvia	1
Tugonia	Mollusca	Bivalvia	1
Aspidopholas (Aspidopholas)	Mollusca	Bivalvia	1
Aspidopholas (Calyptopholas)	Mollusca	Bivalvia	
Barnea (Umitakea)	Mollusca	Bivalvia	1
Barnea	Mollusca	Bivalvia	1
Anchomasa	Mollusca	Bivalvia	1
Scobinopholas	Mollusca	Bivalvia	1
Cyrtopleura	Mollusca	Bivalvia	1
Jouannetia	Mollusca	Bivalvia	1
Martesia	Mollusca	Bivalvia	1
Penitella (Monoplax)	Mollusca	Bivalvia	
Penitella (Penitella)	Mollusca	Bivalvia	1
Pholadidea	Mollusca	Bivalvia	1
Thovana	Mollusca	Bivalvia	1
Pholas	Mollusca	Bivalvia	1
Teredo	Mollusca	Bivalvia	1
Ceratomya	Mollusca	Bivalvia	1
Gresslya	Mollusca	Bivalvia	1
Myopholas	Mollusca	Bivalvia	1
Pteromya	Mollusca	Bivalvia	1
Pleuromya	Mollusca	Bivalvia	1
Myonia	Mollusca	Bivalvia	1
Pachymyonia	Mollusca	Bivalvia	1
Vacunella	Mollusca	Bivalvia	1
Astartila	Mollusca	Bivalvia	1
Cowperesia	Mollusca	Bivalvia	
Parvithracia (Parvithracia)	Mollusca	Bivalvia	1
Parvithracia (Pseudoasthenothaerus)	Mollusca	Bivalvia	
Celtoides	Mollusca	Bivalvia	2
Netschajewia	Mollusca	Bivalvia	1
Permophorus	Mollusca	Bivalvia	1
Pleurophopsis	Mollusca	Bivalvia	1
Rimmyjimina	Mollusca	Bivalvia	1
Triaphorus	Mollusca	Bivalvia	1
Goniomya	Mollusca	Bivalvia	1
Pachymya	Mollusca	Bivalvia	1
Pholadomya	Mollusca	Bivalvia	1
Myadoropsis	Mollusca	Bivalvia	
Offadesma	Mollusca	Bivalvia	
Bowdenia	Mollusca	Bivalvia	5
Cardiomya	Mollusca	Bivalvia	5
Cuspidaria	Mollusca	Bivalvia	5
Halonympha	Mollusca	Bivalvia	5
Plectodon	Mollusca	Bivalvia	5
Cymella	Mollusca	Bivalvia	5
Liopistha	Mollusca	Bivalvia	5
Poromya	Mollusca	Bivalvia	1
Pseudocuspidaria	Mollusca	Bivalvia	5
Euciroa	Mollusca	Bivalvia	5
Haliris	Mollusca	Bivalvia	5
Lyonsiella	Mollusca	Bivalvia	5
Pecchiolia	Mollusca	Bivalvia	5
Spinosipella	Mollusca	Bivalvia	5
Trigonulina	Mollusca	Bivalvia	5
Vertambitus	Mollusca	Bivalvia	5
Verticordia	Mollusca	Bivalvia	5
Vertisphaera	Mollusca	Bivalvia	5
Kokanostrea	Mollusca	Bivalvia	1
Terquemia	Mollusca	Bivalvia	1
Ahtioconcha	Mollusca	Bivalvia	1
Amphijanira	Mollusca	Bivalvia	1
Antijanira	Mollusca	Bivalvia	1
Avicularca	Mollusca	Bivalvia	1
Aviculoperna	Mollusca	Bivalvia	1
Aviculovulsa	Mollusca	Bivalvia	1
Barbosaia	Mollusca	Bivalvia	1
Bittneria	Mollusca	Bivalvia	1
Bouleigmus	Mollusca	Bivalvia	1
Burckhardtia	Mollusca	Bivalvia	1
Chalmasia	Mollusca	Bivalvia	1
Cliopteria	Mollusca	Bivalvia	1
Cuneigervillia	Mollusca	Bivalvia	1
Darteplicatula	Mollusca	Bivalvia	1
Datta	Mollusca	Bivalvia	1
Diotis	Mollusca	Bivalvia	1
Gerlus	Mollusca	Bivalvia	1
Haumea	Mollusca	Bivalvia	1
Heligmina	Mollusca	Bivalvia	1
Heligmopsis	Mollusca	Bivalvia	1
Hoernesiella	Mollusca	Bivalvia	1
Hokonuia	Mollusca	Bivalvia	1
Hypotrema	Mollusca	Bivalvia	1
Inoceramya	Mollusca	Bivalvia	1
Kochia	Mollusca	Bivalvia	1
Lilangina	Mollusca	Bivalvia	1
Limanomia	Mollusca	Bivalvia	1
Linsdallia	Mollusca	Bivalvia	1
Mclearnia	Mollusca	Bivalvia	1
Merismopteria	Mollusca	Bivalvia	1
Monopteria	Mollusca	Bivalvia	1
Mulletia	Mollusca	Bivalvia	1
Nathorstella (Follmannia)	Mollusca	Bivalvia	1
Nathorstella (Nathorstella)	Mollusca	Bivalvia	1
Nathorstella	Mollusca	Bivalvia	1
