taxon_name	int_midpoint	taxon	sub	size
Cymatorhynchia	169.3	Bra	inart	32.29
Daghanirhynchia	169.3	Bra	inart	20.67
Deltarhynchia	169.3	Bra	inart	20.52
Dictyothyris	169.3	Bra	inart	19.45
Druganirhynchia	169.3	Bra	inart	23.88
Echyrosia	169.3	Bra	inart	23.53
Epithyris	169.3	Bra	inart	38.73
Eudesia	169.3	Bra	inart	32.89
Ferrythyris	169.3	Bra	inart	23.82
Flabellirhynchia	169.3	Bra	inart	19.6
Furcirhynchia	169.3	Bra	inart	22.19333333
Gigantothyris	169.3	Bra	inart	54.89
Gnathorhynchia	169.3	Bra	inart	12.55
Goniothyris	169.3	Bra	inart	33.54
Kallirhynchia	169.3	Bra	inart	22.42
Karadagithyris	169.3	Bra	inart	21.66
Lacunaerhynchia	169.3	Bra	inart	29.18
Linguithyris	169.3	Bra	inart	24.43
Lingula	169.3	Bra	inart	69.6625
Lirellarina	169.3	Bra	inart	17.49333333
Lissajousithyris	169.3	Bra	inart	37.54
Loboidothyris	169.3	Bra	inart	59.16
Lobothyris	169.3	Bra	inart	31.03
Lophrothyris	169.3	Bra	inart	26.74
Millythyris	169.3	Bra	inart	28.88
Monsardithyris	169.3	Bra	inart	43.82
Moorellina	169.3	Bra	inart	3.184
Morrisithyris	169.3	Bra	inart	51.01
Nastosia	169.3	Bra	inart	21.85
Ornithella	169.3	Bra	inart	29.38461539
Orthotoma	169.3	Bra	inart	9.005
Papodina	169.3	Bra	inart	24.53
Parathyridina	169.3	Bra	inart	32.53
Parvirhynchia	169.3	Bra	inart	12.79
Plectothyris	169.3	Bra	inart	37.23
Ptilorhynchia	169.3	Bra	inart	20.29
Ptyctothyris	169.3	Bra	inart	41.66
Rhactorhynchia	169.3	Bra	inart	29.15
Rhynchonella	169.3	Bra	inart	16.68
Rhynchonellina	169.3	Bra	inart	25.58
Rocheithyris	169.3	Bra	inart	26.49
Rugitela	169.3	Bra	inart	31.37142857
Rugithyris	169.3	Bra	inart	19.46
Schizoria	169.3	Bra	inart	12.125
Septaliphoria	169.3	Bra	inart	25.3
Septocrurella	169.3	Bra	inart	13.43
Sphaeroidothyris	169.3	Bra	inart	29.21
Sphenorhynchia	169.3	Bra	inart	27.68
Sphriganaria	169.3	Bra	inart	21.46
Stiphrothyris	169.3	Bra	inart	31.83
Striirhynchia	169.3	Bra	inart	15.805
Strongylobrochus	169.3	Bra	inart	29.25
Strongyloria	169.3	Bra	inart	19.75
Stroudithyris	169.3	Bra	inart	25.55
Tegulithyris	169.3	Bra	inart	29.49
Terebratula	169.3	Bra	inart	55.77
Tubithyris	169.3	Bra	inart	18.4
Viallithyris	169.3	Bra	inart	23.76
Wattonithyris	169.3	Bra	inart	26.13
Zeilleria	169.3	Bra	inart	48.82857143
Zugmayeria	169.3	Bra	inart	8.995
Acanthothiris	172.2	Bra	inart	23.29
Aucklandirhynchia	172.2	Bra	inart	11.075
Calcirhynchia	172.2	Bra	inart	13.45333333
Caledorhynchia	172.2	Bra	inart	16.58666667
Cincta	172.2	Bra	inart	48.66
Conarothyris	172.2	Bra	inart	22.52
Curtirhynchia	172.2	Bra	inart	14.56
Discina	172.2	Bra	inart	6.564
Druganirhynchia	172.2	Bra	inart	23.88
Enallothecidea	172.2	Bra	inart	0.5286
Epithyris	172.2	Bra	inart	38.73
Euidothyris	172.2	Bra	inart	38.03
Gigantothyris	172.2	Bra	inart	54.89
Globirhynchia	172.2	Bra	inart	21.38
Herangirhynchia	172.2	Bra	inart	10.86
Homoeorhynchia	172.2	Bra	inart	23
Kallirhynchia	172.2	Bra	inart	22.42
Linguithyris	172.2	Bra	inart	24.43
Loboidothyris	172.2	Bra	inart	59.16
Lobothyris	172.2	Bra	inart	31.03
Lophrothyris	172.2	Bra	inart	26.74
Monsardithyris	172.2	Bra	inart	43.82
Monticlarella	172.2	Bra	inart	13.92
Parvirhynchia	172.2	Bra	inart	12.79
Petalothyris	172.2	Bra	inart	44.49
Plectoidothyris	172.2	Bra	inart	46.02
Plectothyris	172.2	Bra	inart	37.23
Praemonticlarella	172.2	Bra	inart	7.16
Prionorhynchia	172.2	Bra	inart	27.22
Protolacazella	172.2	Bra	inart	1.883
Pseudogibbirhynch	172.2	Bra	inart	10.34
Pseudoglossothyri	172.2	Bra	inart	41.12
Ptyctorhynchia	172.2	Bra	inart	11.20666667
Rhynchonella	172.2	Bra	inart	16.68
Rhynchonelloidea	172.2	Bra	inart	15.11
Rugitela	172.2	Bra	inart	31.37142857
Sakawairhynchia	172.2	Bra	inart	15.8
Sphaeroidothyris	172.2	Bra	inart	29.21
Sphenorhynchia	172.2	Bra	inart	27.68
Spiriferina	172.2	Bra	inart	29.53
Squamirhynchia	172.2	Bra	inart	13.585
Stolmorhynchia	172.2	Bra	inart	25.33
Striirhynchia	172.2	Bra	inart	15.805
Stroudithyris	172.2	Bra	inart	25.55
Terebratula	172.2	Bra	inart	55.77
Zeilleria	172.2	Bra	inart	48.82857143
Aucklandirhynchia	178.4	Bra	inart	11.075
Aulacothyris	178.4	Bra	inart	24.87692308
Burmirhynchia	178.4	Bra	inart	17.67
Callospiriferina	178.4	Bra	inart	21.47
Calyptoria	178.4	Bra	inart	17.99
Choffatirhynchia	178.4	Bra	inart	20.73333333
Cincta	178.4	Bra	inart	48.66
Cuersithyris	178.4	Bra	inart	31.96
Davidsonella	178.4	Bra	inart	6.405
Discinisca	178.4	Bra	inart	24.53571429
Dispiriferina	178.4	Bra	inart	25.635
Flabellothyris	178.4	Bra	inart	13.335
Furcirhynchia	178.4	Bra	inart	22.19333333
Gibbirhynchia	178.4	Bra	inart	12.58666667
Globirhynchia	178.4	Bra	inart	21.38
Herangirhynchia	178.4	Bra	inart	10.86
Homoeorhynchia	178.4	Bra	inart	23
Kallirhynchia	178.4	Bra	inart	22.42
Koninckella	178.4	Bra	inart	3.551764706
Linguithyris	178.4	Bra	inart	24.43
Lingula	178.4	Bra	inart	69.6625
Liospiriferina	178.4	Bra	inart	28.26
Lobothyris	178.4	Bra	inart	31.03
Monsardithyris	178.4	Bra	inart	43.82
Nannirhynchia	178.4	Bra	inart	6.524
Omolonothyris	178.4	Bra	inart	42.13
Praemonticlarella	178.4	Bra	inart	7.16
Prionorhynchia	178.4	Bra	inart	27.22
Pseudogibbirhynch	178.4	Bra	inart	10.34
Ptyctorhynchia	178.4	Bra	inart	11.20666667
Quadratirhynchia	178.4	Bra	inart	26.45
Rhynchonella	178.4	Bra	inart	16.68
Rhynchonelloidea	178.4	Bra	inart	15.11
Rhynchonelloidell	178.4	Bra	inart	15.59
Rudirhynchia	178.4	Bra	inart	18.17
Sakawairhynchia	178.4	Bra	inart	15.8
Scalpellirhynchia	178.4	Bra	inart	9.025
Soaresirhynchia	178.4	Bra	inart	12.52
Sphaeroidothyris	178.4	Bra	inart	29.21
Sphenorhynchia	178.4	Bra	inart	27.68
Spiriferina	178.4	Bra	inart	29.53
Stroudithyris	178.4	Bra	inart	25.55
Telothyris	178.4	Bra	inart	21.17
Terebratella	178.4	Bra	inart	29.55
Terebratula	178.4	Bra	inart	55.77
Tetrarhynchia	178.4	Bra	inart	21.64
Vincentirhynchia	178.4	Bra	inart	18.48
Zeilleria	178.4	Bra	inart	48.82857143
Amphiclinodonta	186.75	Bra	inart	8.625
Anarhynchia	186.75	Bra	inart	32.17
Antiptychina	186.75	Bra	inart	15.05
Apringia	186.75	Bra	inart	18.91
Aucklandirhynchia	186.75	Bra	inart	11.075
Aulacothyris	186.75	Bra	inart	24.87692308
Bakonyithyris	186.75	Bra	inart	11.52
Bodrakella	186.75	Bra	inart	11.98
Buckmanithyris	186.75	Bra	inart	27.07
Calcirhynchia	186.75	Bra	inart	13.45333333
Callospiriferina	186.75	Bra	inart	21.47
Capillirostra	186.75	Bra	inart	10.97
Cincta	186.75	Bra	inart	48.66
Cirpa	186.75	Bra	inart	15.07333333
Cuersithyris	186.75	Bra	inart	31.96
Cuneirhynchia	186.75	Bra	inart	9.605
Dispiriferina	186.75	Bra	inart	25.635
Fimbriothyris	186.75	Bra	inart	26.58
Furcirhynchia	186.75	Bra	inart	22.19333333
Gibbirhynchia	186.75	Bra	inart	12.58666667
Grandirhynchia	186.75	Bra	inart	38.89
Herangirhynchia	186.75	Bra	inart	10.86
Hesperithyris	186.75	Bra	inart	33.12
Homoeorhynchia	186.75	Bra	inart	23
Inaequalis	186.75	Bra	inart	38.07
Kericserella	186.75	Bra	inart	8.485
Koninckella	186.75	Bra	inart	3.551764706
Koninckodonta	186.75	Bra	inart	22.13
Linguithyris	186.75	Bra	inart	24.43
Lingula	186.75	Bra	inart	69.6625
Liospiriferina	186.75	Bra	inart	28.26
Lobothyris	186.75	Bra	inart	31.03
Lokutella	186.75	Bra	inart	17.2
Merophricus	186.75	Bra	inart	21.18
Nannirhynchia	186.75	Bra	inart	6.524
Nucleata	186.75	Bra	inart	16.43
Orbiculoidea	186.75	Bra	inart	8.915
Orlovirhynchia	186.75	Bra	inart	52.7
Orthotoma	186.75	Bra	inart	9.005
Papodina	186.75	Bra	inart	24.53
Peregrinelloidea	186.75	Bra	inart	48.53
Peristerothyris	186.75	Bra	inart	59.34
Piarorhynchia	186.75	Bra	inart	15.6
Pisirhynchia	186.75	Bra	inart	9.64
Planirhynchia	186.75	Bra	inart	18.58
Plesiothyris	186.75	Bra	inart	39.76
Pontaltorhynchia	186.75	Bra	inart	19.42
Prionorhynchia	186.75	Bra	inart	27.22
Quadratirhynchia	186.75	Bra	inart	26.45
Rhapidothyris	186.75	Bra	inart	38.78
Rhynchonella	186.75	Bra	inart	16.68
Rhynchonelloidea	186.75	Bra	inart	15.11
Rimirhynchia	186.75	Bra	inart	19.12666667
Rostrirhynchia	186.75	Bra	inart	16.15
Rudirhynchia	186.75	Bra	inart	18.17
Sakawairhynchia	186.75	Bra	inart	15.8
Scalpellirhynchia	186.75	Bra	inart	9.025
Securina	186.75	Bra	inart	16.18
Securithyris	186.75	Bra	inart	37.83
Sphaeroidothyris	186.75	Bra	inart	29.21
Spiriferina	186.75	Bra	inart	29.53
Squamirhynchia	186.75	Bra	inart	13.585
Suessia	186.75	Bra	inart	39.16
Tauromenia	186.75	Bra	inart	23.21
Telothyris	186.75	Bra	inart	21.17
Terebratula	186.75	Bra	inart	55.77
Tetrarhynchia	186.75	Bra	inart	21.64
Viallithyris	186.75	Bra	inart	23.76
Viligothyris	186.75	Bra	inart	15.775
Vincentirhynchia	186.75	Bra	inart	18.48
Zeilleria	186.75	Bra	inart	48.82857143
Antiptychina	195.05	Bra	inart	15.05
Apringia	195.05	Bra	inart	18.91
Aulacothyris	195.05	Bra	inart	24.87692308
Bakonyithyris	195.05	Bra	inart	11.52
Calcirhynchia	195.05	Bra	inart	13.45333333
Caledorhynchia	195.05	Bra	inart	16.58666667
Callospiriferina	195.05	Bra	inart	21.47
Calpella	195.05	Bra	inart	14.57333333
Cincta	195.05	Bra	inart	48.66
Cirpa	195.05	Bra	inart	15.07333333
Cuneirhynchia	195.05	Bra	inart	9.605
Discinisca	195.05	Bra	inart	24.53571429
Dispiriferina	195.05	Bra	inart	25.635
Fimbriothyris	195.05	Bra	inart	26.58
Furcirhynchia	195.05	Bra	inart	22.19333333
Gibbirhynchia	195.05	Bra	inart	12.58666667
Herangirhynchia	195.05	Bra	inart	10.86
Hesperithyris	195.05	Bra	inart	33.12
Homoeorhynchia	195.05	Bra	inart	23
Koninckina	195.05	Bra	inart	7.192
Linguithyris	195.05	Bra	inart	24.43
Lingula	195.05	Bra	inart	69.6625
Liospiriferina	195.05	Bra	inart	28.26
Loboidothyris	195.05	Bra	inart	59.16
Lobothyris	195.05	Bra	inart	31.03
Merophricus	195.05	Bra	inart	21.18
Murihikurhynchia	195.05	Bra	inart	18.46
Ochotorhynchia	195.05	Bra	inart	5.966666667
Orthotoma	195.05	Bra	inart	9.005
Phymatothyris	195.05	Bra	inart	27.44
Piarorhynchia	195.05	Bra	inart	15.6
Pisirhynchia	195.05	Bra	inart	9.64
Pontaltorhynchia	195.05	Bra	inart	19.42
Prionorhynchia	195.05	Bra	inart	27.22
Quadratirhynchia	195.05	Bra	inart	26.45
Rhynchonella	195.05	Bra	inart	16.68
Rhynchonellina	195.05	Bra	inart	25.58
Rimirhynchia	195.05	Bra	inart	19.12666667
Sakawairhynchia	195.05	Bra	inart	15.8
Salgirella	195.05	Bra	inart	23.48
Securina	195.05	Bra	inart	16.18
Septocrurella	195.05	Bra	inart	13.43
Spiriferina	195.05	Bra	inart	29.53
Sulcirostra	195.05	Bra	inart	18.04
Terebratula	195.05	Bra	inart	55.77
Tetrarhynchia	195.05	Bra	inart	21.64
Viallithyris	195.05	Bra	inart	23.76
Vincentirhynchia	195.05	Bra	inart	18.48
Zeilleria	195.05	Bra	inart	48.82857143
Bakonyithyris	200.3	Bra	inart	11.52
Calcirhynchia	200.3	Bra	inart	13.45333333
Callospiriferina	200.3	Bra	inart	21.47
Carapezzia	200.3	Bra	inart	56.43
Cirpa	200.3	Bra	inart	15.07333333
Cuneirhynchia	200.3	Bra	inart	9.605
Dispiriferina	200.3	Bra	inart	25.635
Furcirhynchia	200.3	Bra	inart	22.19333333
Herangirhynchia	200.3	Bra	inart	10.86
Homoeorhynchia	200.3	Bra	inart	23
Linguithyris	200.3	Bra	inart	24.43
Lingula	200.3	Bra	inart	69.6625
Liospiriferina	200.3	Bra	inart	28.26
Lobothyris	200.3	Bra	inart	31.03
Murihikurhynchia	200.3	Bra	inart	18.46
Ochotorhynchia	200.3	Bra	inart	5.966666667
Phymatothyris	200.3	Bra	inart	27.44
Piarorhynchia	200.3	Bra	inart	15.6
Prionorhynchia	200.3	Bra	inart	27.22
Rhynchonella	200.3	Bra	inart	16.68
Sakawairhynchia	200.3	Bra	inart	15.8
Salgirella	200.3	Bra	inart	23.48
Securina	200.3	Bra	inart	16.18
Securithyris	200.3	Bra	inart	37.83
Spiriferina	200.3	Bra	inart	29.53
Sulcirostra	200.3	Bra	inart	18.04
Terebratula	200.3	Bra	inart	55.77
Tetrarhynchia	200.3	Bra	inart	21.64
Vincentirhynchia	200.3	Bra	inart	18.48
Zeilleria	200.3	Bra	inart	48.82857143
Amphiclina	204.9	Bra	inart	13.15
Aulacothyropsis	204.9	Bra	inart	15.64
Austrirhynchia	204.9	Bra	inart	25.9
Bactrynium	204.9	Bra	inart	11.44333333
Calcirhynchia	204.9	Bra	inart	13.45333333
Canadospira	204.9	Bra	inart	16.36
Clavigera	204.9	Bra	inart	71.18
Costirhynchia	204.9	Bra	inart	14.90666667
Crania	204.9	Bra	inart	10.67333333
Cyrtina	204.9	Bra	inart	19.26
Dielasma	204.9	Bra	inart	32.83
Euxinella	204.9	Bra	inart	21.29
Fissirhynchia	204.9	Bra	inart	20.23076923
Gundarolasmina	204.9	Bra	inart	23.58
Hagabirhynchia	204.9	Bra	inart	10.395
Halorella	204.9	Bra	inart	42.1
Herangirhynchia	204.9	Bra	inart	10.86
Kolymithyris	204.9	Bra	inart	24.35
Koninckina	204.9	Bra	inart	7.192
Laballa	204.9	Bra	inart	36.03
Laevithyris	204.9	Bra	inart	32.25
Lingula	204.9	Bra	inart	69.6625
Liospiriferina	204.9	Bra	inart	28.26
Lobothyris	204.9	Bra	inart	31.03
Majkopella	204.9	Bra	inart	47.66
Maxillirhynchia	204.9	Bra	inart	12.495
Mentzelia	204.9	Bra	inart	15.95
Mentzeliopsis	204.9	Bra	inart	27.16
Murihikurhynchia	204.9	Bra	inart	18.46
Neoretzia	204.9	Bra	inart	24.13
Orbiculoidea	204.9	Bra	inart	8.915
Osmarella	204.9	Bra	inart	15.92307692
Oxycolpella	204.9	Bra	inart	46.63
Pexidella	204.9	Bra	inart	13.48666667
Piarorhynchia	204.9	Bra	inart	15.6
Planirhynchia	204.9	Bra	inart	18.58
Pseudohalorella	204.9	Bra	inart	7.363333333
Rastelligera	204.9	Bra	inart	81
Retzia	204.9	Bra	inart	16.76
Rhaetina	204.9	Bra	inart	34.22
Rhynchonella	204.9	Bra	inart	16.68
Robinsonella	204.9	Bra	inart	19.58
Sakawairhynchia	204.9	Bra	inart	15.8
Sinucosta	204.9	Bra	inart	19.92
Spiriferina	204.9	Bra	inart	29.53
Spondylospira	204.9	Bra	inart	23.68
Stolzenburgiella	204.9	Bra	inart	9.415
Terebratula	204.9	Bra	inart	55.77
Thecidea	204.9	Bra	inart	7.032307692
Thecospira	204.9	Bra	inart	9.843333333
Triadithyris	204.9	Bra	inart	15.51176471
Veghirhynchia	204.9	Bra	inart	8.77
Viligella	204.9	Bra	inart	37.06
Vincentirhynchia	204.9	Bra	inart	18.48
Zeilleria	204.9	Bra	inart	48.82857143
Zugmayeria	204.9	Bra	inart	8.995
Adygella	218.25	Bra	inart	26.3
Adygellopsis	218.25	Bra	inart	19.28
Amphiclina	218.25	Bra	inart	13.15
Anadyrella	218.25	Bra	inart	21.22
Araxathyris	218.25	Bra	inart	32.77
Aulacothyris	218.25	Bra	inart	24.87692308
Aulacothyroides	218.25	Bra	inart	15.4
Aulacothyropsis	218.25	Bra	inart	15.64
Austriellula	218.25	Bra	inart	15.96
Balatonospira	218.25	Bra	inart	8.04
Carinokoninckina	218.25	Bra	inart	7.716666667
Caucasorhynchia	218.25	Bra	inart	22.38
Caucasothyris	218.25	Bra	inart	8.065
Coenothyris	218.25	Bra	inart	37.2
Costoconcha	218.25	Bra	inart	27.15
Cruratula	218.25	Bra	inart	28.96
Crurirhynchia	218.25	Bra	inart	18.95
Cubanothyris	218.25	Bra	inart	20.32
Cystothyris	218.25	Bra	inart	36.16
Dagyspirifer	218.25	Bra	inart	25.52
Decurtella	218.25	Bra	inart	9.53
Dierisma	218.25	Bra	inart	20.42
Discinisca	218.25	Bra	inart	24.53571429
Eodallina	218.25	Bra	inart	7.2525
Eoseptaliphoria	218.25	Bra	inart	12.7
Epithyroides	218.25	Bra	inart	19.79
Euxinella	218.25	Bra	inart	21.29
Fissirhynchia	218.25	Bra	inart	20.23076923
Gemerithyris	218.25	Bra	inart	12.82
Hagabirhynchia	218.25	Bra	inart	10.395
Halorella	218.25	Bra	inart	42.1
Halorellina	218.25	Bra	inart	21.63
Halorelloidea	218.25	Bra	inart	23.13
Holcorhynchia	218.25	Bra	inart	10.035
Hungarispira	218.25	Bra	inart	5.81
Klipsteinelloidea	218.25	Bra	inart	6.45
Kolymithyris	218.25	Bra	inart	24.35
Koninckina	218.25	Bra	inart	7.192
Laballa	218.25	Bra	inart	36.03
Laevithyris	218.25	Bra	inart	32.25
Lamellokoninckina	218.25	Bra	inart	8.1625
Lepismatina	218.25	Bra	inart	12.86
Lingula	218.25	Bra	inart	69.6625
Loboidothyris	218.25	Bra	inart	59.16
Lobothyris	218.25	Bra	inart	31.03
Lobothyroides	218.25	Bra	inart	25.47
Lunarhynchia	218.25	Bra	inart	29.39
Maorirhynchia	218.25	Bra	inart	31.67
Maxillirhynchia	218.25	Bra	inart	12.495
Mentzelia	218.25	Bra	inart	15.95
Mentzelioides	218.25	Bra	inart	56.19
Misolia	218.25	Bra	inart	36.59
Moisseievia	218.25	Bra	inart	17.31
Moorellina	218.25	Bra	inart	3.184
Murihikurhynchia	218.25	Bra	inart	18.46
Neofascicosta	218.25	Bra	inart	15.22
Neoretzia	218.25	Bra	inart	24.13
Norella	218.25	Bra	inart	15.19333333
Ochotathyris	218.25	Bra	inart	35.7
Omolonella	218.25	Bra	inart	17.94
Orientospira	218.25	Bra	inart	32.18
Ornithella	218.25	Bra	inart	29.38461539
Oxycolpella	218.25	Bra	inart	46.63
Pamirothyris	218.25	Bra	inart	17.27
Paradoxothyris	218.25	Bra	inart	31.27
Paralaballa	218.25	Bra	inart	22.12
Paramentzelia	218.25	Bra	inart	23.27
Phenacozugmayerel	218.25	Bra	inart	17.1
Piarorhynchia	218.25	Bra	inart	15.6
Plectoconcha	218.25	Bra	inart	35.31
Praecubanothyris	218.25	Bra	inart	15.55
Pseudocyrtina	218.25	Bra	inart	34.51
Pseudohalorella	218.25	Bra	inart	7.363333333
Pseudolepismatina	218.25	Bra	inart	25.93
Pseudorhaetina	218.25	Bra	inart	17.985
Pseudospondylospi	218.25	Bra	inart	24.39
Psioidea	218.25	Bra	inart	19.53
Rastelligera	218.25	Bra	inart	81
Rhaetina	218.25	Bra	inart	34.22
Rhynchonella	218.25	Bra	inart	16.68
Rimirhynchopsis	218.25	Bra	inart	23.79
Robinsonella	218.25	Bra	inart	19.58
Saccorhynchia	218.25	Bra	inart	25.2
Sacothyris	218.25	Bra	inart	16.18
Sakawairhynchia	218.25	Bra	inart	15.8
Schwagerispira	218.25	Bra	inart	6.355
Septamphiclina	218.25	Bra	inart	9.465
Septocyclothyris	218.25	Bra	inart	17.19
Septospirigerella	218.25	Bra	inart	44.62
Sinucosta	218.25	Bra	inart	19.92
Spiriferina	218.25	Bra	inart	29.53
Spiriferinoides	218.25	Bra	inart	12.33
Spondylospira	218.25	Bra	inart	23.68
Sulcatinella	218.25	Bra	inart	10.545
Sulcorhynchia	218.25	Bra	inart	14.6
Terebratula	218.25	Bra	inart	55.77
Tetractinella	218.25	Bra	inart	11.54666667
Thecocyrtella	218.25	Bra	inart	3.32
Thecospira	218.25	Bra	inart	9.843333333
Tibetothyris	218.25	Bra	inart	27.31
Timorhynchia	218.25	Bra	inart	12.52666667
Triadithyris	218.25	Bra	inart	15.51176471
Tunethyris	218.25	Bra	inart	14.4
Tylospiriferina	218.25	Bra	inart	18.81
Veghirhynchia	218.25	Bra	inart	8.77
Viligella	218.25	Bra	inart	37.06
Vitimetula	218.25	Bra	inart	10.72
Wittenburgella	218.25	Bra	inart	10.1
Yidunella	218.25	Bra	inart	40.65
Yulongella	218.25	Bra	inart	15.63
Zeilleria	218.25	Bra	inart	48.82857143
Zhidothyris	218.25	Bra	inart	19.61
Adygella	231.5	Bra	inart	26.3
Alipunctifera	231.5	Bra	inart	62.09
Amoenirhynchia	231.5	Bra	inart	8.72
Amphiclina	231.5	Bra	inart	13.15
Amphiclinodonta	231.5	Bra	inart	8.625
Angustothyris	231.5	Bra	inart	13.44
Anisactinella	231.5	Bra	inart	6.416666667
Apertirhynchella	231.5	Bra	inart	14.65
Athyris	231.5	Bra	inart	19.576
Aulacothyris	231.5	Bra	inart	24.87692308
Aulacothyroides	231.5	Bra	inart	15.4
Aulacothyropsis	231.5	Bra	inart	15.64
Austriellula	231.5	Bra	inart	15.96
Balatonospira	231.5	Bra	inart	8.04
Bittnerella	231.5	Bra	inart	11.62666667
Bittnerula	231.5	Bra	inart	15.63
Boreiospira	231.5	Bra	inart	29.01
Camerothyris	231.5	Bra	inart	10.715
Canadospira	231.5	Bra	inart	16.36
Carinokoninckina	231.5	Bra	inart	7.716666667
Cassianospira	231.5	Bra	inart	4.843333333
Caucasorhynchia	231.5	Bra	inart	22.38
Coenothyris	231.5	Bra	inart	37.2
Costirhynchia	231.5	Bra	inart	14.90666667
Costirhynchopsis	231.5	Bra	inart	13.74
Costoconcha	231.5	Bra	inart	27.15
Crania	231.5	Bra	inart	10.67333333
Cruratula	231.5	Bra	inart	28.96
Cubanothyris	231.5	Bra	inart	20.32
Cyrtina	231.5	Bra	inart	19.26
Dentospiriferina	231.5	Bra	inart	32.98
Dielasma	231.5	Bra	inart	32.83
Dioristella	231.5	Bra	inart	8.506666667
Diplospirella	231.5	Bra	inart	11.345
Discinisca	231.5	Bra	inart	24.53571429
Epithyroides	231.5	Bra	inart	19.79
Euractinella	231.5	Bra	inart	8.885
Euxinella	231.5	Bra	inart	21.29
Excavatorhynchia	231.5	Bra	inart	11.00666667
Fissirhynchia	231.5	Bra	inart	20.23076923
Gemerithyris	231.5	Bra	inart	12.82
Halorella	231.5	Bra	inart	42.1
Hirsutella	231.5	Bra	inart	16.75
Holcorhynchia	231.5	Bra	inart	10.035
Homoeorhynchia	231.5	Bra	inart	23
Hungarispira	231.5	Bra	inart	5.81
Hungaritheca	231.5	Bra	inart	9.016666667
Klipsteinella	231.5	Bra	inart	4.2
Kolymithyris	231.5	Bra	inart	24.35
Koninckella	231.5	Bra	inart	3.551764706
Koninckina	231.5	Bra	inart	7.192
Laballa	231.5	Bra	inart	36.03
Laevirhynchia	231.5	Bra	inart	8.895
Laevithyris	231.5	Bra	inart	32.25
Lepismatina	231.5	Bra	inart	12.86
Lingula	231.5	Bra	inart	69.6625
Lobothyris	231.5	Bra	inart	31.03
Lobothyroides	231.5	Bra	inart	25.47
Maorirhynchia	231.5	Bra	inart	31.67
Mentzelia	231.5	Bra	inart	15.95
Mentzelioides	231.5	Bra	inart	56.19
Mentzeliopsis	231.5	Bra	inart	27.16
Murihikurhynchia	231.5	Bra	inart	18.46
Neofascicosta	231.5	Bra	inart	15.22
Neoretzia	231.5	Bra	inart	24.13
Norella	231.5	Bra	inart	15.19333333
Nudirostralina	231.5	Bra	inart	13.43
Orbiculoidea	231.5	Bra	inart	8.915
Ornithella	231.5	Bra	inart	29.38461539
Oxycolpella	231.5	Bra	inart	46.63
Paradoxothyris	231.5	Bra	inart	31.27
Paramentzelia	231.5	Bra	inart	23.27
Pennospiriferina	231.5	Bra	inart	40.28
Pexidella	231.5	Bra	inart	13.48666667
Phenacozugmayerel	231.5	Bra	inart	17.1
Piarorhynchia	231.5	Bra	inart	15.6
Pisirhynchia	231.5	Bra	inart	9.64
Planirhynchia	231.5	Bra	inart	18.58
Pseudolaballa	231.5	Bra	inart	40.95
Psioidiella	231.5	Bra	inart	64.69
Punctospirella	231.5	Bra	inart	12.83
Rastelligera	231.5	Bra	inart	81
Retzia	231.5	Bra	inart	16.76
Rhaetina	231.5	Bra	inart	34.22
Rhynchonella	231.5	Bra	inart	16.68
Rimirhynchopsis	231.5	Bra	inart	23.79
Robinsonella	231.5	Bra	inart	19.58
Sacothyris	231.5	Bra	inart	16.18
Sakawairhynchia	231.5	Bra	inart	15.8
Schwagerispira	231.5	Bra	inart	6.355
Septospirigerella	231.5	Bra	inart	44.62
Sinucosta	231.5	Bra	inart	19.92
Sinuplicorhynchia	231.5	Bra	inart	22.11
Spiriferina	231.5	Bra	inart	29.53
Spondylospira	231.5	Bra	inart	23.68
Stolzenburgiella	231.5	Bra	inart	9.415
Sulcatothyris	231.5	Bra	inart	15.15
Sulcirostra	231.5	Bra	inart	18.04
Sulcorhynchia	231.5	Bra	inart	14.6
Terebratula	231.5	Bra	inart	55.77
Tetractinella	231.5	Bra	inart	11.54666667
Thecocyrtella	231.5	Bra	inart	3.32
Thecospira	231.5	Bra	inart	9.843333333
Thecospirella	231.5	Bra	inart	6.074
Tibetothyris	231.5	Bra	inart	27.31
Timorhynchia	231.5	Bra	inart	12.52666667
Triadithyris	231.5	Bra	inart	15.51176471
Tunethyris	231.5	Bra	inart	14.4
Tylospiriferina	231.5	Bra	inart	18.81
Veghirhynchia	231.5	Bra	inart	8.77
Viligella	231.5	Bra	inart	37.06
Volirhynchia	231.5	Bra	inart	19.07
Yidunella	231.5	Bra	inart	40.65
Zeilleria	231.5	Bra	inart	48.82857143
Adygella	238.5	Bra	inart	26.3
Alipunctifera	238.5	Bra	inart	62.09
Angustothyris	238.5	Bra	inart	13.44
Anisactinella	238.5	Bra	inart	6.416666667
Arctothyris	238.5	Bra	inart	33.58
Athyris	238.5	Bra	inart	19.576
Aulacothyris	238.5	Bra	inart	24.87692308
Aulacothyroides	238.5	Bra	inart	15.4
Austriellula	238.5	Bra	inart	15.96
Camerothyris	238.5	Bra	inart	10.715
Caucasorhynchia	238.5	Bra	inart	22.38
Coenothyris	238.5	Bra	inart	37.2
Costirhynchopsis	238.5	Bra	inart	13.74
Cruratula	238.5	Bra	inart	28.96
Decurtella	238.5	Bra	inart	9.53
Dielasma	238.5	Bra	inart	32.83
Dinarispira	238.5	Bra	inart	24.31
