taxon_name	taxon	sub	size	int_midpoint
Kallirhynchia	Bra	inart	22.42	164.8
Karadagithyris	Bra	inart	21.66	164.8
Kawhiarhynchia	Bra	inart	18.69333333	164.8
Kutchirhynchia	Bra	inart	37.07	164.8
Kutchithyris	Bra	inart	28.5	164.8
Lacunosella	Bra	inart	28.08	164.8
Linguithyris	Bra	inart	24.43	164.8
Lingula	Bra	inart	69.6625	164.8
Lingularia	Bra	inart	24.37647059	164.8
Loboidothyris	Bra	inart	59.16	164.8
Lophrothyris	Bra	inart	26.74	164.8
Magharithyris	Bra	inart	24.1	164.8
Monsardithyris	Bra	inart	43.82	164.8
Monticlarella	Bra	inart	13.92	164.8
Moorellina	Bra	inart	3.184	164.8
Mycerosia	Bra	inart	9.256666667	164.8
Neocrania	Bra	inart	11.38333333	164.8
Nucleata	Bra	inart	16.43	164.8
Orbiculoidea	Bra	inart	8.915	164.8
Ornithella	Bra	inart	29.38461539	164.8
Parathyridina	Bra	inart	32.53	164.8
Parvirhynchia	Bra	inart	12.79	164.8
Plectoidothyris	Bra	inart	46.02	164.8
Pseudoglossothyri	Bra	inart	41.12	164.8
Ptilorhynchia	Bra	inart	20.29	164.8
Ptyctothyris	Bra	inart	41.66	164.8
Pycnoria	Bra	inart	25	164.8
Rhactorhynchia	Bra	inart	29.15	164.8
Rhynchonella	Bra	inart	16.68	164.8
Rhynchonelloidell	Bra	inart	15.59	164.8
Rigauxia	Bra	inart	10.06	164.8
Rioultina	Bra	inart	2.332307692	164.8
Robustirhynchia	Bra	inart	34.23333333	164.8
Rugitela	Bra	inart	31.37142857	164.8
Septaliphoria	Bra	inart	25.3	164.8
Septirhynchia	Bra	inart	52.72	164.8
Septocrurella	Bra	inart	13.43	164.8
Somalirhynchia	Bra	inart	34.79	164.8
Somalithyris	Bra	inart	34.15	164.8
Sphaeroidothyris	Bra	inart	29.21	164.8
Sphriganaria	Bra	inart	21.46	164.8
Stiphrothyris	Bra	inart	31.83	164.8
Stolmorhynchia	Bra	inart	25.33	164.8
Striithyris	Bra	inart	33.7	164.8
Tainuirhynchia	Bra	inart	18.40666667	164.8
Terebratella	Bra	inart	29.55	164.8
Terebratula	Bra	inart	55.77	164.8
Terebratulina	Bra	inart	20.895	164.8
Tetrarhynchia	Bra	inart	21.64	164.8
Texarina	Bra	inart	28.29	164.8
Thecidea	Bra	inart	7.032307692	164.8
Torquirhynchia	Bra	inart	34.67	164.8
Trichothyris	Bra	inart	19.87	164.8
Tubithyris	Bra	inart	18.4	164.8
Wattonithyris	Bra	inart	26.13	164.8
Xenorina	Bra	inart	30.76	164.8
Zeilleria	Bra	inart	48.82857143	164.8
Zittelina	Bra	inart	14.905	164.8
Acanthorhynchia	Bra	inart	25.57	167.2
Acanthothiris	Bra	inart	23.29	167.2
Amydroptychus	Bra	inart	21.19	167.2
Antiptychina	Bra	inart	15.05	167.2
Apringia	Bra	inart	18.91	167.2
Arabatia	Bra	inart	36.77	167.2
Aucklandirhynchia	Bra	inart	11.075	167.2
Aulacothyris	Bra	inart	24.87692308	167.2
Avonothyris	Bra	inart	33.48	167.2
Baeorhynchia	Bra	inart	12.64666667	167.2
Burmirhynchia	Bra	inart	17.67	167.2
Caledorhynchia	Bra	inart	16.58666667	167.2
Camerothyris	Bra	inart	10.715	167.2
Capillirhynchia	Bra	inart	38.69	167.2
Cardinirhynchia	Bra	inart	16.82	167.2
Caryona	Bra	inart	17.71	167.2
Cererithyris	Bra	inart	34.77	167.2
Cirpa	Bra	inart	15.07333333	167.2
Colpotoria	Bra	inart	26.21	167.2
Crania	Bra	inart	10.67333333	167.2
Cymatorhynchia	Bra	inart	32.29	167.2
Daghanirhynchia	Bra	inart	20.67	167.2
Deltarhynchia	Bra	inart	20.52	167.2
Dictyothyris	Bra	inart	19.45	167.2
Digonella	Bra	inart	23.95	167.2
Discina	Bra	inart	6.564	167.2
Discinisca	Bra	inart	24.53571429	167.2
Disculina	Bra	inart	6.7575	167.2
Dorsoplicathyris	Bra	inart	31.41	167.2
Enallothecidea	Bra	inart	0.5286	167.2
Epithyris	Bra	inart	38.73	167.2
Eudesia	Bra	inart	32.89	167.2
Flabellirhynchia	Bra	inart	19.6	167.2
Flabellothyris	Bra	inart	13.335	167.2
Furcirhynchia	Bra	inart	22.19333333	167.2
Gibbirhynchia	Bra	inart	12.58666667	167.2
Goniorhynchia	Bra	inart	24.87	167.2
Heimia	Bra	inart	20.82	167.2
Hesperithyris	Bra	inart	33.12	167.2
Heteromychus	Bra	inart	39.73	167.2
Holcorhynchia	Bra	inart	10.035	167.2
Holcothyris	Bra	inart	27.69	167.2
Kallirhynchia	Bra	inart	22.42	167.2
Karadagithyris	Bra	inart	21.66	167.2
Kutchirhynchia	Bra	inart	37.07	167.2
Kutchithyris	Bra	inart	28.5	167.2
Lacunaerhynchia	Bra	inart	29.18	167.2
Linguithyris	Bra	inart	24.43	167.2
Lingula	Bra	inart	69.6625	167.2
Lingularia	Bra	inart	24.37647059	167.2
Loboidothyris	Bra	inart	59.16	167.2
Lophrothyris	Bra	inart	26.74	167.2
Millythyris	Bra	inart	28.88	167.2
Monsardithyris	Bra	inart	43.82	167.2
Monticlarella	Bra	inart	13.92	167.2
Moorellina	Bra	inart	3.184	167.2
Neocrania	Bra	inart	11.38333333	167.2
Nucleata	Bra	inart	16.43	167.2
Orbiculoidea	Bra	inart	8.915	167.2
Ornithella	Bra	inart	29.38461539	167.2
Orthis	Bra	inart	12.52	167.2
Parathyridina	Bra	inart	32.53	167.2
Parvirhynchia	Bra	inart	12.79	167.2
Plectoidothyris	Bra	inart	46.02	167.2
Pseudoglossothyri	Bra	inart	41.12	167.2
Ptilorhynchia	Bra	inart	20.29	167.2
Ptyctothyris	Bra	inart	41.66	167.2
Pycnoria	Bra	inart	25	167.2
Rhactorhynchia	Bra	inart	29.15	167.2
Rhynchonella	Bra	inart	16.68	167.2
Rhynchonelloidell	Bra	inart	15.59	167.2
Rigauxia	Bra	inart	10.06	167.2
Rioultina	Bra	inart	2.332307692	167.2
Rugitela	Bra	inart	31.37142857	167.2
Septaliphoria	Bra	inart	25.3	167.2
Septocrurella	Bra	inart	13.43	167.2
Sogxianthyris	Bra	inart	27.39	167.2
Somalirhynchia	Bra	inart	34.79	167.2
Sphaeroidothyris	Bra	inart	29.21	167.2
Sphenorhynchia	Bra	inart	27.68	167.2
Sphriganaria	Bra	inart	21.46	167.2
Stiphrothyris	Bra	inart	31.83	167.2
Stolmorhynchia	Bra	inart	25.33	167.2
Striirhynchia	Bra	inart	15.805	167.2
Strongyloria	Bra	inart	19.75	167.2
Tegulithyris	Bra	inart	29.49	167.2
Terebratella	Bra	inart	29.55	167.2
Terebratula	Bra	inart	55.77	167.2
Terebratuloidea	Bra	inart	24.10769231	167.2
Tetrarhynchia	Bra	inart	21.64	167.2
Texarina	Bra	inart	28.29	167.2
Thecidea	Bra	inart	7.032307692	167.2
Torquirhynchia	Bra	inart	34.67	167.2
Tubithyris	Bra	inart	18.4	167.2
Wattonithyris	Bra	inart	26.13	167.2
Xenorina	Bra	inart	30.76	167.2
Zeilleria	Bra	inart	48.82857143	167.2
Acanthothiris	Bra	inart	23.29	169.3
Amydroptychus	Bra	inart	21.19	169.3
Antiptychina	Bra	inart	15.05	169.3
Apringia	Bra	inart	18.91	169.3
Arcelinithyris	Bra	inart	16.46	169.3
Aucklandirhynchia	Bra	inart	11.075	169.3
Aulacothyris	Bra	inart	24.87692308	169.3
Baeorhynchia	Bra	inart	12.64666667	169.3
Burmirhynchia	Bra	inart	17.67	169.3
Caledorhynchia	Bra	inart	16.58666667	169.3
Camerothyris	Bra	inart	10.715	169.3
Capillirhynchia	Bra	inart	38.69	169.3
Cardinirhynchia	Bra	inart	16.82	169.3
Caryona	Bra	inart	17.71	169.3
Cererithyris	Bra	inart	34.77	169.3
Charltonithyris	Bra	inart	49.11	169.3
Cirpa	Bra	inart	15.07333333	169.3
Conarothyris	Bra	inart	22.52	169.3
Crania	Bra	inart	10.67333333	169.3
Cymatorhynchia	Bra	inart	32.29	169.3
Daghanirhynchia	Bra	inart	20.67	169.3
Deltarhynchia	Bra	inart	20.52	169.3
Dictyothyris	Bra	inart	19.45	169.3
Discina	Bra	inart	6.564	169.3
Discinisca	Bra	inart	24.53571429	169.3
Druganirhynchia	Bra	inart	23.88	169.3
Echyrosia	Bra	inart	23.53	169.3
Enallothecidea	Bra	inart	0.5286	169.3
Epithyris	Bra	inart	38.73	169.3
Eudesia	Bra	inart	32.89	169.3
Ferrythyris	Bra	inart	23.82	169.3
Flabellirhynchia	Bra	inart	19.6	169.3
Flabellothyris	Bra	inart	13.335	169.3
Furcirhynchia	Bra	inart	22.19333333	169.3
Gibbirhynchia	Bra	inart	12.58666667	169.3
Gigantothyris	Bra	inart	54.89	169.3
Gnathorhynchia	Bra	inart	12.55	169.3
Goniothyris	Bra	inart	33.54	169.3
Hesperithyris	Bra	inart	33.12	169.3
Holcorhynchia	Bra	inart	10.035	169.3
Holcothyris	Bra	inart	27.69	169.3
Kallirhynchia	Bra	inart	22.42	169.3
Karadagithyris	Bra	inart	21.66	169.3
Lacunaerhynchia	Bra	inart	29.18	169.3
Linguithyris	Bra	inart	24.43	169.3
Lingula	Bra	inart	69.6625	169.3
Lingularia	Bra	inart	24.37647059	169.3
Lirellarina	Bra	inart	17.49333333	169.3
Lissajousithyris	Bra	inart	37.54	169.3
Loboidothyris	Bra	inart	59.16	169.3
Lobothyris	Bra	inart	31.03	169.3
Lophrothyris	Bra	inart	26.74	169.3
Millythyris	Bra	inart	28.88	169.3
Monsardithyris	Bra	inart	43.82	169.3
Monticlarella	Bra	inart	13.92	169.3
Moorellina	Bra	inart	3.184	169.3
Morrisithyris	Bra	inart	51.01	169.3
Nastosia	Bra	inart	21.85	169.3
Neocrania	Bra	inart	11.38333333	169.3
Nucleata	Bra	inart	16.43	169.3
Orbiculoidea	Bra	inart	8.915	169.3
Ornithella	Bra	inart	29.38461539	169.3
Orthis	Bra	inart	12.52	169.3
Orthotoma	Bra	inart	9.005	169.3
Papodina	Bra	inart	24.53	169.3
Parathyridina	Bra	inart	32.53	169.3
Parvirhynchia	Bra	inart	12.79	169.3
Plectoidothyris	Bra	inart	46.02	169.3
Plectothyris	Bra	inart	37.23	169.3
Pseudoglossothyri	Bra	inart	41.12	169.3
Ptilorhynchia	Bra	inart	20.29	169.3
Ptyctothyris	Bra	inart	41.66	169.3
Rhactorhynchia	Bra	inart	29.15	169.3
Rhynchonella	Bra	inart	16.68	169.3
Rhynchonellina	Bra	inart	25.58	169.3
Rhynchonelloidell	Bra	inart	15.59	169.3
Rigauxia	Bra	inart	10.06	169.3
Rocheithyris	Bra	inart	26.49	169.3
Rugitela	Bra	inart	31.37142857	169.3
Rugithyris	Bra	inart	19.46	169.3
Schizoria	Bra	inart	12.125	169.3
Septaliphoria	Bra	inart	25.3	169.3
Septocrurella	Bra	inart	13.43	169.3
Sphaeroidothyris	Bra	inart	29.21	169.3
Sphenorhynchia	Bra	inart	27.68	169.3
Sphriganaria	Bra	inart	21.46	169.3
Stiphrothyris	Bra	inart	31.83	169.3
Stolmorhynchia	Bra	inart	25.33	169.3
Striirhynchia	Bra	inart	15.805	169.3
Strongylobrochus	Bra	inart	29.25	169.3
Strongyloria	Bra	inart	19.75	169.3
Stroudithyris	Bra	inart	25.55	169.3
Tegulithyris	Bra	inart	29.49	169.3
Terebratella	Bra	inart	29.55	169.3
Terebratula	Bra	inart	55.77	169.3
Terebratuloidea	Bra	inart	24.10769231	169.3
Tetrarhynchia	Bra	inart	21.64	169.3
Texarina	Bra	inart	28.29	169.3
Thecidea	Bra	inart	7.032307692	169.3
Tubithyris	Bra	inart	18.4	169.3
Viallithyris	Bra	inart	23.76	169.3
Wattonithyris	Bra	inart	26.13	169.3
Zeilleria	Bra	inart	48.82857143	169.3
Zugmayeria	Bra	inart	8.995	169.3
Acanthothiris	Bra	inart	23.29	172.2
Antiptychina	Bra	inart	15.05	172.2
Apringia	Bra	inart	18.91	172.2
Aucklandirhynchia	Bra	inart	11.075	172.2
Aulacothyris	Bra	inart	24.87692308	172.2
Burmirhynchia	Bra	inart	17.67	172.2
Calcirhynchia	Bra	inart	13.45333333	172.2
Caledorhynchia	Bra	inart	16.58666667	172.2
Camerothyris	Bra	inart	10.715	172.2
Caryona	Bra	inart	17.71	172.2
Cincta	Bra	inart	48.66	172.2
Cirpa	Bra	inart	15.07333333	172.2
Conarothyris	Bra	inart	22.52	172.2
Crania	Bra	inart	10.67333333	172.2
Curtirhynchia	Bra	inart	14.56	172.2
Discina	Bra	inart	6.564	172.2
Discinisca	Bra	inart	24.53571429	172.2
Druganirhynchia	Bra	inart	23.88	172.2
Enallothecidea	Bra	inart	0.5286	172.2
Epithyris	Bra	inart	38.73	172.2
Euidothyris	Bra	inart	38.03	172.2
Flabellothyris	Bra	inart	13.335	172.2
Furcirhynchia	Bra	inart	22.19333333	172.2
Gibbirhynchia	Bra	inart	12.58666667	172.2
Gigantothyris	Bra	inart	54.89	172.2
Globirhynchia	Bra	inart	21.38	172.2
Herangirhynchia	Bra	inart	10.86	172.2
Hesperithyris	Bra	inart	33.12	172.2
Holcorhynchia	Bra	inart	10.035	172.2
Holcothyris	Bra	inart	27.69	172.2
Homoeorhynchia	Bra	inart	23	172.2
Kallirhynchia	Bra	inart	22.42	172.2
Linguithyris	Bra	inart	24.43	172.2
Lingula	Bra	inart	69.6625	172.2
Lingularia	Bra	inart	24.37647059	172.2
Loboidothyris	Bra	inart	59.16	172.2
Lobothyris	Bra	inart	31.03	172.2
Lophrothyris	Bra	inart	26.74	172.2
Monsardithyris	Bra	inart	43.82	172.2
Monticlarella	Bra	inart	13.92	172.2
Moorellina	Bra	inart	3.184	172.2
Neocrania	Bra	inart	11.38333333	172.2
Nucleata	Bra	inart	16.43	172.2
Orbiculoidea	Bra	inart	8.915	172.2
Ornithella	Bra	inart	29.38461539	172.2
Orthis	Bra	inart	12.52	172.2
Orthotoma	Bra	inart	9.005	172.2
Papodina	Bra	inart	24.53	172.2
Parvirhynchia	Bra	inart	12.79	172.2
Petalothyris	Bra	inart	44.49	172.2
Plectoidothyris	Bra	inart	46.02	172.2
Plectothyris	Bra	inart	37.23	172.2
Praemonticlarella	Bra	inart	7.16	172.2
Prionorhynchia	Bra	inart	27.22	172.2
Protolacazella	Bra	inart	1.883	172.2
Pseudogibbirhynch	Bra	inart	10.34	172.2
Pseudoglossothyri	Bra	inart	41.12	172.2
Ptyctorhynchia	Bra	inart	11.20666667	172.2
Rhynchonella	Bra	inart	16.68	172.2
Rhynchonellina	Bra	inart	25.58	172.2
Rhynchonelloidea	Bra	inart	15.11	172.2
Rhynchonelloidell	Bra	inart	15.59	172.2
Rigauxia	Bra	inart	10.06	172.2
Rugitela	Bra	inart	31.37142857	172.2
Sakawairhynchia	Bra	inart	15.8	172.2
Septocrurella	Bra	inart	13.43	172.2
Sphaeroidothyris	Bra	inart	29.21	172.2
Sphenorhynchia	Bra	inart	27.68	172.2
Spiriferina	Bra	inart	29.53	172.2
Squamirhynchia	Bra	inart	13.585	172.2
Stolmorhynchia	Bra	inart	25.33	172.2
Striirhynchia	Bra	inart	15.805	172.2
Stroudithyris	Bra	inart	25.55	172.2
Terebratella	Bra	inart	29.55	172.2
Terebratula	Bra	inart	55.77	172.2
Terebratuloidea	Bra	inart	24.10769231	172.2
Tetrarhynchia	Bra	inart	21.64	172.2
Texarina	Bra	inart	28.29	172.2
Thecidea	Bra	inart	7.032307692	172.2
Viallithyris	Bra	inart	23.76	172.2
Zeilleria	Bra	inart	48.82857143	172.2
Zugmayeria	Bra	inart	8.995	172.2
Antiptychina	Bra	inart	15.05	178.4
Apringia	Bra	inart	18.91	178.4
Aucklandirhynchia	Bra	inart	11.075	178.4
Aulacothyris	Bra	inart	24.87692308	178.4
Burmirhynchia	Bra	inart	17.67	178.4
Calcirhynchia	Bra	inart	13.45333333	178.4
Caledorhynchia	Bra	inart	16.58666667	178.4
Callospiriferina	Bra	inart	21.47	178.4
Calyptoria	Bra	inart	17.99	178.4
Camerothyris	Bra	inart	10.715	178.4
Caryona	Bra	inart	17.71	178.4
Choffatirhynchia	Bra	inart	20.73333333	178.4
Cincta	Bra	inart	48.66	178.4
Cirpa	Bra	inart	15.07333333	178.4
Crania	Bra	inart	10.67333333	178.4
Cuersithyris	Bra	inart	31.96	178.4
Davidsonella	Bra	inart	6.405	178.4
Discina	Bra	inart	6.564	178.4
Discinisca	Bra	inart	24.53571429	178.4
Dispiriferina	Bra	inart	25.635	178.4
Flabellothyris	Bra	inart	13.335	178.4
Furcirhynchia	Bra	inart	22.19333333	178.4
Gibbirhynchia	Bra	inart	12.58666667	178.4
Globirhynchia	Bra	inart	21.38	178.4
Herangirhynchia	Bra	inart	10.86	178.4
Hesperithyris	Bra	inart	33.12	178.4
Holcorhynchia	Bra	inart	10.035	178.4
Holcothyris	Bra	inart	27.69	178.4
Homoeorhynchia	Bra	inart	23	178.4
Kallirhynchia	Bra	inart	22.42	178.4
Koninckella	Bra	inart	3.551764706	178.4
Linguithyris	Bra	inart	24.43	178.4
Lingula	Bra	inart	69.6625	178.4
Lingularia	Bra	inart	24.37647059	178.4
Liospiriferina	Bra	inart	28.26	178.4
Loboidothyris	Bra	inart	59.16	178.4
Lobothyris	Bra	inart	31.03	178.4
Monsardithyris	Bra	inart	43.82	178.4
Moorellina	Bra	inart	3.184	178.4
Nannirhynchia	Bra	inart	6.524	178.4
Neocrania	Bra	inart	11.38333333	178.4
Nucleata	Bra	inart	16.43	178.4
Omolonothyris	Bra	inart	42.13	178.4
Orbiculoidea	Bra	inart	8.915	178.4
Ornithella	Bra	inart	29.38461539	178.4
Orthis	Bra	inart	12.52	178.4
Orthotoma	Bra	inart	9.005	178.4
Papodina	Bra	inart	24.53	178.4
Praemonticlarella	Bra	inart	7.16	178.4
Prionorhynchia	Bra	inart	27.22	178.4
Pseudogibbirhynch	Bra	inart	10.34	178.4
Ptyctorhynchia	Bra	inart	11.20666667	178.4
Quadratirhynchia	Bra	inart	26.45	178.4
Rhynchonella	Bra	inart	16.68	178.4
Rhynchonellina	Bra	inart	25.58	178.4
Rhynchonelloidea	Bra	inart	15.11	178.4
Rhynchonelloidell	Bra	inart	15.59	178.4
Rigauxia	Bra	inart	10.06	178.4
Rudirhynchia	Bra	inart	18.17	178.4
Sakawairhynchia	Bra	inart	15.8	178.4
Scalpellirhynchia	Bra	inart	9.025	178.4
Septocrurella	Bra	inart	13.43	178.4
Soaresirhynchia	Bra	inart	12.52	178.4
Sphaeroidothyris	Bra	inart	29.21	178.4
Sphenorhynchia	Bra	inart	27.68	178.4
Spiriferina	Bra	inart	29.53	178.4
Squamirhynchia	Bra	inart	13.585	178.4
Stroudithyris	Bra	inart	25.55	178.4
Telothyris	Bra	inart	21.17	178.4
Terebratella	Bra	inart	29.55	178.4
Terebratula	Bra	inart	55.77	178.4
Terebratuloidea	Bra	inart	24.10769231	178.4
Tetrarhynchia	Bra	inart	21.64	178.4
Texarina	Bra	inart	28.29	178.4
Thecidea	Bra	inart	7.032307692	178.4
Viallithyris	Bra	inart	23.76	178.4
Vincentirhynchia	Bra	inart	18.48	178.4
Zeilleria	Bra	inart	48.82857143	178.4
Zugmayeria	Bra	inart	8.995	178.4
Amphiclinodonta	Bra	inart	8.625	186.75
Anarhynchia	Bra	inart	32.17	186.75
Antiptychina	Bra	inart	15.05	186.75
Apringia	Bra	inart	18.91	186.75
Aucklandirhynchia	Bra	inart	11.075	186.75
Aulacothyris	Bra	inart	24.87692308	186.75
Bakonyithyris	Bra	inart	11.52	186.75
Bodrakella	Bra	inart	11.98	186.75
Buckmanithyris	Bra	inart	27.07	186.75
Calcirhynchia	Bra	inart	13.45333333	186.75
Caledorhynchia	Bra	inart	16.58666667	186.75
Callospiriferina	Bra	inart	21.47	186.75
Camerothyris	Bra	inart	10.715	186.75
Capillirostra	Bra	inart	10.97	186.75
Caryona	Bra	inart	17.71	186.75
Cincta	Bra	inart	48.66	186.75
Cirpa	Bra	inart	15.07333333	186.75
Crania	Bra	inart	10.67333333	186.75
Cuersithyris	Bra	inart	31.96	186.75
Cuneirhynchia	Bra	inart	9.605	186.75
Discina	Bra	inart	6.564	186.75
Discinisca	Bra	inart	24.53571429	186.75
Dispiriferina	Bra	inart	25.635	186.75
Fimbriothyris	Bra	inart	26.58	186.75
Furcirhynchia	Bra	inart	22.19333333	186.75
Gibbirhynchia	Bra	inart	12.58666667	186.75
Grandirhynchia	Bra	inart	38.89	186.75
Herangirhynchia	Bra	inart	10.86	186.75
Hesperithyris	Bra	inart	33.12	186.75
Holcorhynchia	Bra	inart	10.035	186.75
Holcothyris	Bra	inart	27.69	186.75
Homoeorhynchia	Bra	inart	23	186.75
Inaequalis	Bra	inart	38.07	186.75
Kericserella	Bra	inart	8.485	186.75
Koninckella	Bra	inart	3.551764706	186.75
Koninckodonta	Bra	inart	22.13	186.75
Linguithyris	Bra	inart	24.43	186.75
Lingula	Bra	inart	69.6625	186.75
Lingularia	Bra	inart	24.37647059	186.75
Liospiriferina	Bra	inart	28.26	186.75
Loboidothyris	Bra	inart	59.16	186.75
Lobothyris	Bra	inart	31.03	186.75
Lokutella	Bra	inart	17.2	186.75
Merophricus	Bra	inart	21.18	186.75
Moorellina	Bra	inart	3.184	186.75
Nannirhynchia	Bra	inart	6.524	186.75
Neocrania	Bra	inart	11.38333333	186.75
Nucleata	Bra	inart	16.43	186.75
Orbiculoidea	Bra	inart	8.915	186.75
Orlovirhynchia	Bra	inart	52.7	186.75
Ornithella	Bra	inart	29.38461539	186.75
Orthis	Bra	inart	12.52	186.75
Orthotoma	Bra	inart	9.005	186.75
Papodina	Bra	inart	24.53	186.75
Peregrinelloidea	Bra	inart	48.53	186.75
Peristerothyris	Bra	inart	59.34	186.75
Piarorhynchia	Bra	inart	15.6	186.75
Pisirhynchia	Bra	inart	9.64	186.75
Planirhynchia	Bra	inart	18.58	186.75
Plesiothyris	Bra	inart	39.76	186.75
Pontaltorhynchia	Bra	inart	19.42	186.75
Prionorhynchia	Bra	inart	27.22	186.75
Quadratirhynchia	Bra	inart	26.45	186.75
Rhapidothyris	Bra	inart	38.78	186.75
Rhynchonella	Bra	inart	16.68	186.75
Rhynchonellina	Bra	inart	25.58	186.75
Rhynchonelloidea	Bra	inart	15.11	186.75
Rigauxia	Bra	inart	10.06	186.75
Rimirhynchia	Bra	inart	19.12666667	186.75
Rostrirhynchia	Bra	inart	16.15	186.75
Rudirhynchia	Bra	inart	18.17	186.75
Sakawairhynchia	Bra	inart	15.8	186.75
Scalpellirhynchia	Bra	inart	9.025	186.75
Securina	Bra	inart	16.18	186.75
Securithyris	Bra	inart	37.83	186.75
Septocrurella	Bra	inart	13.43	186.75
Sphaeroidothyris	Bra	inart	29.21	186.75
Spiriferina	Bra	inart	29.53	186.75
Squamirhynchia	Bra	inart	13.585	186.75
Suessia	Bra	inart	39.16	186.75
Tauromenia	Bra	inart	23.21	186.75
Telothyris	Bra	inart	21.17	186.75
Terebratula	Bra	inart	55.77	186.75
Terebratuloidea	Bra	inart	24.10769231	186.75
Tetrarhynchia	Bra	inart	21.64	186.75
Texarina	Bra	inart	28.29	186.75
Thecidea	Bra	inart	7.032307692	186.75
Viallithyris	Bra	inart	23.76	186.75
Viligothyris	Bra	inart	15.775	186.75
Vincentirhynchia	Bra	inart	18.48	186.75
Zeilleria	Bra	inart	48.82857143	186.75
Zugmayeria	Bra	inart	8.995	186.75
Amphiclinodonta	Bra	inart	8.625	195.05
Antiptychina	Bra	inart	15.05	195.05
Apringia	Bra	inart	18.91	195.05
Aulacothyris	Bra	inart	24.87692308	195.05
Bakonyithyris	Bra	inart	11.52	195.05
Calcirhynchia	Bra	inart	13.45333333	195.05
Caledorhynchia	Bra	inart	16.58666667	195.05
Callospiriferina	Bra	inart	21.47	195.05
Calpella	Bra	inart	14.57333333	195.05
Camerothyris	Bra	inart	10.715	195.05
Caryona	Bra	inart	17.71	195.05
Cincta	Bra	inart	48.66	195.05
Cirpa	Bra	inart	15.07333333	195.05
Crania	Bra	inart	10.67333333	195.05
Cuneirhynchia	Bra	inart	9.605	195.05
Discina	Bra	inart	6.564	195.05
Discinisca	Bra	inart	24.53571429	195.05
Dispiriferina	Bra	inart	25.635	195.05
Fimbriothyris	Bra	inart	26.58	195.05
Furcirhynchia	Bra	inart	22.19333333	195.05
Gibbirhynchia	Bra	inart	12.58666667	195.05
Herangirhynchia	Bra	inart	10.86	195.05
Hesperithyris	Bra	inart	33.12	195.05
Holcorhynchia	Bra	inart	10.035	195.05
Holcothyris	Bra	inart	27.69	195.05
Homoeorhynchia	Bra	inart	23	195.05
Koninckella	Bra	inart	3.551764706	195.05
Koninckina	Bra	inart	7.192	195.05
Linguithyris	Bra	inart	24.43	195.05
Lingula	Bra	inart	69.6625	195.05
Lingularia	Bra	inart	24.37647059	195.05
Liospiriferina	Bra	inart	28.26	195.05
Loboidothyris	Bra	inart	59.16	195.05
Lobothyris	Bra	inart	31.03	195.05
Merophricus	Bra	inart	21.18	195.05
Moorellina	Bra	inart	3.184	195.05
Murihikurhynchia	Bra	inart	18.46	195.05
Neocrania	Bra	inart	11.38333333	195.05
Ochotorhynchia	Bra	inart	5.966666667	195.05
Orbiculoidea	Bra	inart	8.915	195.05
Ornithella	Bra	inart	29.38461539	195.05
Orthis	Bra	inart	12.52	195.05
Orthotoma	Bra	inart	9.005	195.05
Phymatothyris	Bra	inart	27.44	195.05
Piarorhynchia	Bra	inart	15.6	195.05
Pisirhynchia	Bra	inart	9.64	195.05
Planirhynchia	Bra	inart	18.58	195.05
Pontaltorhynchia	Bra	inart	19.42	195.05
Prionorhynchia	Bra	inart	27.22	195.05
Quadratirhynchia	Bra	inart	26.45	195.05
Rhynchonella	Bra	inart	16.68	195.05
Rhynchonellina	Bra	inart	25.58	195.05
Rhynchonelloidea	Bra	inart	15.11	195.05
Rigauxia	Bra	inart	10.06	195.05
Rimirhynchia	Bra	inart	19.12666667	195.05
Sakawairhynchia	Bra	inart	15.8	195.05
Salgirella	Bra	inart	23.48	195.05
Securina	Bra	inart	16.18	195.05
Securithyris	Bra	inart	37.83	195.05
Septocrurella	Bra	inart	13.43	195.05
Spiriferina	Bra	inart	29.53	195.05
Sulcirostra	Bra	inart	18.04	195.05
Terebratula	Bra	inart	55.77	195.05
Terebratuloidea	Bra	inart	24.10769231	195.05
Tetrarhynchia	Bra	inart	21.64	195.05
Texarina	Bra	inart	28.29	195.05
Thecidea	Bra	inart	7.032307692	195.05
Viallithyris	Bra	inart	23.76	195.05
Vincentirhynchia	Bra	inart	18.48	195.05
Zeilleria	Bra	inart	48.82857143	195.05
Zugmayeria	Bra	inart	8.995	195.05
Amphiclinodonta	Bra	inart	8.625	200.3
Aulacothyris	Bra	inart	24.87692308	200.3
Bakonyithyris	Bra	inart	11.52	200.3
Calcirhynchia	Bra	inart	13.45333333	200.3
Callospiriferina	Bra	inart	21.47	200.3
Camerothyris	Bra	inart	10.715	200.3
Carapezzia	Bra	inart	56.43	200.3
Caryona	Bra	inart	17.71	200.3
Cirpa	Bra	inart	15.07333333	200.3
Crania	Bra	inart	10.67333333	200.3
Cuneirhynchia	Bra	inart	9.605	200.3
Discina	Bra	inart	6.564	200.3
Discinisca	Bra	inart	24.53571429	200.3
Dispiriferina	Bra	inart	25.635	200.3
Furcirhynchia	Bra	inart	22.19333333	200.3
Herangirhynchia	Bra	inart	10.86	200.3
Holcorhynchia	Bra	inart	10.035	200.3
Holcothyris	Bra	inart	27.69	200.3
Homoeorhynchia	Bra	inart	23	200.3
Koninckella	Bra	inart	3.551764706	200.3
Koninckina	Bra	inart	7.192	200.3
