taxon_name	taxon	sub	size	int_midpoint
Discradisca	Bra	inart	8.260606061	84.95
Erymnaria	Bra	inart	14.22	84.95
Gisilina	Bra	inart	6.706666667	84.95
Hesperithyris	Bra	inart	33.12	84.95
Isocrania	Bra	inart	8.785	84.95
Kingena	Bra	inart	11.115	84.95
Lingula	Bra	inart	69.6625	84.95
Magas	Bra	inart	18.98	84.95
Neocrania	Bra	inart	11.38333333	84.95
Neoliothyrina	Bra	inart	59.45	84.95
Orbirhynchia	Bra	inart	13.445	84.95
Rectithyris	Bra	inart	48.41	84.95
Rhynchonella	Bra	inart	16.68	84.95
Rhynchorina	Bra	inart	7.084	84.95
Terebratella	Bra	inart	29.55	84.95
Terebratula	Bra	inart	55.77	84.95
Terebratulina	Bra	inart	20.895	84.95
Thecidea	Bra	inart	7.032307692	84.95
Bifolium	Bra	inart	3.122307692	88.05
Concinnithyris	Bra	inart	50.91	88.05
Coptothyris	Bra	inart	39.42	88.05
Costerymnaria	Bra	inart	14.545	88.05
Crania	Bra	inart	10.67333333	88.05
Craniscus	Bra	inart	6.082	88.05
Cyclothyris	Bra	inart	23.24	88.05
Discinisca	Bra	inart	24.53571429	88.05
Discradisca	Bra	inart	8.260606061	88.05
Erymnaria	Bra	inart	14.22	88.05
Gisilina	Bra	inart	6.706666667	88.05
Hesperithyris	Bra	inart	33.12	88.05
Isocrania	Bra	inart	8.785	88.05
Kingena	Bra	inart	11.115	88.05
Lingula	Bra	inart	69.6625	88.05
Magas	Bra	inart	18.98	88.05
Neocrania	Bra	inart	11.38333333	88.05
Neoliothyrina	Bra	inart	59.45	88.05
Orbirhynchia	Bra	inart	13.445	88.05
Rectithyris	Bra	inart	48.41	88.05
Rhynchonella	Bra	inart	16.68	88.05
Terebratella	Bra	inart	29.55	88.05
Terebratula	Bra	inart	55.77	88.05
Terebratulina	Bra	inart	20.895	88.05
Texarina	Bra	inart	28.29	88.05
Thecidea	Bra	inart	7.032307692	88.05
Ancistrocrania	Bra	inart	20.48	91.55
Bifolium	Bra	inart	3.122307692	91.55
Concinnithyris	Bra	inart	50.91	91.55
Coptothyris	Bra	inart	39.42	91.55
Costerymnaria	Bra	inart	14.545	91.55
Crania	Bra	inart	10.67333333	91.55
Craniscus	Bra	inart	6.082	91.55
Cyclothyris	Bra	inart	23.24	91.55
Discinisca	Bra	inart	24.53571429	91.55
Discradisca	Bra	inart	8.260606061	91.55
Erymnaria	Bra	inart	14.22	91.55
Gibbithyris	Bra	inart	29.72222222	91.55
Gisilina	Bra	inart	6.706666667	91.55
Hesperithyris	Bra	inart	33.12	91.55
Isocrania	Bra	inart	8.785	91.55
Kingena	Bra	inart	11.115	91.55
Lingula	Bra	inart	69.6625	91.55
Lingularia	Bra	inart	24.37647059	91.55
Magas	Bra	inart	18.98	91.55
Neocrania	Bra	inart	11.38333333	91.55
Neoliothyrina	Bra	inart	59.45	91.55
Orbirhynchia	Bra	inart	13.445	91.55
Rectithyris	Bra	inart	48.41	91.55
Rhynchonella	Bra	inart	16.68	91.55
Terebratella	Bra	inart	29.55	91.55
Terebratula	Bra	inart	55.77	91.55
Terebratulina	Bra	inart	20.895	91.55
Texarina	Bra	inart	28.29	91.55
Thecidea	Bra	inart	7.032307692	91.55
Alithyris	Bra	inart	9.01	96.9
Bifolium	Bra	inart	3.122307692	96.9
Concinnithyris	Bra	inart	50.91	96.9
Coptothyris	Bra	inart	39.42	96.9
Costerymnaria	Bra	inart	14.545	96.9
Crania	Bra	inart	10.67333333	96.9
Craniscus	Bra	inart	6.082	96.9
Cyclothyris	Bra	inart	23.24	96.9
Discinisca	Bra	inart	24.53571429	96.9
Erymnaria	Bra	inart	14.22	96.9
Gemmarcula	Bra	inart	13.64	96.9
Gibbithyris	Bra	inart	29.72222222	96.9
Gisilina	Bra	inart	6.706666667	96.9
Grasirhynchia	Bra	inart	13.94	96.9
Hesperithyris	Bra	inart	33.12	96.9
Isocrania	Bra	inart	8.785	96.9
Kingena	Bra	inart	11.115	96.9
Lamellaerhynchia	Bra	inart	23.84	96.9
Lingula	Bra	inart	69.6625	96.9
Lingularia	Bra	inart	24.37647059	96.9
Magas	Bra	inart	18.98	96.9
Modestella	Bra	inart	11.27	96.9
Neocrania	Bra	inart	11.38333333	96.9
Neoliothyrina	Bra	inart	59.45	96.9
Orbirhynchia	Bra	inart	13.445	96.9
Rectithyris	Bra	inart	48.41	96.9
Rhynchonella	Bra	inart	16.68	96.9
Rhynchora	Bra	inart	28.51	96.9
Terebratella	Bra	inart	29.55	96.9
Terebratula	Bra	inart	55.77	96.9
Terebratulina	Bra	inart	20.895	96.9
Texarina	Bra	inart	28.29	96.9
Thecidea	Bra	inart	7.032307692	96.9
Alabushevothyris	Bra	inart	32.2	106.75
Aniabrochus	Bra	inart	27.14	106.75
Bifolium	Bra	inart	3.122307692	106.75
Boubeithyris	Bra	inart	33.33	106.75
Burrirhynchia	Bra	inart	19.24666667	106.75
Capillithyris	Bra	inart	38.78	106.75
Coptothyris	Bra	inart	39.42	106.75
Crania	Bra	inart	10.67333333	106.75
Craniscus	Bra	inart	6.082	106.75
Cyclothyris	Bra	inart	23.24	106.75
Cyrtothyris	Bra	inart	59.54	106.75
Discinisca	Bra	inart	24.53571429	106.75
Gemmarcula	Bra	inart	13.64	106.75
Harmatosia	Bra	inart	28.3	106.75
Hesperithyris	Bra	inart	33.12	106.75
Inopinatarcula	Bra	inart	14.44	106.75
Isocrania	Bra	inart	8.785	106.75
Kingena	Bra	inart	11.115	106.75
Lamellaerhynchia	Bra	inart	23.84	106.75
Lingula	Bra	inart	69.6625	106.75
Lingularia	Bra	inart	24.37647059	106.75
Magas	Bra	inart	18.98	106.75
Modestella	Bra	inart	11.27	106.75
Moutonithyris	Bra	inart	29.05	106.75
Neocrania	Bra	inart	11.38333333	106.75
Nucleata	Bra	inart	16.43	106.75
Orbirhynchia	Bra	inart	13.445	106.75
Ovatathyris	Bra	inart	22.43	106.75
Parakingena	Bra	inart	19.42	106.75
Penzhinothyris	Bra	inart	33.6	106.75
Praelongithyris	Bra	inart	41.05	106.75
Rectithyris	Bra	inart	48.41	106.75
Rhynchonella	Bra	inart	16.68	106.75
Sellithyris	Bra	inart	30.3	106.75
Talovkorhynchia	Bra	inart	18.92	106.75
Terebratella	Bra	inart	29.55	106.75
Terebratula	Bra	inart	55.77	106.75
Terebratulina	Bra	inart	20.895	106.75
Terebrirostra	Bra	inart	29.86	106.75
Texarina	Bra	inart	28.29	106.75
Thecidea	Bra	inart	7.032307692	106.75
Tropeothyris	Bra	inart	28.46	106.75
Zeilleria	Bra	inart	48.82857143	106.75
Aniabrochus	Bra	inart	27.14	119
Arenaciarcula	Bra	inart	18.415	119
Belbekella	Bra	inart	17.01333333	119
Bifolium	Bra	inart	3.122307692	119
Boubeithyris	Bra	inart	33.33	119
Burrirhynchia	Bra	inart	19.24666667	119
Capillithyris	Bra	inart	38.78	119
Coptothyris	Bra	inart	39.42	119
Crania	Bra	inart	10.67333333	119
Craniscus	Bra	inart	6.082	119
Cyclothyris	Bra	inart	23.24	119
Cyrtothyris	Bra	inart	59.54	119
Discinisca	Bra	inart	24.53571429	119
Dzirulina	Bra	inart	21.26	119
Gemmarcula	Bra	inart	13.64	119
Hesperithyris	Bra	inart	33.12	119
Isocrania	Bra	inart	8.785	119
Kingena	Bra	inart	11.115	119
Lamellaerhynchia	Bra	inart	23.84	119
Lingula	Bra	inart	69.6625	119
Lingularia	Bra	inart	24.37647059	119
Moutonithyris	Bra	inart	29.05	119
Neocrania	Bra	inart	11.38333333	119
Nucleata	Bra	inart	16.43	119
Oblongarcula	Bra	inart	20.73	119
Orbirhynchia	Bra	inart	13.445	119
Ornithella	Bra	inart	29.38461539	119
Praelongithyris	Bra	inart	41.05	119
Psilothyris	Bra	inart	11.43	119
Rhombothyris	Bra	inart	36.1	119
Rhynchonella	Bra	inart	16.68	119
Sardope	Bra	inart	24.66	119
Sellithyris	Bra	inart	30.3	119
Septatoechia	Bra	inart	26.46	119
Sulcirhynchia	Bra	inart	18.33333333	119
Terebratella	Bra	inart	29.55	119
Terebratula	Bra	inart	55.77	119
Terebratulina	Bra	inart	20.895	119
Terebrirostra	Bra	inart	29.86	119
Texarina	Bra	inart	28.29	119
Thecidea	Bra	inart	7.032307692	119
Tropeothyris	Bra	inart	28.46	119
Yuezhuella	Bra	inart	6.965	119
Zeilleria	Bra	inart	48.82857143	119
Belbekella	Bra	inart	17.01333333	127.2
Boubeithyris	Bra	inart	33.33	127.2
Burrirhynchia	Bra	inart	19.24666667	127.2
Capillithyris	Bra	inart	38.78	127.2
Coptothyris	Bra	inart	39.42	127.2
Crania	Bra	inart	10.67333333	127.2
Craniscus	Bra	inart	6.082	127.2
Cyclothyris	Bra	inart	23.24	127.2
Cyrtothyris	Bra	inart	59.54	127.2
Discinisca	Bra	inart	24.53571429	127.2
Hesperithyris	Bra	inart	33.12	127.2
Isocrania	Bra	inart	8.785	127.2
Juralina	Bra	inart	50.97	127.2
Kingena	Bra	inart	11.115	127.2
Kutchithyris	Bra	inart	28.5	127.2
Lamellaerhynchia	Bra	inart	23.84	127.2
Lingula	Bra	inart	69.6625	127.2
Lingularia	Bra	inart	24.37647059	127.2
Loriolithyris	Bra	inart	43.78	127.2
Monticlarella	Bra	inart	13.92	127.2
Moutonithyris	Bra	inart	29.05	127.2
Neocrania	Bra	inart	11.38333333	127.2
Nucleata	Bra	inart	16.43	127.2
Oblongarcula	Bra	inart	20.73	127.2
Orbirhynchia	Bra	inart	13.445	127.2
Ornithella	Bra	inart	29.38461539	127.2
Paraboubeithyris	Bra	inart	21.95	127.2
Praelongithyris	Bra	inart	41.05	127.2
Psilothyris	Bra	inart	11.43	127.2
Rhynchonella	Bra	inart	16.68	127.2
Sellithyris	Bra	inart	30.3	127.2
Terebratella	Bra	inart	29.55	127.2
Terebratula	Bra	inart	55.77	127.2
Terebratulina	Bra	inart	20.895	127.2
Terebrirostra	Bra	inart	29.86	127.2
Texarina	Bra	inart	28.29	127.2
Thecidea	Bra	inart	7.032307692	127.2
Zeilleria	Bra	inart	48.82857143	127.2
Zittelina	Bra	inart	14.905	127.2
Antiptychina	Bra	inart	15.05	131.15
Belbekella	Bra	inart	17.01333333	131.15
Capillithyris	Bra	inart	38.78	131.15
Coptothyris	Bra	inart	39.42	131.15
Crania	Bra	inart	10.67333333	131.15
Craniscus	Bra	inart	6.082	131.15
Cruralina	Bra	inart	14.57	131.15
Cyclothyris	Bra	inart	23.24	131.15
Cyrtothyris	Bra	inart	59.54	131.15
Dictyothyropsis	Bra	inart	6.524	131.15
Discinisca	Bra	inart	24.53571429	131.15
Fortunella	Bra	inart	19.14	131.15
Hesperithyris	Bra	inart	33.12	131.15
Iberithyris	Bra	inart	19.2	131.15
Juralina	Bra	inart	50.97	131.15
Kutchithyris	Bra	inart	28.5	131.15
Lamellaerhynchia	Bra	inart	23.84	131.15
Lingula	Bra	inart	69.6625	131.15
Lingularia	Bra	inart	24.37647059	131.15
Loriolithyris	Bra	inart	43.78	131.15
Middlemissithyris	Bra	inart	18.03	131.15
Monticlarella	Bra	inart	13.92	131.15
Moutonithyris	Bra	inart	29.05	131.15
Musculina	Bra	inart	19.31	131.15
Neocrania	Bra	inart	11.38333333	131.15
Nucleata	Bra	inart	16.43	131.15
Oblongarcula	Bra	inart	20.73	131.15
Ornithella	Bra	inart	29.38461539	131.15
Peregrinella	Bra	inart	67.98	131.15
Praelongithyris	Bra	inart	41.05	131.15
Psilothyris	Bra	inart	11.43	131.15
Pygites	Bra	inart	45.86	131.15
Rhynchonella	Bra	inart	16.68	131.15
Rugitela	Bra	inart	31.37142857	131.15
Sellithyris	Bra	inart	30.3	131.15
Siberiothyris	Bra	inart	57.14	131.15
Smirnovina	Bra	inart	12.545	131.15
Terebratella	Bra	inart	29.55	131.15
Terebratula	Bra	inart	55.77	131.15
Terebratulina	Bra	inart	20.895	131.15
Terebrirostra	Bra	inart	29.86	131.15
Texarina	Bra	inart	28.29	131.15
Thecidea	Bra	inart	7.032307692	131.15
Thecidiopsis	Bra	inart	13.92666667	131.15
Zeilleria	Bra	inart	48.82857143	131.15
Zittelina	Bra	inart	14.905	131.15
Advenina	Bra	inart	13.68	136.35
Akopovorhynchia	Bra	inart	22.42	136.35
Antiptychina	Bra	inart	15.05	136.35
Atelithyris	Bra	inart	37.5	136.35
Coptothyris	Bra	inart	39.42	136.35
Crania	Bra	inart	10.67333333	136.35
Craniscus	Bra	inart	6.082	136.35
Cruralina	Bra	inart	14.57	136.35
Cyclothyris	Bra	inart	23.24	136.35
Cyrtothyris	Bra	inart	59.54	136.35
Dictyothyris	Bra	inart	19.45	136.35
Dictyothyropsis	Bra	inart	6.524	136.35
Discinisca	Bra	inart	24.53571429	136.35
Fusirhynchia	Bra	inart	21.83	136.35
Hesperithyris	Bra	inart	33.12	136.35
Ismenia	Bra	inart	16.935	136.35
Juralina	Bra	inart	50.97	136.35
Karadagithyris	Bra	inart	21.66	136.35
Kutchithyris	Bra	inart	28.5	136.35
Lacunosella	Bra	inart	28.08	136.35
Lamellaerhynchia	Bra	inart	23.84	136.35
Lingula	Bra	inart	69.6625	136.35
Lingularia	Bra	inart	24.37647059	136.35
Loriolithyris	Bra	inart	43.78	136.35
Monticlarella	Bra	inart	13.92	136.35
Moutonithyris	Bra	inart	29.05	136.35
Musculina	Bra	inart	19.31	136.35
Neocrania	Bra	inart	11.38333333	136.35
Nucleata	Bra	inart	16.43	136.35
Ornithella	Bra	inart	29.38461539	136.35
Placothyris	Bra	inart	20.95	136.35
Praelongithyris	Bra	inart	41.05	136.35
Psilothyris	Bra	inart	11.43	136.35
Ptilorhynchia	Bra	inart	20.29	136.35
Pygites	Bra	inart	45.86	136.35
Pygope	Bra	inart	54.98	136.35
Rhynchonella	Bra	inart	16.68	136.35
Rugitela	Bra	inart	31.37142857	136.35
Sellithyris	Bra	inart	30.3	136.35
Siberiothyris	Bra	inart	57.14	136.35
Taimyrothyris	Bra	inart	56.52	136.35
Terebratella	Bra	inart	29.55	136.35
Terebratula	Bra	inart	55.77	136.35
Terebratulina	Bra	inart	20.895	136.35
Terebrirostra	Bra	inart	29.86	136.35
Texarina	Bra	inart	28.29	136.35
Thecidea	Bra	inart	7.032307692	136.35
Thecidiopsis	Bra	inart	13.92666667	136.35
Triangope	Bra	inart	40.11	136.35
Uralorhynchia	Bra	inart	30.81	136.35
Zeilleria	Bra	inart	48.82857143	136.35
Zittelina	Bra	inart	14.905	136.35
Antiptychina	Bra	inart	15.05	142.4
Camerothyris	Bra	inart	10.715	142.4
Conocrania	Bra	inart	1.6965	142.4
Coptothyris	Bra	inart	39.42	142.4
Crania	Bra	inart	10.67333333	142.4
Craniscus	Bra	inart	6.082	142.4
Cruralina	Bra	inart	14.57	142.4
Dictyothyris	Bra	inart	19.45	142.4
Dictyothyropsis	Bra	inart	6.524	142.4
Discinisca	Bra	inart	24.53571429	142.4
Evargyrotheca	Bra	inart	1.841	142.4
Fusirhynchia	Bra	inart	21.83	142.4
Hesperithyris	Bra	inart	33.12	142.4
Ismenia	Bra	inart	16.935	142.4
Juralina	Bra	inart	50.97	142.4
Karadagithyris	Bra	inart	21.66	142.4
Krimargyrotheca	Bra	inart	2.4595	142.4
Kutchithyris	Bra	inart	28.5	142.4
Lacunosella	Bra	inart	28.08	142.4
Lenothyris	Bra	inart	39.12	142.4
Lingula	Bra	inart	69.6625	142.4
Lingularia	Bra	inart	24.37647059	142.4
Loriolithyris	Bra	inart	43.78	142.4
Monticlarella	Bra	inart	13.92	142.4
Moutonithyris	Bra	inart	29.05	142.4
Neocrania	Bra	inart	11.38333333	142.4
Nucleata	Bra	inart	16.43	142.4
Orbiculoidea	Bra	inart	8.915	142.4
Ornithella	Bra	inart	29.38461539	142.4
Pinaxiothyris	Bra	inart	43.1	142.4
Placothyris	Bra	inart	20.95	142.4
Praeargyrotheca	Bra	inart	1.8635	142.4
Praelongithyris	Bra	inart	41.05	142.4
Psilothyris	Bra	inart	11.43	142.4
Ptilorhynchia	Bra	inart	20.29	142.4
Pygites	Bra	inart	45.86	142.4
Pygope	Bra	inart	54.98	142.4
Rhynchonella	Bra	inart	16.68	142.4
Rugitela	Bra	inart	31.37142857	142.4
Sellithyris	Bra	inart	30.3	142.4
Septaliphoria	Bra	inart	25.3	142.4
Septocrurella	Bra	inart	13.43	142.4
Siberiothyris	Bra	inart	57.14	142.4
Taimyrothyris	Bra	inart	56.52	142.4
Terebrataliopsis	Bra	inart	11.4	142.4
Terebratella	Bra	inart	29.55	142.4
Terebratula	Bra	inart	55.77	142.4
Terebratulina	Bra	inart	20.895	142.4
Texarina	Bra	inart	28.29	142.4
Thecidea	Bra	inart	7.032307692	142.4
Tonasirhynchia	Bra	inart	16.83	142.4
Triangope	Bra	inart	40.11	142.4
Uralella	Bra	inart	120.1	142.4
Uralorhynchia	Bra	inart	30.81	142.4
Weberithyris	Bra	inart	36.08	142.4
Zeilleria	Bra	inart	48.82857143	142.4
Zeillerina	Bra	inart	21.65	142.4
Zittelina	Bra	inart	14.905	142.4
Antiptychina	Bra	inart	15.05	148.55
Camerothyris	Bra	inart	10.715	148.55
Crania	Bra	inart	10.67333333	148.55
Craniscus	Bra	inart	6.082	148.55
Cruralina	Bra	inart	14.57	148.55
Dictyothyris	Bra	inart	19.45	148.55
Dictyothyropsis	Bra	inart	6.524	148.55
Discina	Bra	inart	6.564	148.55
Discinisca	Bra	inart	24.53571429	148.55
Fusirhynchia	Bra	inart	21.83	148.55
Hesperithyris	Bra	inart	33.12	148.55
Ismenia	Bra	inart	16.935	148.55
Juralina	Bra	inart	50.97	148.55
Karadagithyris	Bra	inart	21.66	148.55
Kawhiarhynchia	Bra	inart	18.69333333	148.55
Kutchithyris	Bra	inart	28.5	148.55
Lacunosella	Bra	inart	28.08	148.55
Lenothyris	Bra	inart	39.12	148.55
Lingula	Bra	inart	69.6625	148.55
Lingularia	Bra	inart	24.37647059	148.55
Loboidothyris	Bra	inart	59.16	148.55
Moeschia	Bra	inart	46.12	148.55
Monticlarella	Bra	inart	13.92	148.55
Neocrania	Bra	inart	11.38333333	148.55
Nucleata	Bra	inart	16.43	148.55
Orbiculoidea	Bra	inart	8.915	148.55
Ornithella	Bra	inart	29.38461539	148.55
Pinaxiothyris	Bra	inart	43.1	148.55
Placothyris	Bra	inart	20.95	148.55
Ptilorhynchia	Bra	inart	20.29	148.55
Pygope	Bra	inart	54.98	148.55
Rhynchonella	Bra	inart	16.68	148.55
Rouillieria	Bra	inart	67.89	148.55
Rugitela	Bra	inart	31.37142857	148.55
Sellithyris	Bra	inart	30.3	148.55
Septaliphoria	Bra	inart	25.3	148.55
Septocrurella	Bra	inart	13.43	148.55
Taimyrothyris	Bra	inart	56.52	148.55
Tainuirhynchia	Bra	inart	18.40666667	148.55
Terebratella	Bra	inart	29.55	148.55
Terebratula	Bra	inart	55.77	148.55
Terebratulina	Bra	inart	20.895	148.55
Texarina	Bra	inart	28.29	148.55
Thecidea	Bra	inart	7.032307692	148.55
Torquirhynchia	Bra	inart	34.67	148.55
Triangope	Bra	inart	40.11	148.55
Uralella	Bra	inart	120.1	148.55
Uralorhynchia	Bra	inart	30.81	148.55
Waikatorhynchia	Bra	inart	18.52	148.55
Zeilleria	Bra	inart	48.82857143	148.55
Zittelina	Bra	inart	14.905	148.55
Antiptychina	Bra	inart	15.05	154.7
Bihendulirhynchia	Bra	inart	10.63	154.7
Boreiothyris	Bra	inart	69.22	154.7
Camerothyris	Bra	inart	10.715	154.7
Cheirothyris	Bra	inart	11.67	154.7
Colosia	Bra	inart	35.68	154.7
Crania	Bra	inart	10.67333333	154.7
Craniscus	Bra	inart	6.082	154.7
Cruralina	Bra	inart	14.57	154.7
Dictyothyris	Bra	inart	19.45	154.7
Dictyothyropsis	Bra	inart	6.524	154.7
Discina	Bra	inart	6.564	154.7
Discinisca	Bra	inart	24.53571429	154.7
Eristenosia	Bra	inart	18.59	154.7
Habrobrochus	Bra	inart	24.99	154.7
Hesperithyris	Bra	inart	33.12	154.7
Heterobrochus	Bra	inart	31.81	154.7
Ismenia	Bra	inart	16.935	154.7
Juralina	Bra	inart	50.97	154.7
Karadagithyris	Bra	inart	21.66	154.7
Kawhiarhynchia	Bra	inart	18.69333333	154.7
Kutchithyris	Bra	inart	28.5	154.7
Lacunosella	Bra	inart	28.08	154.7
Lingula	Bra	inart	69.6625	154.7
Lingularia	Bra	inart	24.37647059	154.7
Loboidothyris	Bra	inart	59.16	154.7
Lophrothyris	Bra	inart	26.74	154.7
Moeschia	Bra	inart	46.12	154.7
Monsardithyris	Bra	inart	43.82	154.7
Monticlarella	Bra	inart	13.92	154.7
Neocrania	Bra	inart	11.38333333	154.7
Neothecidella	Bra	inart	1.584	154.7
Nucleata	Bra	inart	16.43	154.7
Orbiculoidea	Bra	inart	8.915	154.7
Ornithella	Bra	inart	29.38461539	154.7
Placothyris	Bra	inart	20.95	154.7
Postepithyris	Bra	inart	28.94	154.7
Ptilorhynchia	Bra	inart	20.29	154.7
Rhynchonella	Bra	inart	16.68	154.7
Rioultina	Bra	inart	2.332307692	154.7
Rugitela	Bra	inart	31.37142857	154.7
Sellithyris	Bra	inart	30.3	154.7
Septaliphoria	Bra	inart	25.3	154.7
Septirhynchia	Bra	inart	52.72	154.7
Septocrurella	Bra	inart	13.43	154.7
Somalirhynchia	Bra	inart	34.79	154.7
Somalitela	Bra	inart	13.64	154.7
Tainuirhynchia	Bra	inart	18.40666667	154.7
Terebratella	Bra	inart	29.55	154.7
Terebratula	Bra	inart	55.77	154.7
Terebratulina	Bra	inart	20.895	154.7
Texarina	Bra	inart	28.29	154.7
Thecidea	Bra	inart	7.032307692	154.7
Torquirhynchia	Bra	inart	34.67	154.7
Trigonellina	Bra	inart	6.8375	154.7
Waikatorhynchia	Bra	inart	18.52	154.7
Xestosina	Bra	inart	34.79	154.7
Zeilleria	Bra	inart	48.82857143	154.7
Zittelina	Bra	inart	14.905	154.7
Acanthorhynchia	Bra	inart	25.57	160.4
Amydroptychus	Bra	inart	21.19	160.4
Animonithyris	Bra	inart	23.7	160.4
Antiptychina	Bra	inart	15.05	160.4
Apatecosia	Bra	inart	32.11	160.4
Argovithyris	Bra	inart	16.58	160.4
Aromasithyris	Bra	inart	22.13	160.4
Aulacothyris	Bra	inart	24.87692308	160.4
Avonothyris	Bra	inart	33.48	160.4
Bihenithyris	Bra	inart	31.82	160.4
Boreiothyris	Bra	inart	69.22	160.4
Burmirhynchia	Bra	inart	17.67	160.4
Camerothyris	Bra	inart	10.715	160.4
Cererithyris	Bra	inart	34.77	160.4
Cheirothyris	Bra	inart	11.67	160.4
Colpotoria	Bra	inart	26.21	160.4
Crania	Bra	inart	10.67333333	160.4
Craniscus	Bra	inart	6.082	160.4
Cruralina	Bra	inart	14.57	160.4
Cymatorhynchia	Bra	inart	32.29	160.4
Daghanirhynchia	Bra	inart	20.67	160.4
Dictyothyris	Bra	inart	19.45	160.4
Dictyothyropsis	Bra	inart	6.524	160.4
Digonella	Bra	inart	23.95	160.4
Discina	Bra	inart	6.564	160.4
Discinisca	Bra	inart	24.53571429	160.4
Dorsoplicathyris	Bra	inart	31.41	160.4
Enallothecidea	Bra	inart	0.5286	160.4
Galliennithyris	Bra	inart	36.73	160.4
Glyphisaria	Bra	inart	39.47	160.4
Habrobrochus	Bra	inart	24.99	160.4
Hesperithyris	Bra	inart	33.12	160.4
Juralina	Bra	inart	50.97	160.4
Karadagithyris	Bra	inart	21.66	160.4
Kawhiarhynchia	Bra	inart	18.69333333	160.4
Kutchirhynchia	Bra	inart	37.07	160.4
Kutchithyris	Bra	inart	28.5	160.4
Lacunosella	Bra	inart	28.08	160.4
Lingula	Bra	inart	69.6625	160.4
Lingularia	Bra	inart	24.37647059	160.4
Loboidothyris	Bra	inart	59.16	160.4
Lophrothyris	Bra	inart	26.74	160.4
Magharithyris	Bra	inart	24.1	160.4
Moeschia	Bra	inart	46.12	160.4
Monsardithyris	Bra	inart	43.82	160.4
Monticlarella	Bra	inart	13.92	160.4
Moorellina	Bra	inart	3.184	160.4
Mycerosia	Bra	inart	9.256666667	160.4
Neocrania	Bra	inart	11.38333333	160.4
Nucleata	Bra	inart	16.43	160.4
Orbiculoidea	Bra	inart	8.915	160.4
Ornithella	Bra	inart	29.38461539	160.4
Placothyris	Bra	inart	20.95	160.4
Postepithyris	Bra	inart	28.94	160.4
Ptilorhynchia	Bra	inart	20.29	160.4
Ptyctothyris	Bra	inart	41.66	160.4
Rhactorhynchia	Bra	inart	29.15	160.4
Rhynchonella	Bra	inart	16.68	160.4
Rhynchonelloidell	Bra	inart	15.59	160.4
Rioultina	Bra	inart	2.332307692	160.4
Rugitela	Bra	inart	31.37142857	160.4
Rutorhynchia	Bra	inart	19.29	160.4
Septaliphoria	Bra	inart	25.3	160.4
Septirhynchia	Bra	inart	52.72	160.4
Septocrurella	Bra	inart	13.43	160.4
Somalirhynchia	Bra	inart	34.79	160.4
Somalithyris	Bra	inart	34.15	160.4
Sphriganaria	Bra	inart	21.46	160.4
Tainuirhynchia	Bra	inart	18.40666667	160.4
Terebratella	Bra	inart	29.55	160.4
Terebratula	Bra	inart	55.77	160.4
Terebratulina	Bra	inart	20.895	160.4
Texarina	Bra	inart	28.29	160.4
Thecidea	Bra	inart	7.032307692	160.4
Thurmannella	Bra	inart	19.22	160.4
Torquirhynchia	Bra	inart	34.67	160.4
Trigonellina	Bra	inart	6.8375	160.4
Trigonithyris	Bra	inart	27.43	160.4
Xestosina	Bra	inart	34.79	160.4
Zeilleria	Bra	inart	48.82857143	160.4
Zittelina	Bra	inart	14.905	160.4
Acanthorhynchia	Bra	inart	25.57	164.8
Amydroptychus	Bra	inart	21.19	164.8
Antiptychina	Bra	inart	15.05	164.8
Apatecosia	Bra	inart	32.11	164.8
Arabatia	Bra	inart	36.77	164.8
Aromasithyris	Bra	inart	22.13	164.8
Aucklandirhynchia	Bra	inart	11.075	164.8
Aulacothyris	Bra	inart	24.87692308	164.8
Avonothyris	Bra	inart	33.48	164.8
Bihenithyris	Bra	inart	31.82	164.8
Boreiothyris	Bra	inart	69.22	164.8
Bothrothyris	Bra	inart	60.34	164.8
Burmirhynchia	Bra	inart	17.67	164.8
Caledorhynchia	Bra	inart	16.58666667	164.8
Camerothyris	Bra	inart	10.715	164.8
Capillirhynchia	Bra	inart	38.69	164.8
Cardinirhynchia	Bra	inart	16.82	164.8
Caryona	Bra	inart	17.71	164.8
Cererithyris	Bra	inart	34.77	164.8
Cheirothyris	Bra	inart	11.67	164.8
Cirpa	Bra	inart	15.07333333	164.8
Colpotoria	Bra	inart	26.21	164.8
Crania	Bra	inart	10.67333333	164.8
Cymatorhynchia	Bra	inart	32.29	164.8
Daghanirhynchia	Bra	inart	20.67	164.8
Dictyothyris	Bra	inart	19.45	164.8
Dienope	Bra	inart	30.02	164.8
Digonella	Bra	inart	23.95	164.8
Discina	Bra	inart	6.564	164.8
Discinisca	Bra	inart	24.53571429	164.8
Dolichobrochus	Bra	inart	19.53	164.8
Dorsoplicathyris	Bra	inart	31.41	164.8
Enallothecidea	Bra	inart	0.5286	164.8
Epithyris	Bra	inart	38.73	164.8
Eudesia	Bra	inart	32.89	164.8
Flabellirhynchia	Bra	inart	19.6	164.8
Flabellothyris	Bra	inart	13.335	164.8
Furcirhynchia	Bra	inart	22.19333333	164.8
Glyphisaria	Bra	inart	39.47	164.8
Goliathyris	Bra	inart	63.12	164.8
Goniorhynchia	Bra	inart	24.87	164.8
Gusarella	Bra	inart	38.44	164.8
Habrobrochus	Bra	inart	24.99	164.8
Hesperithyris	Bra	inart	33.12	164.8
Heteromychus	Bra	inart	39.73	164.8
